copper_height,f_max,f_min,feed_depth,feed_gap_width,feed_width,l3horizontal,l3vertical,patch_length,patch_width,permittivity,realized_gain,resonance,s11,substrate_height,bandwidth
0.035,65.0,35.0,0.20625,0.33,0.11110999999999999,-4.9477,0.017158,1.65,1.485,5.0,0.017158,41.51,-14.554,0.0639,1.4218
0.035,65.0,35.0,0.4125,0.11,0.14256,-4.6064,0.78377,1.65,1.485,3.6,0.78377,47.69,-13.128,0.0639,1.6994
0.035,65.0,35.0,0.4125,0.11,0.12579,-4.8321,0.27454,1.65,1.485,4.3,0.27454,43.76,-14.389000000000001,0.0639,1.6274
0.035,65.0,35.0,0.4125,0.11,0.11110999999999999,-5.0736,-0.17961,1.65,1.485,5.0,-0.17961,40.64,-16.132,0.0639,1.5605
0.035,65.0,35.0,0.20625,0.11,0.14256,-4.8236,0.5825100000000001,1.65,1.485,3.6,0.5825100000000001,47.06,-12.617,0.0639,1.4808
0.035,65.0,35.0,0.20625,0.11,0.12579,-5.0199,0.1012,1.65,1.485,4.3,0.1012,43.25,-14.097000000000001,0.0639,1.4964
0.035,65.0,35.0,0.20625,0.11,0.11110999999999999,-5.229,-0.32466999999999996,1.65,1.485,5.0,-0.32466999999999996,40.22,-16.274,0.0639,1.4496
0.035,65.0,35.0,0.4125,0.33,0.1584,-3.8669,1.6183,1.65,1.485,3.6,1.6183,50.24,-13.949000000000002,0.071,1.9682
0.035,65.0,35.0,0.4125,0.33,0.13976,-4.059,1.1322,1.65,1.485,4.3,1.1322,46.1,-14.913,0.071,1.8185
0.035,65.0,35.0,0.4125,0.33,0.12345999999999999,-4.2886,0.67961,1.65,1.485,5.0,0.67961,42.8,-16.095,0.071,1.7215
0.035,65.0,35.0,0.20625,0.33,0.1584,-4.4364,1.0379,1.65,1.485,3.6,1.0379,48.47,-10.38,0.071,1.0223
0.035,65.0,35.0,0.20625,0.33,0.13976,-4.5571,0.63222,1.65,1.485,4.3,0.63222,44.57,-11.368,0.071,1.2108
0.035,65.0,35.0,0.20625,0.33,0.12345999999999999,-4.6636,0.2972,1.65,1.485,5.0,0.2972,41.45,-12.651,0.071,1.3152
0.035,65.0,35.0,0.4125,0.11,0.1584,-4.2936,1.0926,1.65,1.485,3.6,1.0926,47.66,-11.839,0.071,1.5239
0.035,65.0,35.0,0.4125,0.11,0.13976,-4.4934,0.61147,1.65,1.485,4.3,0.61147,43.73,-12.77,0.071,1.5257
0.035,65.0,35.0,0.4125,0.11,0.12345999999999999,-4.6867,0.20405,1.65,1.485,5.0,0.20405,40.61,-14.013,0.071,1.4898
0.035,65.0,35.0,0.20625,0.11,0.1584,-4.5442,0.85531,1.65,1.485,3.6,0.85531,47.0,-11.104000000000001,0.071,1.2241
0.035,65.0,35.0,0.20625,0.11,0.13976,-4.7205,0.39799,1.65,1.485,4.3,0.39799,43.19,-12.206,0.071,1.3205
0.035,65.0,35.0,0.20625,0.11,0.12345999999999999,-4.8815,0.018693,1.65,1.485,5.0,0.018693,40.16,-13.742,0.071,1.3649
0.035,65.0,35.0,0.4125,0.33,0.17424,-3.6143,1.8693,1.65,1.485,3.6,1.8693,50.21,-12.720999999999998,0.0781,1.8742
0.035,65.0,35.0,0.4125,0.33,0.15374000000000002,-3.7783,1.4116,1.65,1.485,4.3,1.4116,46.07,-13.48,0.0781,1.754
0.035,65.0,35.0,0.4125,0.33,0.1358,-3.9832,0.98245,1.65,1.485,5.0,0.98245,42.77,-14.405,0.0781,1.6799
0.035,65.0,35.0,0.20625,0.33,0.15374000000000002,-4.3329,0.8525299999999999,1.65,1.485,4.3,0.8525299999999999,44.48,-10.299000000000001,0.0781,0.84583
0.035,65.0,35.0,0.20625,0.33,0.1358,-4.4443,0.51136,1.65,1.485,5.0,0.51136,41.36,-11.347000000000001,0.0781,1.1159999999999999
0.035,65.0,35.0,0.4125,0.11,0.17424,-4.0766,1.3036,1.65,1.485,3.6,1.3036,47.6,-10.83,0.0781,1.2633
0.035,65.0,35.0,0.4125,0.11,0.15374000000000002,-4.2573,0.84515,1.65,1.485,4.3,0.84515,43.67,-11.591,0.0781,1.3474
0.035,65.0,35.0,0.4125,0.11,0.1358,-4.4084,0.47878000000000004,1.65,1.485,5.0,0.47878000000000004,40.55,-12.6,0.0781,1.3931
0.035,65.0,35.0,0.20625,0.11,0.17424,-4.3893,1.0007,1.65,1.485,3.6,1.0007,46.88,-10.17,0.0781,0.80852
0.035,65.0,35.0,0.20625,0.11,0.15374000000000002,-4.498,0.61665,1.65,1.485,4.3,0.61665,43.1,-11.09,0.0781,1.1331
0.035,65.0,35.0,0.20625,0.11,0.1358,-4.6232,0.27201,1.65,1.485,5.0,0.27201,40.07,-12.366,0.0781,1.2674
0.035,65.0,35.0,0.4125,0.33,0.14256,-4.0904,1.7015,1.65,1.65,3.6,1.7015,49.58,-24.525,0.0639,2.0016
0.035,65.0,35.0,0.4125,0.33,0.12579,-4.3579,1.1522,1.65,1.65,4.3,1.1522,45.5,-27.997,0.0639,1.7674
0.035,65.0,35.0,0.4125,0.33,0.11110999999999999,-4.7485,0.50713,1.65,1.65,5.0,0.50713,42.26,-33.523,0.0639,1.6243
0.035,65.0,35.0,0.20625,0.33,0.14256,-4.5222,1.3119,1.65,1.65,3.6,1.3119,48.26,-13.982999999999999,0.0639,1.6867
0.035,65.0,35.0,0.20625,0.33,0.12579,-4.7169,0.80923,1.65,1.65,4.3,0.80923,44.36,-15.573,0.0639,1.5715
0.035,65.0,35.0,0.20625,0.33,0.11110999999999999,-4.9574,0.30379,1.65,1.65,5.0,0.30379,41.24,-17.842,0.0639,1.5015
0.035,65.0,35.0,0.4125,0.11,0.14256,-4.4608,1.2862,1.65,1.65,3.6,1.2862,47.48,-15.825,0.0639,1.8544
0.035,65.0,35.0,0.4125,0.11,0.12579,-4.7464,0.6917,1.65,1.65,4.3,0.6917,43.55,-17.365,0.0639,1.683
0.035,65.0,35.0,0.4125,0.11,0.11110999999999999,-5.0298,0.1585,1.65,1.65,5.0,0.1585,40.46,-19.629,0.0639,1.5746
0.035,65.0,35.0,0.20625,0.11,0.14256,-4.6949,1.0803,1.65,1.65,3.6,1.0803,46.94,-14.624,0.0639,1.6554
0.035,65.0,35.0,0.20625,0.11,0.12579,-4.9309,0.52483,1.65,1.65,4.3,0.52483,43.13,-16.407,0.0639,1.536
0.035,65.0,35.0,0.20625,0.11,0.11110999999999999,-5.1864,0.010668,1.65,1.65,5.0,0.010668,40.07,-19.179000000000002,0.0639,1.4471
0.035,65.0,35.0,0.4125,0.33,0.1584,-3.7197,2.07,1.65,1.65,3.6,2.07,49.52,-20.741999999999997,0.071,2.0587
0.035,65.0,35.0,0.4125,0.33,0.13976,-3.9992,1.5084,1.65,1.65,4.3,1.5084,45.47,-22.456999999999997,0.071,1.83
0.035,65.0,35.0,0.4125,0.33,0.12345999999999999,-4.3213,0.9318200000000001,1.65,1.65,5.0,0.9318200000000001,42.23,-24.747,0.071,1.6798
0.035,65.0,35.0,0.20625,0.33,0.1584,-4.2528,1.5736,1.65,1.65,3.6,1.5736,48.17,-12.382,0.071,1.5532
0.035,65.0,35.0,0.20625,0.33,0.13976,-4.4405,1.08,1.65,1.65,4.3,1.08,44.27,-13.562999999999999,0.071,1.5296
0.035,65.0,35.0,0.20625,0.33,0.12345999999999999,-4.6223,0.63527,1.65,1.65,5.0,0.63527,41.15,-15.140999999999998,0.071,1.4648
0.035,65.0,35.0,0.4125,0.11,0.1584,-4.1573,1.5867,1.65,1.65,3.6,1.5867,47.42,-14.130999999999998,0.071,1.8019
0.035,65.0,35.0,0.4125,0.11,0.13976,-4.3704,1.0652,1.65,1.65,4.3,1.0652,43.52,-15.187999999999999,0.071,1.6512
0.035,65.0,35.0,0.4125,0.11,0.12345999999999999,-4.6412,0.5443100000000001,1.65,1.65,5.0,0.5443100000000001,40.43,-16.642,0.071,1.567
0.035,65.0,35.0,0.20625,0.11,0.1584,-4.4372,1.3339,1.65,1.65,3.6,1.3339,46.85,-12.75,0.071,1.5499
0.035,65.0,35.0,0.20625,0.11,0.13976,-4.5979,0.8534299999999999,1.65,1.65,4.3,0.8534299999999999,43.04,-14.005,0.071,1.4669999999999999
0.035,65.0,35.0,0.20625,0.11,0.12345999999999999,-4.7951,0.39926,1.65,1.65,5.0,0.39926,40.01,-15.806,0.071,1.4303
0.035,65.0,35.0,0.4125,0.33,0.17424,-3.4246,2.3622,1.65,1.65,3.6,2.3622,49.49,-18.214000000000002,0.0781,2.0989
0.035,65.0,35.0,0.4125,0.33,0.15374000000000002,-3.6923,1.8124,1.65,1.65,4.3,1.8124,45.44,-19.304000000000002,0.0781,1.8685
0.035,65.0,35.0,0.4125,0.33,0.1358,-3.958,1.2923,1.65,1.65,5.0,1.2923,42.2,-20.726,0.0781,1.7101
0.035,65.0,35.0,0.20625,0.33,0.17424,-4.024,1.7922,1.65,1.65,3.6,1.7922,48.08,-11.242,0.0781,1.3223
0.035,65.0,35.0,0.20625,0.33,0.15374000000000002,-4.195,1.3196,1.65,1.65,4.3,1.3196,44.18,-12.177,0.0781,1.3862
0.035,65.0,35.0,0.20625,0.33,0.1358,-4.3237,0.9309999999999999,1.65,1.65,5.0,0.9309999999999999,41.09,-13.402999999999999,0.0781,1.3804
0.035,65.0,35.0,0.4125,0.11,0.17424,-3.9361,1.8036,1.65,1.65,3.6,1.8036,47.36,-12.833,0.0781,1.7321
0.035,65.0,35.0,0.4125,0.11,0.15374000000000002,-4.1251,1.3068,1.65,1.65,4.3,1.3068,43.46,-13.65,0.0781,1.601
0.035,65.0,35.0,0.4125,0.11,0.1358,-4.3802,0.80253,1.65,1.65,5.0,0.80253,40.37,-14.762,0.0781,1.5527
0.035,65.0,35.0,0.20625,0.11,0.17424,-4.2473,1.5162,1.65,1.65,3.6,1.5162,46.73,-11.609000000000002,0.0781,1.3974
0.035,65.0,35.0,0.20625,0.11,0.15374000000000002,-4.3757,1.0702,1.65,1.65,4.3,1.0702,42.95,-12.623,0.0781,1.385
0.035,65.0,35.0,0.20625,0.11,0.1358,-4.5758,0.61512,1.65,1.65,5.0,0.61512,39.92,-14.055,0.0781,1.4005
0.035,65.0,35.0,0.4125,0.33,0.14256,-4.1016,1.9739,1.65,1.815,3.6,1.9739,49.01,-26.326,0.0639,1.7581
0.035,65.0,35.0,0.4125,0.33,0.12579,-4.4643,1.3158,1.65,1.815,4.3,1.3158,44.99,-25.230999999999998,0.0639,1.5778
0.035,65.0,35.0,0.4125,0.33,0.11110999999999999,-4.9239,0.61846,1.65,1.815,5.0,0.61846,41.81,-22.366999999999997,0.0639,1.3943
0.035,65.0,35.0,0.20625,0.33,0.14256,-4.3155,1.8294,1.65,1.815,3.6,1.8294,47.99,-17.284000000000002,0.0639,1.7719999999999998
0.035,65.0,35.0,0.20625,0.33,0.12579,-4.6131,1.2009999999999998,1.65,1.815,4.3,1.2009999999999998,44.06,-19.541,0.0639,1.6065
0.035,65.0,35.0,0.20625,0.33,0.11110999999999999,-4.8426,0.71313,1.65,1.815,5.0,0.71313,41.0,-22.947,0.0639,1.4555
0.035,65.0,35.0,0.4125,0.11,0.14256,-4.3154,1.7427,1.65,1.815,3.6,1.7427,47.33,-20.008,0.0639,1.8468
0.035,65.0,35.0,0.4125,0.11,0.12579,-4.6519,1.0878,1.65,1.815,4.3,1.0878,43.4,-21.713,0.0639,1.6618
0.035,65.0,35.0,0.4125,0.11,0.11110999999999999,-5.0142,0.46658999999999995,1.65,1.815,5.0,0.46658999999999995,40.31,-25.243000000000002,0.0639,1.5028
0.035,65.0,35.0,0.20625,0.11,0.14256,-4.5257,1.5652,1.65,1.815,3.6,1.5652,46.82,-16.660999999999998,0.0639,1.6942
0.035,65.0,35.0,0.20625,0.11,0.12579,-4.7698,0.98735,1.65,1.815,4.3,0.98735,42.98,-18.840999999999998,0.0639,1.5302
0.035,65.0,35.0,0.20625,0.11,0.11110999999999999,-5.0455,0.44501999999999997,1.65,1.815,5.0,0.44501999999999997,39.98,-21.842,0.0639,1.3989
0.035,65.0,35.0,0.4125,0.33,0.1584,-3.7289,2.3428,1.65,1.815,3.6,2.3428,48.95,-39.279,0.071,1.8904
0.035,65.0,35.0,0.4125,0.33,0.13976,-4.0744,1.7039,1.65,1.815,4.3,1.7039,44.93,-36.498000000000005,0.071,1.6925
0.035,65.0,35.0,0.4125,0.33,0.12345999999999999,-4.4525,1.0868,1.65,1.815,5.0,1.0868,41.75,-29.485,0.071,1.5133
0.035,65.0,35.0,0.20625,0.33,0.1584,-4.0745,2.0621,1.65,1.815,3.6,2.0621,47.87,-14.981,0.071,1.7648
0.035,65.0,35.0,0.20625,0.33,0.13976,-4.2892,1.5219,1.65,1.815,4.3,1.5219,43.97,-16.429000000000002,0.071,1.6131
0.035,65.0,35.0,0.20625,0.33,0.12345999999999999,-4.571,0.98041,1.65,1.815,5.0,0.98041,40.88,-18.5,0.071,1.492
0.035,65.0,35.0,0.4125,0.11,0.1584,-4.0324,2.0199,1.65,1.815,3.6,2.0199,47.24,-17.195999999999998,0.071,1.891
0.035,65.0,35.0,0.4125,0.11,0.13976,-4.3654,1.3719,1.65,1.815,4.3,1.3719,43.31,-18.205,0.071,1.7198
0.035,65.0,35.0,0.4125,0.11,0.12345999999999999,-4.6611,0.8165100000000001,1.65,1.815,5.0,0.8165100000000001,40.25,-20.204,0.071,1.569
0.035,65.0,35.0,0.20625,0.11,0.1584,-4.2805,1.8026,1.65,1.815,3.6,1.8026,46.7,-14.664000000000001,0.071,1.6893
0.035,65.0,35.0,0.20625,0.11,0.13976,-4.548,1.2055,1.65,1.815,4.3,1.2055,42.86,-16.213,0.071,1.5626
0.035,65.0,35.0,0.20625,0.11,0.12345999999999999,-4.7843,0.7032,1.65,1.815,5.0,0.7032,39.89,-18.178,0.071,1.4451
0.035,65.0,35.0,0.4125,0.33,0.17424,-3.392,2.6734,1.65,1.815,3.6,2.6734,48.89,-38.900999999999996,0.0781,1.9372
0.035,65.0,35.0,0.4125,0.33,0.15374000000000002,-3.6971,2.0772,1.65,1.815,4.3,2.0772,44.9,-42.18899999999999,0.0781,1.7295
0.035,65.0,35.0,0.4125,0.33,0.1358,-4.014,1.5204,1.65,1.815,5.0,1.5204,41.72,-40.589,0.0781,1.5435
0.035,65.0,35.0,0.20625,0.33,0.17424,-3.8155,2.3146,1.65,1.815,3.6,2.3146,47.81,-13.437000000000001,0.0781,1.6891
0.035,65.0,35.0,0.20625,0.33,0.15374000000000002,-4.0198,1.7884,1.65,1.815,4.3,1.7884,43.91,-14.455,0.0781,1.5630000000000002
0.035,65.0,35.0,0.20625,0.33,0.1358,-4.2351,1.3132,1.65,1.815,5.0,1.3132,40.85,-15.937999999999999,0.0781,1.469
0.035,65.0,35.0,0.4125,0.11,0.17424,-3.779,2.2661,1.65,1.815,3.6,2.2661,47.15,-15.529000000000002,0.0781,1.9009
0.035,65.0,35.0,0.4125,0.11,0.15374000000000002,-4.0918,1.6421,1.65,1.815,4.3,1.6421,43.25,-16.221,0.0781,1.7331
0.035,65.0,35.0,0.4125,0.11,0.1358,-4.3508,1.1226,1.65,1.815,5.0,1.1226,40.19,-17.667,0.0781,1.5878
0.035,65.0,35.0,0.20625,0.11,0.17424,-4.0521,2.0225,1.65,1.815,3.6,2.0225,46.58,-13.277000000000001,0.0781,1.6119
0.035,65.0,35.0,0.20625,0.11,0.15374000000000002,-4.3167,1.433,1.65,1.815,4.3,1.433,42.77,-14.466,0.0781,1.5611
0.035,65.0,35.0,0.20625,0.11,0.1358,-4.5376,0.9453299999999999,1.65,1.815,5.0,0.9453299999999999,39.8,-15.975,0.0781,1.4656
0.035,65.0,35.0,0.3625,0.29,0.14256,-3.84,1.6540000000000001,1.45,1.305,3.6,1.6540000000000001,57.17,-13.924000000000001,0.0639,2.2569
0.035,65.0,35.0,0.3625,0.29,0.12579,-4.0124,1.1838,1.45,1.305,4.3,1.1838,52.46,-14.929,0.0639,2.0884
0.035,65.0,35.0,0.3625,0.29,0.11110999999999999,-4.2313,0.73968,1.45,1.305,5.0,0.73968,48.71,-16.102,0.0639,1.949
0.035,65.0,35.0,0.18125,0.29,0.14256,-4.4487,1.0388,1.45,1.305,3.6,1.0388,55.19,-10.362,0.0639,1.0837
0.035,65.0,35.0,0.18125,0.29,0.12579,-4.5539,0.64335,1.45,1.305,4.3,0.64335,50.72,-11.364,0.0639,1.4124
0.035,65.0,35.0,0.18125,0.29,0.11110999999999999,-4.6458,0.32064000000000004,1.45,1.305,5.0,0.32064000000000004,47.18,-12.64,0.0639,1.5215
0.035,65.0,35.0,0.3625,0.09666699999999999,0.14256,-4.2868,1.1099,1.45,1.305,3.6,1.1099,54.26,-11.855,0.0639,1.7452
0.035,65.0,35.0,0.3625,0.09666699999999999,0.12579,-4.4539,0.6594,1.45,1.305,4.3,0.6594,49.79,-12.819,0.0639,1.725
0.035,65.0,35.0,0.3625,0.09666699999999999,0.11110999999999999,-4.6357,0.26111,1.45,1.305,5.0,0.26111,46.25,-14.071,0.0639,1.7079
0.035,65.0,35.0,0.18125,0.09666699999999999,0.14256,-4.5479,0.8632700000000001,1.45,1.305,3.6,0.8632700000000001,53.51,-11.019,0.0639,1.3537
0.035,65.0,35.0,0.18125,0.09666699999999999,0.12579,-4.6789,0.44946,1.45,1.305,4.3,0.44946,49.19,-12.122,0.0639,1.4995
0.035,65.0,35.0,0.18125,0.09666699999999999,0.11110999999999999,-4.8132,0.094125,1.45,1.305,5.0,0.094125,45.74,-13.644,0.0639,1.5779
0.035,65.0,35.0,0.3625,0.29,0.1584,-3.571,1.9209,1.45,1.305,3.6,1.9209,57.14,-12.523,0.071,2.1319999999999997
0.035,65.0,35.0,0.3625,0.29,0.13976,-3.7402,1.4543,1.45,1.305,4.3,1.4543,52.4,-13.300999999999998,0.071,2.009
0.035,65.0,35.0,0.3625,0.29,0.12345999999999999,-3.9112,1.0569,1.45,1.305,5.0,1.0569,48.68,-14.181,0.071,1.91
0.035,65.0,35.0,0.18125,0.29,0.13976,-4.3148,0.8774200000000001,1.45,1.305,4.3,0.8774200000000001,50.63,-10.238999999999999,0.071,0.9222799999999999
0.035,65.0,35.0,0.18125,0.29,0.12345999999999999,-4.3782,0.58313,1.45,1.305,5.0,0.58313,47.09,-11.265999999999998,0.071,1.2834
0.035,65.0,35.0,0.3625,0.09666699999999999,0.1584,-4.0654,1.3241,1.45,1.305,3.6,1.3241,54.17,-10.758,0.071,1.4316
0.035,65.0,35.0,0.3625,0.09666699999999999,0.13976,-4.2172,0.8930299999999999,1.45,1.305,4.3,0.8930299999999999,49.7,-11.54,0.071,1.5537
0.035,65.0,35.0,0.3625,0.09666699999999999,0.12345999999999999,-4.3711,0.5214300000000001,1.45,1.305,5.0,0.5214300000000001,46.16,-12.532,0.071,1.6105
0.035,65.0,35.0,0.18125,0.09666699999999999,0.1584,-4.3761,1.0247,1.45,1.305,3.6,1.0247,53.36,-10.052,0.071,0.8519100000000001
0.035,65.0,35.0,0.18125,0.09666699999999999,0.13976,-4.4555,0.66728,1.45,1.305,4.3,0.66728,49.04,-10.975,0.071,1.2525
0.035,65.0,35.0,0.18125,0.09666699999999999,0.12345999999999999,-4.569,0.33252,1.45,1.305,5.0,0.33252,45.62,-12.214,0.071,1.4408
0.035,65.0,35.0,0.3625,0.29,0.17424,-3.316,2.1733,1.45,1.305,3.6,2.1733,57.11,-11.655,0.0781,1.9529
0.035,65.0,35.0,0.3625,0.29,0.15374000000000002,-3.4632,1.7291,1.45,1.305,4.3,1.7291,52.4,-12.308,0.0781,1.88
0.035,65.0,35.0,0.3625,0.29,0.1358,-3.6044,1.3597,1.45,1.305,5.0,1.3597,48.65,-13.072000000000001,0.0781,1.8148
0.035,65.0,35.0,0.18125,0.29,0.1358,-4.1243,0.8322700000000001,1.45,1.305,5.0,0.8322700000000001,47.03,-10.181000000000001,0.0781,0.81725
0.035,65.0,35.0,0.3625,0.09666699999999999,0.15374000000000002,-3.9449,1.1633,1.45,1.305,4.3,1.1633,49.7,-10.595999999999998,0.0781,1.1914
0.035,65.0,35.0,0.3625,0.09666699999999999,0.1358,-4.0712,0.81709,1.45,1.305,5.0,0.81709,46.13,-11.377,0.0781,1.3776
0.035,65.0,35.0,0.18125,0.09666699999999999,0.1358,-4.2954,0.60144,1.45,1.305,5.0,0.60144,45.56,-10.815,0.0781,1.139
0.035,65.0,35.0,0.3625,0.29,0.14256,-3.7152,2.0768,1.45,1.45,3.6,2.0768,56.39,-20.651,0.0639,2.3476
0.035,65.0,35.0,0.3625,0.29,0.12579,-4.002,1.5055,1.45,1.45,4.3,1.5055,51.74,-22.447,0.0639,2.0848
0.035,65.0,35.0,0.3625,0.29,0.11110999999999999,-4.2096,1.0464,1.45,1.45,5.0,1.0464,48.08,-24.844,0.0639,1.9074
0.035,65.0,35.0,0.18125,0.29,0.14256,-4.2374,1.5958,1.45,1.45,3.6,1.5958,54.86,-12.353,0.0639,1.7736
0.035,65.0,35.0,0.18125,0.29,0.12579,-4.3962,1.1305,1.45,1.45,4.3,1.1305,50.39,-13.558,0.0639,1.7271
0.035,65.0,35.0,0.18125,0.29,0.11110999999999999,-4.5574,0.70676,1.45,1.45,5.0,0.70676,46.85,-15.145,0.0639,1.6802
0.035,65.0,35.0,0.3625,0.09666699999999999,0.14256,-4.1269,1.6263,1.45,1.45,3.6,1.6263,54.02,-14.145,0.0639,2.0725
0.035,65.0,35.0,0.3625,0.09666699999999999,0.12579,-4.3468,1.0955,1.45,1.45,4.3,1.0955,49.55,-15.257,0.0639,1.9025
0.035,65.0,35.0,0.3625,0.09666699999999999,0.11110999999999999,-4.5598,0.6320100000000001,1.45,1.45,5.0,0.6320100000000001,46.01,-16.752,0.0639,1.7791
0.035,65.0,35.0,0.18125,0.09666699999999999,0.14256,-4.4336,1.3467,1.45,1.45,3.6,1.3467,53.33,-12.648,0.0639,1.7501
0.035,65.0,35.0,0.18125,0.09666699999999999,0.12579,-4.5536,0.9061,1.45,1.45,4.3,0.9061,49.01,-13.914000000000001,0.0639,1.6796
0.035,65.0,35.0,0.18125,0.09666699999999999,0.11110999999999999,-4.7481,0.45403999999999994,1.45,1.45,5.0,0.45403999999999994,45.56,-15.722999999999999,0.0639,1.6331
0.035,65.0,35.0,0.3625,0.29,0.1584,-3.4115,2.3765,1.45,1.45,3.6,2.3765,56.33,-17.792,0.071,2.4055
0.035,65.0,35.0,0.3625,0.29,0.13976,-3.6589,1.8456,1.45,1.45,4.3,1.8456,51.68,-18.892,0.071,2.1413
0.035,65.0,35.0,0.3625,0.29,0.12345999999999999,-3.8278,1.4254,1.45,1.45,5.0,1.4254,48.02,-20.224,0.071,1.9771
0.035,65.0,35.0,0.18125,0.29,0.1584,-4.0154,1.804,1.45,1.45,3.6,1.804,54.71,-11.142000000000001,0.071,1.5445
0.035,65.0,35.0,0.18125,0.29,0.13976,-4.1543,1.3654,1.45,1.45,4.3,1.3654,50.27,-12.088,0.071,1.5934
0.035,65.0,35.0,0.18125,0.29,0.12345999999999999,-4.2823,0.97851,1.45,1.45,5.0,0.97851,46.76,-13.296,0.071,1.6131
0.035,65.0,35.0,0.3625,0.09666699999999999,0.1584,-3.9088,1.8379,1.45,1.45,3.6,1.8379,53.9,-12.725999999999999,0.071,1.9716
0.035,65.0,35.0,0.3625,0.09666699999999999,0.13976,-4.0829,1.3546,1.45,1.45,4.3,1.3546,49.46,-13.571,0.071,1.8555
0.035,65.0,35.0,0.3625,0.09666699999999999,0.12345999999999999,-4.3043,0.88446,1.45,1.45,5.0,0.88446,45.92,-14.677,0.071,1.778
0.035,65.0,35.0,0.18125,0.09666699999999999,0.1584,-4.2263,1.5424,1.45,1.45,3.6,1.5424,53.18,-11.462,0.071,1.5784
0.035,65.0,35.0,0.18125,0.09666699999999999,0.13976,-4.3568,1.0949,1.45,1.45,4.3,1.0949,48.86,-12.48,0.071,1.5984
0.035,65.0,35.0,0.18125,0.09666699999999999,0.12345999999999999,-4.4982,0.69996,1.45,1.45,5.0,0.69996,45.44,-13.884,0.071,1.6072
0.035,65.0,35.0,0.3625,0.29,0.17424,-3.125,2.6566,1.45,1.45,3.6,2.6566,56.27,-16.232,0.0781,2.4113
0.035,65.0,35.0,0.3625,0.29,0.15374000000000002,-3.3401,2.16,1.45,1.45,4.3,2.16,51.65,-17.049,0.0781,2.1447
0.035,65.0,35.0,0.3625,0.29,0.1358,-3.4812,1.7677,1.45,1.45,5.0,1.7677,47.99,-18.063,0.0781,1.9793
0.035,65.0,35.0,0.18125,0.29,0.17424,-3.7943,2.0161,1.45,1.45,3.6,2.0161,54.65,-10.22,0.0781,1.0422
0.035,65.0,35.0,0.18125,0.29,0.15374000000000002,-3.9151,1.5993,1.45,1.45,4.3,1.5993,50.21,-10.981,0.0781,1.3071
0.035,65.0,35.0,0.18125,0.29,0.1358,-4.0103,1.2473,1.45,1.45,5.0,1.2473,46.7,-11.924000000000001,0.0781,1.4258
0.035,65.0,35.0,0.3625,0.09666699999999999,0.17424,-3.6471,2.0945,1.45,1.45,3.6,2.0945,53.87,-11.767999999999999,0.0781,1.8011
0.035,65.0,35.0,0.3625,0.09666699999999999,0.15374000000000002,-3.8016,1.6316,1.45,1.45,4.3,1.6316,49.43,-12.408,0.0781,1.7105
0.035,65.0,35.0,0.3625,0.09666699999999999,0.1358,-3.989,1.1959,1.45,1.45,5.0,1.1959,45.89,-13.238,0.0781,1.6697
0.035,65.0,35.0,0.18125,0.09666699999999999,0.17424,-3.9951,1.7635,1.45,1.45,3.6,1.7635,53.12,-10.362,0.0781,1.1253
0.035,65.0,35.0,0.18125,0.09666699999999999,0.15374000000000002,-4.1109,1.3362,1.45,1.45,4.3,1.3362,48.8,-11.154000000000002,0.0781,1.33
0.035,65.0,35.0,0.18125,0.09666699999999999,0.1358,-4.2285,0.9667399999999999,1.45,1.45,5.0,0.9667399999999999,45.38,-12.209000000000001,0.0781,1.4432
0.035,65.0,35.0,0.3625,0.29,0.14256,-3.7451,2.3228,1.45,1.595,3.6,2.3228,55.7,-46.358000000000004,0.0639,2.1989
0.035,65.0,35.0,0.3625,0.29,0.12579,-4.0424,1.7359,1.45,1.595,4.3,1.7359,51.14,-36.205,0.0639,1.9315
0.035,65.0,35.0,0.3625,0.29,0.11110999999999999,-4.3005,1.2408,1.45,1.595,5.0,1.2408,47.51,-30.983,0.0639,1.7471
0.035,65.0,35.0,0.18125,0.29,0.14256,-4.069,2.0704,1.45,1.595,3.6,2.0704,54.47,-14.894,0.0639,2.0446
0.035,65.0,35.0,0.18125,0.29,0.12579,-4.2709,1.5462,1.45,1.595,4.3,1.5462,50.06,-16.401,0.0639,1.8637
0.035,65.0,35.0,0.18125,0.29,0.11110999999999999,-4.4957,1.0607,1.45,1.595,5.0,1.0607,46.55,-18.529,0.0639,1.7155
0.035,65.0,35.0,0.3625,0.09666699999999999,0.14256,-4.0514,2.0028,1.45,1.595,3.6,2.0028,53.72,-17.018,0.0639,2.1768
0.035,65.0,35.0,0.3625,0.09666699999999999,0.12579,-4.3182,1.425,1.45,1.595,4.3,1.425,49.31,-18.324,0.0639,1.9506
0.035,65.0,35.0,0.3625,0.09666699999999999,0.11110999999999999,-4.6274,0.8556,1.45,1.595,5.0,0.8556,45.77,-20.252,0.0639,1.7966
0.035,65.0,35.0,0.18125,0.09666699999999999,0.14256,-4.2882,1.7993,1.45,1.595,3.6,1.7993,53.12,-14.642999999999999,0.0639,1.9439
0.035,65.0,35.0,0.18125,0.09666699999999999,0.12579,-4.5142,1.2474,1.45,1.595,4.3,1.2474,48.8,-16.127,0.0639,1.7864
0.035,65.0,35.0,0.18125,0.09666699999999999,0.11110999999999999,-4.749,0.7451,1.45,1.595,5.0,0.7451,45.38,-18.349,0.0639,1.6759
