copper_height,f_max,f_min,feed_depth,feed_gap_width,feed_width,l3horizontal,l3vertical,patch_length,patch_width,permittivity,realized_gain,resonance,s11,substrate_height,bandwidth
0.035,30.0,10.0,0.4,0.64,0.2385,-4.6069,0.32996,3.2,2.88,5.0,0.32996,21.34,-11.878,0.13716,0.58053
0.035,30.0,10.0,0.8,0.21333000000000002,0.306,-4.1144,1.2611,3.2,2.88,3.6,1.2611,24.6,-11.7,0.13716,0.71153
0.035,30.0,10.0,0.8,0.21333000000000002,0.27,-4.2933,0.7872600000000001,3.2,2.88,4.3,0.7872600000000001,22.56,-12.629000000000001,0.13716,0.7077100000000001
0.035,30.0,10.0,0.8,0.21333000000000002,0.2385,-4.5196,0.34795,3.2,2.88,5.0,0.34795,20.94,-13.715,0.13716,0.7152
0.035,30.0,10.0,0.4,0.21333000000000002,0.306,-4.4752,0.9071600000000001,3.2,2.88,3.6,0.9071600000000001,24.22,-10.213,0.13716,0.39208000000000004
0.035,30.0,10.0,0.4,0.21333000000000002,0.27,-4.6201,0.46513000000000004,3.2,2.88,4.3,0.46513000000000004,22.22,-11.29,0.13716,0.5697300000000001
0.035,30.0,10.0,0.4,0.21333000000000002,0.2385,-4.7671,0.10547000000000001,3.2,2.88,5.0,0.10547000000000001,20.68,-12.552,0.13716,0.6148
0.035,30.0,10.0,0.8,0.64,0.34,-3.4674,2.0198,3.2,2.88,3.6,2.0198,25.84,-13.120999999999999,0.1524,0.89454
0.035,30.0,10.0,0.8,0.64,0.3,-3.6456,1.5319,3.2,2.88,4.3,1.5319,23.7,-14.056,0.1524,0.8407399999999999
0.035,30.0,10.0,0.8,0.64,0.265,-3.8155,1.1357,3.2,2.88,5.0,1.1357,22.02,-15.091,0.1524,0.80687
0.035,30.0,10.0,0.4,0.64,0.265,-4.3398,0.59129,3.2,2.88,5.0,0.59129,21.3,-10.735,0.1524,0.46313000000000004
0.035,30.0,10.0,0.8,0.21333000000000002,0.34,-3.8956,1.4737,3.2,2.88,3.6,1.4737,24.56,-10.667,0.1524,0.5644
0.035,30.0,10.0,0.8,0.21333000000000002,0.3,-4.0413,1.0349,3.2,2.88,4.3,1.0349,22.52,-11.436,0.1524,0.63148
0.035,30.0,10.0,0.8,0.21333000000000002,0.265,-4.2764,0.58586,3.2,2.88,5.0,0.58586,20.9,-12.333,0.1524,0.67802
0.035,30.0,10.0,0.4,0.21333000000000002,0.3,-4.4413,0.63832,3.2,2.88,4.3,0.63832,22.16,-10.314,0.1524,0.38821
0.035,30.0,10.0,0.4,0.21333000000000002,0.265,-4.5559,0.31001999999999996,3.2,2.88,5.0,0.31001999999999996,20.62,-11.4,0.1524,0.5261399999999999
0.035,30.0,10.0,0.8,0.64,0.374,-3.2161,2.2659,3.2,2.88,3.6,2.2659,25.82,-12.169,0.16764,0.84711
0.035,30.0,10.0,0.8,0.64,0.33,-3.3839,1.7886,3.2,2.88,4.3,1.7886,23.68,-12.982000000000001,0.16764,0.80794
0.035,30.0,10.0,0.8,0.64,0.2915,-3.5045,1.4409999999999998,3.2,2.88,5.0,1.4409999999999998,22.0,-13.909,0.16764,0.78286
0.035,30.0,10.0,0.8,0.21333000000000002,0.33,-3.86,1.2113,3.2,2.88,4.3,1.2113,22.48,-10.547,0.16764,0.52989
0.035,30.0,10.0,0.8,0.21333000000000002,0.2915,-4.0534,0.80385,3.2,2.88,5.0,0.80385,20.88,-11.32,0.16764,0.5954699999999999
0.035,30.0,10.0,0.4,0.21333000000000002,0.2915,-4.3682,0.49068999999999996,3.2,2.88,5.0,0.49068999999999996,20.56,-10.542,0.16764,0.42645
0.035,30.0,10.0,0.8,0.64,0.306,-3.5926,2.2004,3.2,3.2,3.6,2.2004,25.5,-22.766,0.13716,0.94425
0.035,30.0,10.0,0.8,0.64,0.27,-3.9387,1.5484,3.2,3.2,4.3,1.5484,23.4,-25.293000000000003,0.13716,0.84675
0.035,30.0,10.0,0.8,0.64,0.2385,-4.1407,1.091,3.2,3.2,5.0,1.091,21.74,-28.63,0.13716,0.77836
0.035,30.0,10.0,0.4,0.64,0.306,-4.1483,1.6666,3.2,3.2,3.6,1.6666,24.84,-11.652999999999999,0.13716,0.67455
0.035,30.0,10.0,0.4,0.64,0.27,-4.3248,1.165,3.2,3.2,4.3,1.165,22.78,-12.741,0.13716,0.6877
0.035,30.0,10.0,0.4,0.64,0.2385,-4.4756,0.7501399999999999,3.2,3.2,5.0,0.7501399999999999,21.2,-14.218,0.13716,0.68883
0.035,30.0,10.0,0.8,0.21333000000000002,0.306,-3.9744,1.7518,3.2,3.2,3.6,1.7518,24.46,-14.077,0.13716,0.8478600000000001
0.035,30.0,10.0,0.8,0.21333000000000002,0.27,-4.211,1.1917,3.2,3.2,4.3,1.1917,22.44,-15.144,0.13716,0.79348
0.035,30.0,10.0,0.8,0.21333000000000002,0.2385,-4.4938,0.65935,3.2,3.2,5.0,0.65935,20.84,-16.394000000000002,0.13716,0.76326
0.035,30.0,10.0,0.4,0.21333000000000002,0.306,-4.3345,1.41,3.2,3.2,3.6,1.41,24.14,-11.725,0.13716,0.65151
0.035,30.0,10.0,0.4,0.21333000000000002,0.27,-4.5396,0.872,3.2,3.2,4.3,0.872,22.14,-12.924000000000001,0.13716,0.68758
0.035,30.0,10.0,0.4,0.21333000000000002,0.2385,-4.7202,0.43835,3.2,3.2,5.0,0.43835,20.6,-14.390999999999998,0.13716,0.68061
0.035,30.0,10.0,0.8,0.64,0.34,-3.3141,2.4718,3.2,3.2,3.6,2.4718,25.46,-19.309,0.1524,0.9805799999999999
0.035,30.0,10.0,0.8,0.64,0.3,-3.6018,1.8811,3.2,3.2,4.3,1.8811,23.36,-20.820999999999998,0.1524,0.87792
0.035,30.0,10.0,0.8,0.64,0.265,-3.8186,1.4083,3.2,3.2,5.0,1.4083,21.7,-22.612,0.1524,0.81094
0.035,30.0,10.0,0.4,0.64,0.34,-3.923,1.8841,3.2,3.2,3.6,1.8841,24.78,-10.623,0.1524,0.54761
0.035,30.0,10.0,0.4,0.64,0.3,-4.0677,1.4173,3.2,3.2,4.3,1.4173,22.74,-11.509,0.1524,0.6123
0.035,30.0,10.0,0.4,0.64,0.265,-4.2333,0.9872799999999999,3.2,3.2,5.0,0.9872799999999999,21.14,-12.698,0.1524,0.64355
0.035,30.0,10.0,0.8,0.21333000000000002,0.34,-3.7529,1.9671,3.2,3.2,3.6,1.9671,24.42,-12.732999999999999,0.1524,0.8209
0.035,30.0,10.0,0.8,0.21333000000000002,0.3,-3.9658,1.4332,3.2,3.2,4.3,1.4332,22.4,-13.562999999999999,0.1524,0.78479
0.035,30.0,10.0,0.8,0.21333000000000002,0.265,-4.1873,0.9617399999999999,3.2,3.2,5.0,0.9617399999999999,20.8,-14.543,0.1524,0.75507
0.035,30.0,10.0,0.4,0.21333000000000002,0.34,-4.1346,1.6030000000000002,3.2,3.2,3.6,1.6030000000000002,24.08,-10.732999999999999,0.1524,0.52276
0.035,30.0,10.0,0.4,0.21333000000000002,0.3,-4.3025,1.1061,3.2,3.2,4.3,1.1061,22.1,-11.724,0.1524,0.61539
0.035,30.0,10.0,0.4,0.21333000000000002,0.265,-4.4526,0.70121,3.2,3.2,5.0,0.70121,20.54,-12.937999999999999,0.1524,0.64979
0.035,30.0,10.0,0.8,0.64,0.374,-3.0369,2.7411,3.2,3.2,3.6,2.7411,25.44,-17.444000000000003,0.16764,0.9910200000000001
0.035,30.0,10.0,0.8,0.64,0.33,-3.2831,2.1943,3.2,3.2,4.3,2.1943,23.34,-18.587,0.16764,0.8891100000000001
0.035,30.0,10.0,0.8,0.64,0.2915,-3.4908,1.7303,3.2,3.2,5.0,1.7303,21.68,-19.962,0.16764,0.8238200000000001
0.035,30.0,10.0,0.4,0.64,0.33,-3.8658,1.6119999999999999,3.2,3.2,4.3,1.6119999999999999,22.7,-10.581,0.16764,0.4762
0.035,30.0,10.0,0.4,0.64,0.2915,-3.975,1.2426,3.2,3.2,5.0,1.2426,21.12,-11.597999999999999,0.16764,0.55634
0.035,30.0,10.0,0.8,0.21333000000000002,0.374,-3.5679,2.1451,3.2,3.2,3.6,2.1451,24.38,-11.735999999999999,0.16764,0.77713
0.035,30.0,10.0,0.8,0.21333000000000002,0.33,-3.76,1.6341,3.2,3.2,4.3,1.6341,22.36,-12.424000000000001,0.16764,0.75966
0.035,30.0,10.0,0.8,0.21333000000000002,0.2915,-3.9299,1.2147,3.2,3.2,5.0,1.2147,20.76,-13.231,0.16764,0.73638
0.035,30.0,10.0,0.4,0.21333000000000002,0.33,-4.1138,1.2879,3.2,3.2,4.3,1.2879,22.04,-10.847999999999999,0.16764,0.5442600000000001
0.035,30.0,10.0,0.4,0.21333000000000002,0.2915,-4.2183,0.9316200000000001,3.2,3.2,5.0,0.9316200000000001,20.5,-11.886,0.16764,0.61187
0.035,30.0,10.0,0.8,0.64,0.306,-3.6849,2.386,3.2,3.52,3.6,2.386,25.18,-30.854,0.13716,0.8623799999999999
0.035,30.0,10.0,0.8,0.64,0.27,-4.0298,1.7326,3.2,3.52,4.3,1.7326,23.12,-27.47,0.13716,0.76876
0.035,30.0,10.0,0.8,0.64,0.2385,-4.2957,1.2166,3.2,3.52,5.0,1.2166,21.48,-25.25,0.13716,0.69689
0.035,30.0,10.0,0.4,0.64,0.306,-3.9802,2.1365,3.2,3.52,3.6,2.1365,24.66,-13.998,0.13716,0.82135
0.035,30.0,10.0,0.4,0.64,0.27,-4.1868,1.5938,3.2,3.52,4.3,1.5938,22.66,-15.375,0.13716,0.76775
0.035,30.0,10.0,0.4,0.64,0.2385,-4.4226,1.087,3.2,3.52,5.0,1.087,21.04,-17.214000000000002,0.13716,0.71911
0.035,30.0,10.0,0.8,0.21333000000000002,0.306,-3.8761,2.151,3.2,3.52,3.6,2.151,24.34,-17.088,0.13716,0.90194
0.035,30.0,10.0,0.8,0.21333000000000002,0.27,-4.1649,1.5413,3.2,3.52,4.3,1.5413,22.32,-18.307000000000002,0.13716,0.8211299999999999
0.035,30.0,10.0,0.8,0.21333000000000002,0.2385,-4.4487,0.9899,3.2,3.52,5.0,0.9899,20.72,-19.910999999999998,0.13716,0.75958
0.035,30.0,10.0,0.4,0.21333000000000002,0.306,-4.158,1.8949,3.2,3.52,3.6,1.8949,24.06,-13.479000000000001,0.13716,0.76555
0.035,30.0,10.0,0.4,0.21333000000000002,0.27,-4.396,1.3214,3.2,3.52,4.3,1.3214,22.08,-14.764000000000001,0.13716,0.72997
0.035,30.0,10.0,0.4,0.21333000000000002,0.2385,-4.6157,0.82688,3.2,3.52,5.0,0.82688,20.52,-16.545,0.13716,0.69571
0.035,30.0,10.0,0.8,0.64,0.34,-3.3172,2.7439,3.2,3.52,3.6,2.7439,25.14,-43.908,0.1524,0.89892
0.035,30.0,10.0,0.8,0.64,0.3,-3.6107,2.1455,3.2,3.52,4.3,2.1455,23.08,-35.544000000000004,0.1524,0.79937
0.035,30.0,10.0,0.8,0.64,0.265,-3.9025,1.6032,3.2,3.52,5.0,1.6032,21.44,-30.968000000000004,0.1524,0.7229899999999999
0.035,30.0,10.0,0.4,0.64,0.34,-3.7144,2.3930000000000002,3.2,3.52,3.6,2.3930000000000002,24.62,-12.681,0.1524,0.78437
0.035,30.0,10.0,0.4,0.64,0.3,-3.9001,1.876,3.2,3.52,4.3,1.876,22.62,-13.764000000000001,0.1524,0.74933
0.035,30.0,10.0,0.4,0.64,0.265,-4.0667,1.4402,3.2,3.52,5.0,1.4402,21.02,-15.123,0.1524,0.7036899999999999
0.035,30.0,10.0,0.8,0.21333000000000002,0.34,-3.6011,2.419,3.2,3.52,3.6,2.419,24.3,-15.415999999999999,0.1524,0.9154
0.035,30.0,10.0,0.8,0.21333000000000002,0.3,-3.8588,1.8421,3.2,3.52,4.3,1.8421,22.28,-16.305999999999997,0.1524,0.8324
0.035,30.0,10.0,0.8,0.21333000000000002,0.265,-4.1763,1.2570000000000001,3.2,3.52,5.0,1.2570000000000001,20.68,-17.437,0.1524,0.78166
0.035,30.0,10.0,0.4,0.21333000000000002,0.34,-3.9134,2.1304,3.2,3.52,3.6,2.1304,24.0,-12.288,0.1524,0.7203
0.035,30.0,10.0,0.4,0.21333000000000002,0.3,-4.129,1.5844,3.2,3.52,4.3,1.5844,22.04,-13.331,0.1524,0.7049300000000001
0.035,30.0,10.0,0.4,0.21333000000000002,0.265,-4.3442,1.0947,3.2,3.52,5.0,1.0947,20.48,-14.73,0.1524,0.69721
0.035,30.0,10.0,0.8,0.64,0.374,-3.018,3.0325,3.2,3.52,3.6,3.0325,25.12,-31.104,0.16764,0.94947
0.035,30.0,10.0,0.8,0.64,0.33,-3.2771,2.4719,3.2,3.52,4.3,2.4719,23.06,-35.099000000000004,0.16764,0.8441299999999999
0.035,30.0,10.0,0.8,0.64,0.2915,-3.5666,1.9318,3.2,3.52,5.0,1.9318,21.42,-40.878,0.16764,0.76917
0.035,30.0,10.0,0.4,0.64,0.374,-3.5125,2.5848,3.2,3.52,3.6,2.5848,24.58,-11.689,0.16764,0.70907
0.035,30.0,10.0,0.4,0.64,0.33,-3.6802,2.09,3.2,3.52,4.3,2.09,22.56,-12.584000000000001,0.16764,0.6998800000000001
0.035,30.0,10.0,0.4,0.64,0.2915,-3.8295,1.6737,3.2,3.52,5.0,1.6737,20.98,-13.693,0.16764,0.6866800000000001
0.035,30.0,10.0,0.8,0.21333000000000002,0.374,-3.3134,2.6991,3.2,3.52,3.6,2.6991,24.28,-14.350999999999999,0.16764,0.90476
0.035,30.0,10.0,0.8,0.21333000000000002,0.33,-3.5453,2.1508,3.2,3.52,4.3,2.1508,22.26,-15.042,0.16764,0.81904
0.035,30.0,10.0,0.8,0.21333000000000002,0.2915,-3.8483,1.5802,3.2,3.52,5.0,1.5802,20.66,-15.921,0.16764,0.7732
0.035,30.0,10.0,0.4,0.21333000000000002,0.374,-3.7141,2.3214,3.2,3.52,3.6,2.3214,23.96,-11.255999999999998,0.16764,0.63488
0.035,30.0,10.0,0.4,0.21333000000000002,0.33,-3.8658,1.8441,3.2,3.52,4.3,1.8441,22.0,-12.093,0.16764,0.64652
0.035,30.0,10.0,0.4,0.21333000000000002,0.2915,-4.0991,1.3368,3.2,3.52,5.0,1.3368,20.44,-13.175999999999998,0.16764,0.66114
0.035,30.0,10.0,0.725,0.58,0.306,-3.4703,2.029,2.9,2.61,3.6,2.029,28.52,-13.137,0.13716,0.9980700000000001
0.035,30.0,10.0,0.725,0.58,0.27,-3.6885,1.4977,2.9,2.61,4.3,1.4977,26.16,-14.035,0.13716,0.93235
0.035,30.0,10.0,0.725,0.58,0.2385,-3.8317,1.126,2.9,2.61,5.0,1.126,24.28,-15.365,0.13716,0.88449
0.035,30.0,10.0,0.3625,0.58,0.2385,-4.333,0.60647,2.9,2.61,5.0,0.60647,23.52,-10.843,0.13716,0.54062
0.035,30.0,10.0,0.725,0.19333,0.306,-3.9334,1.4469999999999998,2.9,2.61,3.6,1.4469999999999998,27.1,-10.715,0.13716,0.6360100000000001
0.035,30.0,10.0,0.725,0.19333,0.27,-4.1033,0.9819399999999999,2.9,2.61,4.3,0.9819399999999999,24.86,-11.465,0.13716,0.71491
0.035,30.0,10.0,0.725,0.19333,0.2385,-4.2567,0.61356,2.9,2.61,5.0,0.61356,23.08,-12.515,0.13716,0.74095
0.035,30.0,10.0,0.3625,0.19333,0.27,-4.4064,0.6855100000000001,2.9,2.61,4.3,0.6855100000000001,24.5,-10.329,0.13716,0.46597
0.035,30.0,10.0,0.3625,0.19333,0.2385,-4.5175,0.35715,2.9,2.61,5.0,0.35715,22.78,-11.415,0.13716,0.59902
0.035,30.0,10.0,0.725,0.58,0.34,-3.1965,2.2989,2.9,2.61,3.6,2.2989,28.5,-12.068,0.1524,0.9303299999999999
0.035,30.0,10.0,0.725,0.58,0.3,-3.3933,1.7877,2.9,2.61,4.3,1.7877,26.14,-12.833,0.1524,0.8900600000000001
0.035,30.0,10.0,0.725,0.58,0.265,-3.4978,1.4537,2.9,2.61,5.0,1.4537,24.26,-13.947000000000001,0.1524,0.85734
0.035,30.0,10.0,0.725,0.19333,0.3,-3.886,1.1943,2.9,2.61,4.3,1.1943,24.82,-10.48,0.1524,0.54214
0.035,30.0,10.0,0.725,0.19333,0.265,-4.0057,0.85841,2.9,2.61,5.0,0.85841,23.04,-11.378,0.1524,0.6567
0.035,30.0,10.0,0.3625,0.19333,0.265,-4.3157,0.5519,2.9,2.61,5.0,0.5519,22.72,-10.470999999999998,0.1524,0.46271
0.035,30.0,10.0,0.725,0.58,0.374,-3.0108,2.4792,2.9,2.61,3.6,2.4792,28.48,-11.122,0.16764,0.8143699999999999
0.035,30.0,10.0,0.725,0.58,0.33,-3.1804,1.9955,2.9,2.61,4.3,1.9955,26.12,-11.767000000000001,0.16764,0.82936
0.035,30.0,10.0,0.725,0.58,0.2915,-3.2627,1.6825,2.9,2.61,5.0,1.6825,24.24,-12.732000000000001,0.16764,0.81803
0.035,30.0,10.0,0.725,0.19333,0.2915,-3.7402,1.119,2.9,2.61,5.0,1.119,23.04,-10.623,0.16764,0.5446
0.035,30.0,10.0,0.725,0.58,0.306,-3.3579,2.4363,2.9,2.9,3.6,2.4363,28.1,-19.284000000000002,0.13716,1.0748
0.035,30.0,10.0,0.725,0.58,0.27,-3.6093,1.8825,2.9,2.9,4.3,1.8825,25.8,-20.714000000000002,0.13716,0.9656299999999999
0.035,30.0,10.0,0.725,0.58,0.2385,-3.8117,1.4216,2.9,2.9,5.0,1.4216,23.96,-23.287,0.13716,0.87956
0.035,30.0,10.0,0.3625,0.58,0.306,-3.9694,1.8465,2.9,2.9,3.6,1.8465,27.34,-10.702,0.13716,0.60511
0.035,30.0,10.0,0.3625,0.58,0.27,-4.1155,1.3809,2.9,2.9,4.3,1.3809,25.12,-11.623,0.13716,0.68157
0.035,30.0,10.0,0.3625,0.58,0.2385,-4.2263,1.0027,2.9,2.9,5.0,1.0027,23.36,-12.845,0.13716,0.7217100000000001
0.035,30.0,10.0,0.725,0.19333,0.306,-3.7853,1.9428,2.9,2.9,3.6,1.9428,26.94,-12.775,0.13716,0.9069
0.035,30.0,10.0,0.725,0.19333,0.27,-3.9818,1.4265,2.9,2.9,4.3,1.4265,24.72,-13.578,0.13716,0.85172
0.035,30.0,10.0,0.725,0.19333,0.2385,-4.1753,0.9809899999999999,2.9,2.9,5.0,0.9809899999999999,22.96,-14.790999999999999,0.13716,0.81796
0.035,30.0,10.0,0.3625,0.19333,0.306,-4.1649,1.5819,2.9,2.9,3.6,1.5819,26.58,-10.802999999999999,0.13716,0.60969
0.035,30.0,10.0,0.3625,0.19333,0.27,-4.3205,1.0986,2.9,2.9,4.3,1.0986,24.4,-11.749,0.13716,0.68685
0.035,30.0,10.0,0.3625,0.19333,0.2385,-4.4382,0.72415,2.9,2.9,5.0,0.72415,22.7,-12.972999999999999,0.13716,0.7067399999999999
0.035,30.0,10.0,0.725,0.58,0.34,-3.0381,2.7474,2.9,2.9,3.6,2.7474,28.06,-17.203,0.1524,1.0934
0.035,30.0,10.0,0.725,0.58,0.3,-3.2509,2.2359999999999998,2.9,2.9,4.3,2.2359999999999998,25.76,-18.250999999999998,0.1524,0.98329
0.035,30.0,10.0,0.725,0.58,0.265,-3.4691,1.7582,2.9,2.9,5.0,1.7582,23.92,-20.035,0.1524,0.8985799999999999
0.035,30.0,10.0,0.3625,0.58,0.3,-3.865,1.625,2.9,2.9,4.3,1.625,25.08,-10.589,0.1524,0.51149
0.035,30.0,10.0,0.3625,0.58,0.265,-3.9464,1.2785,2.9,2.9,5.0,1.2785,23.32,-11.605,0.1524,0.63263
0.035,30.0,10.0,0.725,0.19333,0.34,-3.5763,2.1448,2.9,2.9,3.6,2.1448,26.9,-11.674000000000001,0.1524,0.83909
0.035,30.0,10.0,0.725,0.19333,0.3,-3.7635,1.6402,2.9,2.9,4.3,1.6402,24.68,-12.322000000000001,0.1524,0.81333
0.035,30.0,10.0,0.725,0.19333,0.265,-3.9352,1.2165,2.9,2.9,5.0,1.2165,22.92,-13.307,0.1524,0.8072199999999999
0.035,30.0,10.0,0.3625,0.19333,0.3,-4.1193,1.2930000000000001,2.9,2.9,4.3,1.2930000000000001,24.34,-10.78,0.1524,0.56104
0.035,30.0,10.0,0.3625,0.19333,0.265,-4.2355,0.9220200000000001,2.9,2.9,5.0,0.9220200000000001,22.64,-11.812000000000001,0.1524,0.6494300000000001
0.035,30.0,10.0,0.725,0.58,0.374,-2.7971,2.9798,2.9,2.9,3.6,2.9798,28.04,-15.508,0.16764,1.1119
0.035,30.0,10.0,0.725,0.58,0.33,-3.0181,2.4621,2.9,2.9,4.3,2.4621,25.72,-16.283,0.16764,1.0075
0.035,30.0,10.0,0.725,0.58,0.2915,-3.201,2.0199,2.9,2.9,5.0,2.0199,23.88,-17.635,0.16764,0.91566
0.035,30.0,10.0,0.3625,0.58,0.2915,-3.727,1.4923,2.9,2.9,5.0,1.4923,23.26,-10.74,0.16764,0.54055
0.035,30.0,10.0,0.725,0.19333,0.374,-3.3483,2.3665,2.9,2.9,3.6,2.3665,26.88,-10.985999999999999,0.16764,0.75454
0.035,30.0,10.0,0.725,0.19333,0.33,-3.5175,1.8817,2.9,2.9,4.3,1.8817,24.66,-11.533,0.16764,0.74507
0.035,30.0,10.0,0.725,0.19333,0.2915,-3.6614,1.4854,2.9,2.9,5.0,1.4854,22.9,-12.377,0.16764,0.76384
0.035,30.0,10.0,0.3625,0.19333,0.2915,-3.9951,1.1582,2.9,2.9,5.0,1.1582,22.6,-10.802999999999999,0.16764,0.50979
0.035,30.0,10.0,0.725,0.58,0.306,-3.2895,2.7841,2.9,3.19,3.6,2.7841,27.74,-39.449,0.13716,0.98135
0.035,30.0,10.0,0.725,0.58,0.27,-3.6003,2.1592,2.9,3.19,4.3,2.1592,25.48,-37.725,0.13716,0.88226
0.035,30.0,10.0,0.725,0.58,0.2385,-3.9162,1.5961,2.9,3.19,5.0,1.5961,23.68,-30.211,0.13716,0.78791
0.035,30.0,10.0,0.3625,0.58,0.306,-3.7314,2.3890000000000002,2.9,3.19,3.6,2.3890000000000002,27.18,-12.864,0.13716,0.85905
0.035,30.0,10.0,0.3625,0.58,0.27,-3.9228,1.8585,2.9,3.19,4.3,1.8585,24.96,-13.841,0.13716,0.81371
0.035,30.0,10.0,0.3625,0.58,0.2385,-4.1106,1.4034,2.9,3.19,5.0,1.4034,23.2,-15.312999999999999,0.13716,0.77381
0.035,30.0,10.0,0.725,0.19333,0.306,-3.6267,2.405,2.9,3.19,3.6,2.405,26.82,-15.677999999999999,0.13716,0.9955200000000001
0.035,30.0,10.0,0.725,0.19333,0.27,-3.926,1.7802,2.9,3.19,4.3,1.7802,24.6,-16.266,0.13716,0.91751
0.035,30.0,10.0,0.725,0.19333,0.2385,-4.1807,1.2615,2.9,3.19,5.0,1.2615,22.84,-17.718,0.13716,0.85057
0.035,30.0,10.0,0.3625,0.19333,0.306,-3.9477,2.1093,2.9,3.19,3.6,2.1093,26.5,-12.380999999999998,0.13716,0.79562
0.035,30.0,10.0,0.3625,0.19333,0.27,-4.1868,1.5322,2.9,3.19,4.3,1.5322,24.32,-13.443,0.13716,0.78882
0.035,30.0,10.0,0.3625,0.19333,0.2385,-4.4053,1.0408,2.9,3.19,5.0,1.0408,22.6,-14.831,0.13716,0.77223
0.035,30.0,10.0,0.725,0.58,0.34,-2.9876,3.0738,2.9,3.19,3.6,3.0738,27.7,-31.204,0.1524,1.0466
0.035,30.0,10.0,0.725,0.58,0.3,-3.278,2.4742,2.9,3.19,4.3,2.4742,25.44,-32.053000000000004,0.1524,0.93932
0.035,30.0,10.0,0.725,0.58,0.265,-3.5462,1.959,2.9,3.19,5.0,1.959,23.64,-41.918,0.1524,0.8445799999999999
0.035,30.0,10.0,0.3625,0.58,0.34,-3.5195,2.5892,2.9,3.19,3.6,2.5892,27.12,-11.744000000000002,0.1524,0.79813
0.035,30.0,10.0,0.3625,0.58,0.3,-3.7013,2.0742,2.9,3.19,4.3,2.0742,24.9,-12.514000000000001,0.1524,0.78162
0.035,30.0,10.0,0.3625,0.58,0.265,-3.8652,1.6436,2.9,3.19,5.0,1.6436,23.14,-13.686,0.1524,0.7632899999999999
0.035,30.0,10.0,0.725,0.19333,0.34,-3.3199,2.7029,2.9,3.19,3.6,2.7029,26.78,-14.404000000000002,0.1524,0.9870700000000001
0.035,30.0,10.0,0.725,0.19333,0.3,-3.5944,2.1066,2.9,3.19,4.3,2.1066,24.56,-14.818,0.1524,0.90501
0.035,30.0,10.0,0.725,0.19333,0.265,-3.8109,1.6262,2.9,3.19,5.0,1.6262,22.82,-15.911,0.1524,0.8435
0.035,30.0,10.0,0.3625,0.19333,0.34,-3.7334,2.3134,2.9,3.19,3.6,2.3134,26.44,-11.249,0.1524,0.69229
0.035,30.0,10.0,0.3625,0.19333,0.3,-3.9037,1.8109,2.9,3.19,4.3,1.8109,24.26,-12.054,0.1524,0.7090000000000001
0.035,30.0,10.0,0.3625,0.19333,0.265,-4.0883,1.3554,2.9,3.19,5.0,1.3554,22.56,-13.135,0.1524,0.71705
0.035,30.0,10.0,0.725,0.58,0.374,-2.7309,3.3171,2.9,3.19,3.6,3.3171,27.66,-24.778000000000002,0.16764,1.0988
0.035,30.0,10.0,0.725,0.58,0.33,-3.0051,2.7388,2.9,3.19,4.3,2.7388,25.4,-25.026,0.16764,0.98325
0.035,30.0,10.0,0.725,0.58,0.2915,-3.2321,2.2653,2.9,3.19,5.0,2.2653,23.6,-28.096,0.16764,0.8868299999999999
0.035,30.0,10.0,0.3625,0.58,0.374,-3.3379,2.7582,2.9,3.19,3.6,2.7582,27.06,-10.913,0.16764,0.6797300000000001
0.035,30.0,10.0,0.3625,0.58,0.33,-3.5094,2.2599,2.9,3.19,4.3,2.2599,24.84,-11.554,0.16764,0.70786
0.035,30.0,10.0,0.3625,0.58,0.2915,-3.6405,1.8631,2.9,3.19,5.0,1.8631,23.1,-12.554,0.16764,0.72627
0.035,30.0,10.0,0.725,0.19333,0.374,-3.1393,2.8734,2.9,3.19,3.6,2.8734,26.74,-13.16,0.16764,0.98625
0.035,30.0,10.0,0.725,0.19333,0.33,-3.3911,2.3040000000000003,2.9,3.19,4.3,2.3040000000000003,24.5,-13.469000000000001,0.16764,0.89689
0.035,30.0,10.0,0.725,0.19333,0.2915,-3.5827,1.849,2.9,3.19,5.0,1.849,22.76,-14.347000000000001,0.16764,0.8420200000000001
0.035,30.0,10.0,0.3625,0.19333,0.374,-3.6045,2.4299,2.9,3.19,3.6,2.4299,26.36,-10.491,0.16764,0.55842
0.035,30.0,10.0,0.3625,0.19333,0.33,-3.7648,1.9445,2.9,3.19,4.3,1.9445,24.2,-11.189,0.16764,0.64705
0.035,30.0,10.0,0.3625,0.19333,0.2915,-3.8819,1.5557,2.9,3.19,5.0,1.5557,22.5,-12.123,0.16764,0.67923
0.035,65.0,35.0,0.4125,0.33,0.14256,-4.1819,1.3031,1.65,1.485,3.6,1.3031,50.24,-15.453,0.0639,2.0184
0.035,65.0,35.0,0.4125,0.33,0.12579,-4.3952,0.79627,1.65,1.485,4.3,0.79627,46.1,-16.776,0.0639,1.8393
0.035,65.0,35.0,0.4125,0.33,0.11110999999999999,-4.6665,0.30358,1.65,1.485,5.0,0.30358,42.8,-18.378,0.0639,1.7287
0.035,65.0,35.0,0.20625,0.33,0.14256,-4.679,0.8016300000000001,1.65,1.485,3.6,0.8016300000000001,48.56,-11.597000000000001,0.0639,1.3691
0.035,65.0,35.0,0.20625,0.33,0.12579,-4.8285,0.36454000000000003,1.65,1.485,4.3,0.36454000000000003,44.66,-12.839,0.0639,1.4144
