copper_height,f_max,f_min,feed_depth,feed_gap_width,feed_width,l3horizontal,l3vertical,patch_length,patch_width,permittivity,realized_gain,resonance,s11,substrate_height
0.035,,,0.15833,0.285,0.14,-3.3345,1.673,0.95,0.8,4.3,1.673,79.85,-7.1406,0.09
0.035,,,0.052778,0.285,0.14,-3.2662,1.6536,0.95,0.8,4.3,1.6536,75.6,-8.1005,0.09
0.035,,,0.31667,0.095,0.14,-2.4099,2.4397,0.95,0.8,4.3,2.4397,77.2,-11.361,0.09
0.035,,,0.15833,0.095,0.14,-3.1657,1.7128,0.95,0.8,4.3,1.7128,74.8,-8.7313,0.09
0.035,,,0.052778,0.095,0.14,-3.3027,1.5687,0.95,0.8,4.3,1.5687,73.65,-8.8255,0.09
0.035,,,0.31667,0.031667,0.14,-2.8445,2.0224,0.95,0.8,4.3,2.0224,75.35,-9.4288,0.09
0.035,,,0.15833,0.031667,0.14,-3.164,1.7087,0.95,0.8,4.3,1.7087,74.2,-8.5863,0.09
0.035,,,0.052778,0.031667,0.14,-3.2341,1.6389,0.95,0.8,4.3,1.6389,73.7,-8.5023,0.09
0.035,,,0.31667,0.285,0.07,-4.2859,0.97177,0.95,0.9,4.3,0.97177,82.85,-14.217,0.05
0.035,,,0.15833,0.285,0.07,-4.1315,1.3122,0.95,0.9,4.3,1.3122,80.25,-15.383,0.05
0.035,,,0.052778,0.285,0.07,-4.4143,0.9437,0.95,0.9,4.3,0.9437,76.4,-17.768,0.05
0.035,,,0.31667,0.095,0.07,-4.0881,1.1258,0.95,0.9,4.3,1.1258,76.75,-31.036,0.05
0.035,,,0.15833,0.095,0.07,-4.4324,0.8637799999999999,0.95,0.9,4.3,0.8637799999999999,75.7,-19.086,0.05
0.035,,,0.052778,0.095,0.07,-4.5681,0.7345,0.95,0.9,4.3,0.7345,74.8,-19.603,0.05
0.035,,,0.31667,0.031667,0.07,-4.5826,0.6735,0.95,0.9,4.3,0.6735,75.1,-18.939,0.05
0.035,,,0.15833,0.031667,0.07,-4.7845,0.49862,0.95,0.9,4.3,0.49862,74.55,-19.48,0.05
0.035,,,0.052778,0.031667,0.07,-4.8043,0.48767,0.95,0.9,4.3,0.48767,74.3,-20.471,0.05
0.035,,,0.31667,0.285,0.1,-2.6817,2.5938,0.95,0.9,4.3,2.5938,82.6,-21.589,0.07
0.035,,,0.15833,0.285,0.1,-3.2903,2.1122,0.95,0.9,4.3,2.1122,79.35,-11.478,0.07
0.035,,,0.052778,0.285,0.1,-3.4904,1.8281,0.95,0.9,4.3,1.8281,75.65,-12.26,0.07
0.035,,,0.31667,0.095,0.1,-2.9489,2.2475,0.95,0.9,4.3,2.2475,76.3,-18.729,0.07
0.035,,,0.15833,0.095,0.1,-3.4885,1.7759,0.95,0.9,4.3,1.7759,74.9,-13.335,0.07
0.035,,,0.052778,0.095,0.1,-3.6356,1.6339,0.95,0.9,4.3,1.6339,74.0,-13.334,0.07
0.035,,,0.31667,0.031667,0.1,-3.2103,2.0256,0.95,0.9,4.3,2.0256,74.95,-14.062,0.07
0.035,,,0.15833,0.031667,0.1,-3.4981,1.763,0.95,0.9,4.3,1.763,74.2,-12.726,0.07
0.035,,,0.052778,0.031667,0.1,-3.5626,1.7069,0.95,0.9,4.3,1.7069,73.85,-12.616,0.07
0.035,,,0.31667,0.285,0.14,-1.8128,3.4621,0.95,0.9,4.3,3.4621,82.9,-31.77,0.09
0.035,,,0.15833,0.285,0.14,-2.9617,2.4043,0.95,0.9,4.3,2.4043,78.75,-8.8371,0.09
0.035,,,0.052778,0.285,0.14,-3.0945,2.1874,0.95,0.9,4.3,2.1874,75.05,-9.2388,0.09
0.035,,,0.31667,0.095,0.14,-2.2906,2.8875,0.95,0.9,4.3,2.8875,76.2,-14.263,0.09
0.035,,,0.15833,0.095,0.14,-3.0287,2.1975,0.95,0.9,4.3,2.1975,74.3,-9.991,0.09
0.035,,,0.052778,0.095,0.14,-3.2012,2.0261,0.95,0.9,4.3,2.0261,73.3,-9.8688,0.09
0.035,,,0.31667,0.031667,0.14,-2.6788,2.5268,0.95,0.9,4.3,2.5268,74.8,-10.996,0.09
0.035,,,0.15833,0.031667,0.14,-3.0372,2.188,0.95,0.9,4.3,2.188,73.8,-9.6804,0.09
0.035,,,0.052778,0.031667,0.14,-3.1331,2.0971,0.95,0.9,4.3,2.0971,73.35,-9.4795,0.09
0.035,,,0.31667,0.285,0.07,-5.6967,-0.21943,0.95,1.0,4.3,-0.21943,80.4,-9.1167,0.05
0.035,,,0.15833,0.285,0.07,-4.0325,1.7153,0.95,1.0,4.3,1.7153,79.3,-20.995,0.05
0.035,,,0.052778,0.285,0.07,-4.3447,1.3551,0.95,1.0,4.3,1.3551,75.95,-21.638,0.05
0.035,,,0.31667,0.095,0.07,-4.2435,1.3085,0.95,1.0,4.3,1.3085,76.2,-29.736,0.05
0.035,,,0.15833,0.095,0.07,-4.4587,1.1813,0.95,1.0,4.3,1.1813,75.3,-23.696,0.05
0.035,,,0.052778,0.095,0.07,-4.6162,1.0377,0.95,1.0,4.3,1.0377,74.5,-23.65,0.05
0.035,,,0.31667,0.031667,0.07,-4.6736,0.93226,0.95,1.0,4.3,0.93226,74.75,-23.037,0.05
0.035,,,0.15833,0.031667,0.07,-4.8089,0.82594,0.95,1.0,4.3,0.82594,74.25,-23.236,0.05
0.035,,,0.052778,0.031667,0.07,-4.789,0.8560200000000001,0.95,1.0,4.3,0.8560200000000001,74.0,-24.547,0.05
0.035,,,0.31667,0.285,0.1,-3.3348,2.1715,0.95,1.0,4.3,2.1715,80.05,-11.524,0.07
0.035,,,0.15833,0.285,0.1,-3.0864,2.6258,0.95,1.0,4.3,2.6258,78.4,-14.59,0.07
0.035,,,0.052778,0.285,0.1,-3.3987,2.2661,0.95,1.0,4.3,2.2661,75.2,-14.165,0.07
0.035,,,0.31667,0.095,0.1,-3.0292,2.5001,0.95,1.0,4.3,2.5001,75.6,-26.087,0.07
0.035,,,0.15833,0.095,0.1,-3.4791,2.1288,0.95,1.0,4.3,2.1288,74.45,-15.469,0.07
0.035,,,0.052778,0.095,0.1,-3.6488,1.9694,0.95,1.0,4.3,1.9694,73.65,-15.107,0.07
0.035,,,0.31667,0.031667,0.1,-3.2257,2.3556,0.95,1.0,4.3,2.3556,74.5,-16.601,0.07
0.035,,,0.15833,0.031667,0.1,-3.4528,2.1576,0.95,1.0,4.3,2.1576,73.85,-14.512,0.07
0.035,,,0.052778,0.031667,0.1,-3.5563,2.0621,0.95,1.0,4.3,2.0621,73.5,-14.254,0.07
0.035,,,0.31667,0.285,0.14,-2.1626,3.3274,0.95,1.0,4.3,3.3274,79.95,-15.414,0.09
0.035,,,0.15833,0.285,0.14,-2.6583,3.0155,0.95,1.0,4.3,3.0155,77.8,-10.948,0.09
0.035,,,0.052778,0.285,0.14,-2.9942,2.6352,0.95,1.0,4.3,2.6352,74.5,-10.53,0.09
0.035,,,0.31667,0.095,0.14,-2.2774,3.2273,0.95,1.0,4.3,3.2273,75.35,-18.329,0.09
0.035,,,0.15833,0.095,0.14,-2.9166,2.6644,0.95,1.0,4.3,2.6644,73.9,-11.435,0.09
0.035,,,0.052778,0.095,0.14,-3.1212,2.4676,0.95,1.0,4.3,2.4676,72.95,-11.028,0.09
0.035,,,0.31667,0.031667,0.14,-2.5971,2.9552,0.95,1.0,4.3,2.9552,74.25,-12.833,0.09
0.035,,,0.15833,0.031667,0.14,-2.9705,2.6119,0.95,1.0,4.3,2.6119,73.35,-10.939,0.09
0.035,,,0.052778,0.031667,0.14,-3.0532,2.5372,0.95,1.0,4.3,2.5372,72.95,-10.608,0.09
0.035,,,0.31667,0.285,0.07,-7.5364,-1.8699,0.95,1.1,4.3,-1.8699,78.65,-6.8128,0.05
0.035,,,0.15833,0.285,0.07,-4.0432,1.9834,0.95,1.1,4.3,1.9834,78.45,-37.477,0.05
0.035,,,0.052778,0.285,0.07,-4.3681,1.614,0.95,1.1,4.3,1.614,75.55,-28.251,0.05
0.035,,,0.31667,0.095,0.07,-4.4351,1.3882,0.95,1.1,4.3,1.3882,75.7,-21.22,0.05
0.035,,,0.15833,0.095,0.07,-4.3943,1.5255,0.95,1.1,4.3,1.5255,74.95,-32.806999999999995,0.05
0.035,,,0.052778,0.095,0.07,-4.5682,1.3651,0.95,1.1,4.3,1.3651,74.25,-30.731,0.05
0.035,,,0.31667,0.031667,0.07,-4.7174,1.1664,0.95,1.1,4.3,1.1664,74.45,-30.003,0.05
0.035,,,0.15833,0.031667,0.07,-4.7238,1.1894,0.95,1.1,4.3,1.1894,74.0,-29.266,0.05
0.035,,,0.052778,0.031667,0.07,-4.7982,1.1251,0.95,1.1,4.3,1.1251,73.8,-31.563,0.05
0.035,,,0.31667,0.285,0.1,-4.5143,1.1925,0.95,1.1,4.3,1.1925,78.15,-7.7946,0.07
0.035,,,0.15833,0.285,0.1,-2.9485,3.0437,0.95,1.1,4.3,3.0437,77.6,-19.302,0.07
0.035,,,0.052778,0.285,0.1,-3.3132,2.6409,0.95,1.1,4.3,2.6409,74.75,-16.527,0.07
0.035,,,0.31667,0.095,0.1,-3.0355,2.7675,0.95,1.1,4.3,2.7675,75.05,-38.706,0.07
0.035,,,0.15833,0.095,0.1,-3.3751,2.5177,0.95,1.1,4.3,2.5177,74.1,-18.168,0.07
0.035,,,0.052778,0.095,0.1,-3.5852,2.3186,0.95,1.1,4.3,2.3186,73.35,-17.236,0.07
0.035,,,0.31667,0.031667,0.1,-3.1439,2.7168,0.95,1.1,4.3,2.7168,74.1,-19.964,0.07
0.035,,,0.15833,0.031667,0.1,-3.4127,2.4813,0.95,1.1,4.3,2.4813,73.5,-16.659000000000002,0.07
0.035,,,0.052778,0.031667,0.1,-3.471,2.4341,0.95,1.1,4.3,2.4341,73.25,-16.189,0.07
0.035,,,0.31667,0.285,0.14,-2.9539,2.7356,0.95,1.1,4.3,2.7356,77.85,-9.4495,0.09
0.035,,,0.15833,0.285,0.14,-2.418,3.5314,0.95,1.1,4.3,3.5314,76.95,-13.763,0.09
0.035,,,0.052778,0.285,0.14,-2.8253,3.0903,0.95,1.1,4.3,3.0903,74.05,-12.035,0.09
0.035,,,0.31667,0.095,0.14,-2.27,3.5028,0.95,1.1,4.3,3.5028,74.65,-25.523000000000003,0.09
0.035,,,0.15833,0.095,0.14,-2.8163,3.0484,0.95,1.1,4.3,3.0484,73.5,-13.13,0.09
0.035,,,0.052778,0.095,0.14,-3.0342,2.8423,0.95,1.1,4.3,2.8423,72.65,-12.345999999999998,0.09
0.035,,,0.31667,0.031667,0.14,-2.4905,3.3421,0.95,1.1,4.3,3.3421,73.75,-15.118,0.09
0.035,,,0.15833,0.031667,0.14,-2.8137,3.0519,0.95,1.1,4.3,3.0519,73.0,-12.359000000000002,0.09
0.035,,,0.052778,0.031667,0.14,-2.9536,2.9233,0.95,1.1,4.3,2.9233,72.65,-11.85,0.09
0.035,,,0.33333,0.3,0.07,-4.1542,0.75332,1.0,0.7,4.3,0.75332,93.4,-11.55,0.05
0.035,,,0.16667,0.3,0.07,-5.0641,-0.48012,1.0,0.7,4.3,-0.48012,78.95,-8.7596,0.05
0.035,,,0.055556,0.3,0.07,-4.6818,-0.22399,1.0,0.7,4.3,-0.22399,73.95,-12.669,0.05
0.035,,,0.33333,0.1,0.07,-4.1637,0.2006,1.0,0.7,4.3,0.2006,74.7,-14.106,0.05
0.035,,,0.16667,0.1,0.07,-4.7324,-0.33036,1.0,0.7,4.3,-0.33036,72.95,-13.441,0.05
0.035,,,0.055556,0.1,0.07,-4.7968,-0.39308,1.0,0.7,4.3,-0.39308,71.9,-14.735,0.05
0.035,,,0.33333,0.033333,0.07,-4.9124,-0.54594,1.0,0.7,4.3,-0.54594,72.1,-13.408,0.05
0.035,,,0.16667,0.033333,0.07,-5.0652,-0.68121,1.0,0.7,4.3,-0.68121,71.5,-14.674,0.05
0.035,,,0.055556,0.033333,0.07,-5.0277,-0.63598,1.0,0.7,4.3,-0.63598,71.25,-15.614,0.05
0.035,,,0.33333,0.3,0.1,-5.4372,1.5522,1.0,0.7,4.3,1.5522,110.0,-7.6659,0.07
0.035,,,0.16667,0.3,0.1,-4.8138,-0.23917,1.0,0.7,4.3,-0.23917,79.8,-5.9877,0.07
0.035,,,0.055556,0.3,0.1,-3.9178,0.51369,1.0,0.7,4.3,0.51369,73.8,-8.9205,0.07
0.035,,,0.33333,0.1,0.1,-3.1712,1.1828,1.0,0.7,4.3,1.1828,74.6,-10.937,0.07
0.035,,,0.16667,0.1,0.1,-3.8321,0.5289699999999999,1.0,0.7,4.3,0.5289699999999999,72.35,-9.757,0.07
0.035,,,0.055556,0.1,0.1,-3.8825,0.47487,1.0,0.7,4.3,0.47487,71.3,-10.3,0.07
0.035,,,0.33333,0.033333,0.1,-3.5599,0.78843,1.0,0.7,4.3,0.78843,72.45,-9.9257,0.07
0.035,,,0.16667,0.033333,0.1,-3.7902,0.56198,1.0,0.7,4.3,0.56198,71.45,-9.7518,0.07
0.035,,,0.055556,0.033333,0.1,-3.7855,0.56899,1.0,0.7,4.3,0.56899,71.05,-9.9415,0.07
0.035,,,0.33333,0.3,0.14,-5.154,1.8644,1.0,0.7,4.3,1.8644,110.0,-6.674,0.09
0.035,,,0.16667,0.3,0.14,-4.464,0.027639,1.0,0.7,4.3,0.027639,78.7,-4.9383,0.09
0.035,,,0.055556,0.3,0.14,-3.594,0.78099,1.0,0.7,4.3,0.78099,73.05,-6.8789,0.09
0.035,,,0.33333,0.1,0.14,-2.7594,1.5952,1.0,0.7,4.3,1.5952,75.0,-8.5823,0.09
0.035,,,0.16667,0.1,0.14,-3.5026,0.8156899999999999,1.0,0.7,4.3,0.8156899999999999,71.6,-7.5139,0.09
0.035,,,0.055556,0.1,0.14,-3.5377,0.77187,1.0,0.7,4.3,0.77187,70.45,-7.9038,0.09
0.035,,,0.33333,0.033333,0.14,-3.133,1.19,1.0,0.7,4.3,1.19,72.5,-7.8092,0.09
0.035,,,0.16667,0.033333,0.14,-3.3923,0.92462,1.0,0.7,4.3,0.92462,71.15,-7.4618,0.09
0.035,,,0.055556,0.033333,0.14,-3.429,0.8859299999999999,1.0,0.7,4.3,0.8859299999999999,70.6,-7.5234,0.09
0.035,,,0.33333,0.3,0.07,-3.7562,1.2041,1.0,0.8,4.3,1.2041,84.3,-21.72,0.05
0.035,,,0.16667,0.3,0.07,-4.6512,0.31668,1.0,0.8,4.3,0.31668,77.8,-11.092,0.05
0.035,,,0.055556,0.3,0.07,-4.6819,0.17362,1.0,0.8,4.3,0.17362,73.35,-14.784,0.05
0.035,,,0.33333,0.1,0.07,-4.1976,0.54652,1.0,0.8,4.3,0.54652,73.9,-18.394,0.05
0.035,,,0.16667,0.1,0.07,-4.7563,0.038492,1.0,0.8,4.3,0.038492,72.5,-15.739,0.05
0.035,,,0.055556,0.1,0.07,-4.8561,-0.060477,1.0,0.8,4.3,-0.060477,71.55,-16.97,0.05
0.035,,,0.33333,0.033333,0.07,-4.8872,-0.13330999999999998,1.0,0.8,4.3,-0.13330999999999998,71.8,-15.537,0.05
0.035,,,0.16667,0.033333,0.07,-5.0578,-0.28327,1.0,0.8,4.3,-0.28327,71.2,-16.777,0.05
0.035,,,0.055556,0.033333,0.07,-5.0264,-0.24397,1.0,0.8,4.3,-0.24397,70.95,-17.86,0.05
0.035,,,0.33333,0.3,0.1,-2.7021,2.2945,1.0,0.8,4.3,2.2945,84.6,-14.193,0.07
0.035,,,0.16667,0.3,0.1,-3.8507,1.0777,1.0,0.8,4.3,1.0777,77.0,-8.55,0.07
0.035,,,0.055556,0.3,0.1,-3.7773,1.0411,1.0,0.8,4.3,1.0411,72.7,-10.45,0.07
0.035,,,0.33333,0.1,0.1,-3.0988,1.626,1.0,0.8,4.3,1.626,73.65,-13.763,0.07
0.035,,,0.16667,0.1,0.1,-3.7227,1.0378,1.0,0.8,4.3,1.0378,71.9,-11.183,0.07
0.035,,,0.055556,0.1,0.1,-3.8397,0.91609,1.0,0.8,4.3,0.91609,70.9,-11.555,0.07
0.035,,,0.33333,0.033333,0.1,-3.4722,1.2617,1.0,0.8,4.3,1.2617,71.9,-11.539,0.07
0.035,,,0.16667,0.033333,0.1,-3.7232,1.0262,1.0,0.8,4.3,1.0262,71.05,-11.025,0.07
0.035,,,0.055556,0.033333,0.1,-3.8013,0.95055,1.0,0.8,4.3,0.95055,70.65,-11.145,0.07
0.035,,,0.33333,0.3,0.14,-2.27,2.7865,1.0,0.8,4.3,2.7865,86.55,-10.684,0.09
0.035,,,0.16667,0.3,0.14,-3.6283,1.2526,1.0,0.8,4.3,1.2526,76.4,-6.6738,0.09
0.035,,,0.055556,0.3,0.14,-3.4067,1.3588,1.0,0.8,4.3,1.3588,72.1,-7.9245,0.09
0.035,,,0.33333,0.1,0.14,-2.5728,2.1399,1.0,0.8,4.3,2.1399,73.8,-10.681,0.09
0.035,,,0.16667,0.1,0.14,-3.3366,1.3796,1.0,0.8,4.3,1.3796,71.25,-8.5405,0.09
0.035,,,0.055556,0.1,0.14,-3.4399,1.2671,1.0,0.8,4.3,1.2671,70.15,-8.7839,0.09
0.035,,,0.33333,0.033333,0.14,-2.9711,1.7435,1.0,0.8,4.3,1.7435,71.9,-9.0773,0.09
0.035,,,0.16667,0.033333,0.14,-3.3009,1.4099,1.0,0.8,4.3,1.4099,70.7,-8.4105,0.09
0.035,,,0.055556,0.033333,0.14,-3.3513,1.3583,1.0,0.8,4.3,1.3583,70.2,-8.3942,0.09
0.035,,,0.33333,0.3,0.07,-4.1757,0.97597,1.0,0.9,4.3,0.97597,80.05,-18.051,0.05
0.035,,,0.16667,0.3,0.07,-4.4085,0.8809100000000001,1.0,0.9,4.3,0.8809100000000001,76.75,-14.12,0.05
0.035,,,0.055556,0.3,0.07,-4.6159,0.58635,1.0,0.9,4.3,0.58635,72.85,-17.378,0.05
0.035,,,0.33333,0.1,0.07,-4.3321,0.73144,1.0,0.9,4.3,0.73144,73.25,-25.433000000000003,0.05
0.035,,,0.16667,0.1,0.07,-4.6946,0.44694,1.0,0.9,4.3,0.44694,72.1,-18.624,0.05
0.035,,,0.055556,0.1,0.07,-4.8589,0.28676,1.0,0.9,4.3,0.28676,71.2,-19.776,0.05
0.035,,,0.33333,0.033333,0.07,-4.9449,0.15615,1.0,0.9,4.3,0.15615,71.45,-18.125,0.05
0.035,,,0.16667,0.033333,0.07,-5.0114,0.1155,1.0,0.9,4.3,0.1155,70.95,-19.321,0.05
0.035,,,0.055556,0.033333,0.07,-5.0855,0.04903,1.0,0.9,4.3,0.04903,70.7,-20.646,0.05
0.035,,,0.33333,0.3,0.1,-2.6779,2.4982,1.0,0.9,4.3,2.4982,79.95,-37.872,0.07
0.035,,,0.16667,0.3,0.1,-3.5198,1.7369,1.0,0.9,4.3,1.7369,75.95,-10.608,0.07
0.035,,,0.055556,0.3,0.1,-3.663,1.4995,1.0,0.9,4.3,1.4995,72.2,-11.934,0.07
0.035,,,0.33333,0.1,0.1,-3.0421,2.0088,1.0,0.9,4.3,2.0088,72.9,-17.480999999999998,0.07
0.035,,,0.16667,0.1,0.1,-3.6724,1.4353,1.0,0.9,4.3,1.4353,71.45,-12.822,0.07
0.035,,,0.055556,0.1,0.1,-3.8255,1.2859,1.0,0.9,4.3,1.2859,70.55,-12.965,0.07
0.035,,,0.33333,0.033333,0.1,-3.4315,1.651,1.0,0.9,4.3,1.651,71.45,-13.406,0.07
0.035,,,0.16667,0.033333,0.1,-3.6881,1.4158,1.0,0.9,4.3,1.4158,70.7,-12.404000000000002,0.07
0.035,,,0.055556,0.033333,0.1,-3.7554,1.3551,1.0,0.9,4.3,1.3551,70.35,-12.422,0.07
0.035,,,0.33333,0.3,0.14,-1.9702,3.2189,1.0,0.9,4.3,3.2189,80.45,-20.498,0.09
0.035,,,0.16667,0.3,0.14,-3.2105,2.0067,1.0,0.9,4.3,2.0067,75.35,-8.2053,0.09
0.035,,,0.055556,0.3,0.14,-3.2841,1.8462,1.0,0.9,4.3,1.8462,71.55,-8.9825,0.09
0.035,,,0.33333,0.1,0.14,-2.4451,2.5929,1.0,0.9,4.3,2.5929,72.85,-13.233,0.09
0.035,,,0.16667,0.1,0.14,-3.1986,1.8771,1.0,0.9,4.3,1.8771,70.85,-9.6936,0.09
0.035,,,0.055556,0.1,0.14,-3.372,1.7009,1.0,0.9,4.3,1.7009,69.8,-9.7515,0.09
0.035,,,0.33333,0.033333,0.14,-2.846,2.2108,1.0,0.9,4.3,2.2108,71.35,-10.512,0.09
0.035,,,0.16667,0.033333,0.14,-3.2023,1.8707,1.0,0.9,4.3,1.8707,70.3,-9.4181,0.09
0.035,,,0.055556,0.033333,0.14,-3.2655,1.8127,1.0,0.9,4.3,1.8127,69.9,-9.3006,0.09
0.035,,,0.33333,0.3,0.07,-5.4639,-0.097914,1.0,1.0,4.3,-0.097914,77.45,-10.735,0.05
0.035,,,0.16667,0.3,0.07,-4.2823,1.3313,1.0,1.0,4.3,1.3313,75.85,-18.534,0.05
0.035,,,0.055556,0.3,0.07,-4.6462,0.88918,1.0,1.0,4.3,0.88918,72.4,-20.853,0.05
0.035,,,0.33333,0.1,0.07,-4.509,0.8731200000000001,1.0,1.0,4.3,0.8731200000000001,72.7,-43.154,0.05
0.035,,,0.16667,0.1,0.07,-4.7329,0.73897,1.0,1.0,4.3,0.73897,71.75,-22.61,0.05
0.035,,,0.055556,0.1,0.07,-4.8237,0.65552,1.0,1.0,4.3,0.65552,70.95,-23.627,0.05
0.035,,,0.33333,0.033333,0.07,-4.9255,0.50345,1.0,1.0,4.3,0.50345,71.2,-21.53,0.05
0.035,,,0.16667,0.033333,0.07,-5.0821,0.37607,1.0,1.0,4.3,0.37607,70.7,-22.74,0.05
0.035,,,0.055556,0.033333,0.07,-5.1356,0.33132,1.0,1.0,4.3,0.33132,70.45,-24.52,0.05
0.035,,,0.33333,0.3,0.1,-3.2882,2.1096,1.0,1.0,4.3,2.1096,77.2,-14.005999999999998,0.07
0.035,,,0.16667,0.3,0.1,-3.3107,2.2752,1.0,1.0,4.3,2.2752,75.05,-13.239,0.07
0.035,,,0.055556,0.3,0.1,-3.6087,1.8946,1.0,1.0,4.3,1.8946,71.7,-13.665,0.07
0.035,,,0.33333,0.1,0.1,-3.1105,2.2544,1.0,1.0,4.3,2.2544,72.25,-23.269,0.07
0.035,,,0.16667,0.1,0.1,-3.5803,1.8616,1.0,1.0,4.3,1.8616,71.05,-14.751,0.07
0.035,,,0.055556,0.1,0.1,-3.7769,1.6705,1.0,1.0,4.3,1.6705,70.25,-14.587,0.07
0.035,,,0.33333,0.033333,0.1,-3.3524,2.0572,1.0,1.0,4.3,2.0572,71.05,-15.630999999999998,0.07
0.035,,,0.16667,0.033333,0.1,-3.6585,1.7785,1.0,1.0,4.3,1.7785,70.35,-14.035,0.07
0.035,,,0.055556,0.033333,0.1,-3.6889,1.7564,1.0,1.0,4.3,1.7564,70.05,-13.942,0.07
0.035,,,0.33333,0.3,0.14,-2.1805,3.217,1.0,1.0,4.3,3.217,77.2,-20.068,0.09
0.035,,,0.16667,0.3,0.14,-2.9233,2.6251,1.0,1.0,4.3,2.6251,74.45,-10.044,0.09
0.035,,,0.055556,0.3,0.14,-3.1431,2.3252,1.0,1.0,4.3,2.3252,71.1,-10.162,0.09
0.035,,,0.33333,0.1,0.14,-2.3785,2.9675,1.0,1.0,4.3,2.9675,72.05,-16.581,0.09
0.035,,,0.16667,0.1,0.14,-3.115,2.299,1.0,1.0,4.3,2.299,70.45,-10.997,0.09
0.035,,,0.055556,0.1,0.14,-3.313,2.1004,1.0,1.0,4.3,2.1004,69.5,-10.821,0.09
0.035,,,0.33333,0.033333,0.14,-2.7402,2.647,1.0,1.0,4.3,2.647,70.85,-12.156,0.09
0.035,,,0.16667,0.033333,0.14,-3.0954,2.3158,1.0,1.0,4.3,2.3158,69.95,-10.569,0.09
0.035,,,0.055556,0.033333,0.14,-3.215,2.202,1.0,1.0,4.3,2.202,69.55,-10.341,0.09
0.035,,,0.33333,0.3,0.07,-7.1172,-1.558,1.0,1.1,4.3,-1.558,75.6,-7.8164,0.05
0.035,,,0.16667,0.3,0.07,-4.2082,1.6707,1.0,1.1,4.3,1.6707,75.05,-27.04,0.05
0.035,,,0.055556,0.3,0.07,-4.5496,1.2761,1.0,1.1,4.3,1.2761,72.05,-26.227,0.05
0.035,,,0.33333,0.1,0.07,-4.6805,0.99308,1.0,1.1,4.3,0.99308,72.2,-24.732,0.05
0.035,,,0.16667,0.1,0.07,-4.7865,0.97815,1.0,1.1,4.3,0.97815,71.4,-29.398000000000003,0.05
0.035,,,0.055556,0.1,0.07,-4.8847,0.8901600000000001,1.0,1.1,4.3,0.8901600000000001,70.7,-30.064,0.05
0.035,,,0.33333,0.033333,0.07,-4.9503,0.77785,1.0,1.1,4.3,0.77785,70.9,-26.609,0.05
0.035,,,0.16667,0.033333,0.07,-5.1252,0.63048,1.0,1.1,4.3,0.63048,70.45,-27.885,0.05
0.035,,,0.055556,0.033333,0.07,-5.1191,0.6450899999999999,1.0,1.1,4.3,0.6450899999999999,70.25,-30.938,0.05
0.035,,,0.33333,0.3,0.1,-4.2686,1.3307,1.0,1.1,4.3,1.3307,75.2,-9.1449,0.07
0.035,,,0.16667,0.3,0.1,-3.1622,2.6822,1.0,1.1,4.3,2.6822,74.25,-16.914,0.07
0.035,,,0.055556,0.3,0.1,-3.5294,2.2694,1.0,1.1,4.3,2.2694,71.3,-15.746,0.07
0.035,,,0.33333,0.1,0.1,-3.2043,2.4516,1.0,1.1,4.3,2.4516,71.7,-40.225,0.07
0.035,,,0.16667,0.1,0.1,-3.5699,2.1723,1.0,1.1,4.3,2.1723,70.7,-17.113,0.07
0.035,,,0.055556,0.1,0.1,-3.7112,2.0431,1.0,1.1,4.3,2.0431,69.95,-16.498,0.07
0.035,,,0.33333,0.033333,0.1,-3.3846,2.325,1.0,1.1,4.3,2.325,70.65,-18.437,0.07
0.035,,,0.16667,0.033333,0.1,-3.5795,2.1636,1.0,1.1,4.3,2.1636,70.05,-15.941,0.07
0.035,,,0.055556,0.033333,0.1,-3.6871,2.0645,1.0,1.1,4.3,2.0645,69.75,-15.688,0.07
0.035,,,0.33333,0.3,0.14,-2.7147,2.8773,1.0,1.1,4.3,2.8773,75.0,-11.382,0.09
0.035,,,0.16667,0.3,0.14,-2.6659,3.1446,1.0,1.1,4.3,3.1446,73.65,-12.385,0.09
0.035,,,0.055556,0.3,0.14,-3.0373,2.7264,1.0,1.1,4.3,2.7264,70.65,-11.513,0.09
0.035,,,0.33333,0.1,0.14,-2.4199,3.2133,1.0,1.1,4.3,3.2133,71.4,-21.658,0.09
0.035,,,0.16667,0.1,0.14,-2.9858,2.7263,1.0,1.1,4.3,2.7263,70.1,-12.498,0.09
0.035,,,0.055556,0.1,0.14,-3.2192,2.5016,1.0,1.1,4.3,2.5016,69.25,-12.022,0.09
0.035,,,0.33333,0.033333,0.14,-2.6687,3.015,1.0,1.1,4.3,3.015,70.4,-14.135,0.09
0.035,,,0.16667,0.033333,0.14,-3.0254,2.6875,1.0,1.1,4.3,2.6875,69.6,-11.848,0.09
0.035,,,0.055556,0.033333,0.14,-3.1212,2.6013,1.0,1.1,4.3,2.6013,69.25,-11.472,0.09
0.035,105.0,55.0,0.225,0.18,0.14256,-2.915,2.5721,0.9,0.81,3.6,2.5721,91.8,-9.0411,0.0639
0.035,105.0,55.0,0.225,0.18,0.12579,-3.0608,2.129,0.9,0.81,4.3,2.129,84.2,-9.5764,0.0639
0.035,105.0,55.0,0.225,0.18,0.11111,-3.1617,1.8032,0.9,0.81,5.0,1.8032,78.15,-10.197,0.0639
