copper_height,f_max,f_min,feed_depth,feed_gap_width,feed_width,l3horizontal,l3vertical,patch_length,patch_width,permittivity,realized_gain,resonance,s11,substrate_height
0.035,,,0.14167000000000002,0.085,0.07,-4.0841,1.8851,0.85,1.0,4.3,1.8851,83.4,-29.276,0.05
0.035,,,0.047222,0.085,0.07,-4.2123,1.7723,0.85,1.0,4.3,1.7723,82.65,-27.552,0.05
0.035,,,0.28333,0.028333,0.07,-4.026,1.9122,0.85,1.0,4.3,1.9122,83.1,-28.211,0.05
0.035,,,0.14167000000000002,0.028333,0.07,-4.1856,1.7846,0.85,1.0,4.3,1.7846,82.6,-24.835,0.05
0.035,,,0.047222,0.028333,0.07,-4.2359,1.744,0.85,1.0,4.3,1.744,82.3,-25.008000000000006,0.05
0.035,,,0.28333,0.255,0.1,-3.79,1.9417,0.85,1.0,4.3,1.9417,86.85,-8.0473,0.07
0.035,,,0.14167000000000002,0.255,0.1,-2.6006,3.4178,0.85,1.0,4.3,3.4178,86.2,-18.867,0.07
0.035,,,0.047222,0.255,0.1,-2.9859,3.0108,0.85,1.0,4.3,3.0108,83.2,-15.724,0.07
0.035,,,0.28333,0.085,0.1,-2.7067,3.136,0.85,1.0,4.3,3.136,83.5,-49.11,0.07
0.035,,,0.14167000000000002,0.085,0.1,-3.0699,2.8661,0.85,1.0,4.3,2.8661,82.45,-17.336,0.07
0.035,,,0.047222,0.085,0.1,-3.2486,2.7024,0.85,1.0,4.3,2.7024,81.65,-16.206,0.07
0.035,,,0.28333,0.028333,0.1,-2.7868,3.1175,0.85,1.0,4.3,3.1175,82.55,-19.501,0.07
0.035,,,0.14167000000000002,0.028333,0.1,-3.0066,2.9362,0.85,1.0,4.3,2.9362,81.95,-15.877,0.07
0.035,,,0.047222,0.028333,0.1,-3.1186,2.8367,0.85,1.0,4.3,2.8367,81.65,-15.19,0.07
0.035,,,0.28333,0.255,0.14,-2.4825,3.2125,0.85,1.0,4.3,3.2125,86.45,-9.9703,0.09
0.035,,,0.14167000000000002,0.255,0.14,-2.1862,3.7815,0.85,1.0,4.3,3.7815,85.45,-13.549,0.09
0.035,,,0.047222,0.255,0.14,-2.6058,3.3424,0.85,1.0,4.3,3.3424,82.4,-11.617,0.09
0.035,,,0.28333,0.085,0.14,-1.9136,3.8894,0.85,1.0,4.3,3.8894,83.05,-25.097,0.09
0.035,,,0.14167000000000002,0.085,0.14,-2.5089,3.3879,0.85,1.0,4.3,3.3879,81.85,-12.748,0.09
0.035,,,0.047222,0.085,0.14,-2.7374,3.1741,0.85,1.0,4.3,3.1741,80.9,-11.745,0.09
0.035,,,0.28333,0.028333,0.14,-2.2141,3.6462,0.85,1.0,4.3,3.6462,82.1,-14.747,0.09
0.035,,,0.14167000000000002,0.028333,0.14,-2.5836,3.3146,0.85,1.0,4.3,3.3146,81.3,-11.973,0.09
0.035,,,0.047222,0.028333,0.14,-2.6943,3.2165,0.85,1.0,4.3,3.2165,80.9,-11.389,0.09
0.035,,,0.28333,0.255,0.07,-8.803,-2.887,0.85,1.1,4.3,-2.887,85.8,-5.2305,0.05
0.035,,,0.14167000000000002,0.255,0.07,-3.6408,2.7432,0.85,1.1,4.3,2.7432,86.4,-24.328000000000007,0.05
0.035,,,0.047222,0.255,0.07,-3.8773,2.4817,0.85,1.1,4.3,2.4817,83.75,-39.598,0.05
0.035,,,0.28333,0.085,0.07,-4.1681,2.0171,0.85,1.1,4.3,2.0171,83.75,-18.042,0.05
0.035,,,0.14167000000000002,0.085,0.07,-4.0539,2.2378,0.85,1.1,4.3,2.2378,83.05,-39.209,0.05
0.035,,,0.047222,0.085,0.07,-4.2179,2.0862,0.85,1.1,4.3,2.0862,82.35,-50.99800000000001,0.05
0.035,,,0.28333,0.028333,0.07,-4.0997,2.1583,0.85,1.1,4.3,2.1583,82.75,-45.576,0.05
0.035,,,0.14167000000000002,0.028333,0.07,-4.1875,2.102,0.85,1.1,4.3,2.102,82.3,-34.954,0.05
0.035,,,0.047222,0.028333,0.07,-4.1868,2.1116,0.85,1.1,4.3,2.1116,82.05,-34.736999999999995,0.05
0.035,,,0.28333,0.255,0.1,-5.3756,0.60104,0.85,1.1,4.3,0.60104,85.05,-5.6456,0.07
0.035,,,0.14167000000000002,0.255,0.1,-2.5632,3.7753,0.85,1.1,4.3,3.7753,85.3,-31.034,0.07
0.035,,,0.047222,0.255,0.1,-2.9283,3.3953,0.85,1.1,4.3,3.3953,82.7,-19.054,0.07
0.035,,,0.28333,0.085,0.1,-2.8109,3.3423,0.85,1.1,4.3,3.3423,82.85,-23.407,0.07
0.035,,,0.14167000000000002,0.085,0.1,-2.9999,3.2583,0.85,1.1,4.3,3.2583,82.05,-21.282,0.07
0.035,,,0.047222,0.085,0.1,-3.2079,3.0663,0.85,1.1,4.3,3.0663,81.3,-19.005,0.07
0.035,,,0.28333,0.028333,0.1,-2.7411,3.4811,0.85,1.1,4.3,3.4811,82.1,-25.505,0.07
0.035,,,0.14167000000000002,0.028333,0.1,-2.9843,3.279,0.85,1.1,4.3,3.279,81.55,-18.82,0.07
0.035,,,0.047222,0.028333,0.1,-3.0636,3.2136,0.85,1.1,4.3,3.2136,81.25,-17.688,0.07
0.035,,,0.28333,0.255,0.14,-3.7182,2.2214,0.85,1.1,4.3,2.2214,84.4,-6.4693,0.09
0.035,,,0.14167000000000002,0.255,0.14,-2.034,4.2427,0.85,1.1,4.3,4.2427,84.5,-18.345,0.09
0.035,,,0.047222,0.255,0.14,-2.4897,3.7972,0.85,1.1,4.3,3.7972,81.85,-13.622,0.09
0.035,,,0.28333,0.085,0.14,-1.9871,4.1156,0.85,1.1,4.3,4.1156,82.3,-33.695,0.09
0.035,,,0.14167000000000002,0.085,0.14,-2.437,3.7888,0.85,1.1,4.3,3.7888,81.35,-15.092,0.09
0.035,,,0.047222,0.085,0.14,-2.6737,3.571,0.85,1.1,4.3,3.571,80.5,-13.429,0.09
0.035,,,0.28333,0.028333,0.14,-2.1509,4.0288,0.85,1.1,4.3,4.0288,81.55,-18.14,0.09
0.035,,,0.14167000000000002,0.028333,0.14,-2.4735,3.7576,0.85,1.1,4.3,3.7576,80.9,-13.852,0.09
0.035,,,0.047222,0.028333,0.14,-2.6135,3.6334,0.85,1.1,4.3,3.6334,80.55,-12.975,0.09
0.035,,,0.3,0.27,0.07,-3.254,1.6782,0.9,0.7,4.3,1.6782,95.25,-14.874,0.05
0.035,,,0.15,0.27,0.07,-4.3584,0.52317,0.9,0.7,4.3,0.52317,86.55,-9.8603,0.05
0.035,,,0.05,0.27,0.07,-4.2633,0.50245,0.9,0.7,4.3,0.50245,81.6,-12.844,0.05
0.035,,,0.3,0.09,0.07,-3.7665,0.8860600000000001,0.9,0.7,4.3,0.8860600000000001,82.15,-16.026,0.05
0.035,,,0.15,0.09,0.07,-4.3182,0.38239,0.9,0.7,4.3,0.38239,80.55,-13.954,0.05
0.035,,,0.05,0.09,0.07,-4.4102,0.29189,0.9,0.7,4.3,0.29189,79.5,-14.777,0.05
0.035,,,0.3,0.03,0.07,-4.294,0.37174,0.9,0.7,4.3,0.37174,79.95,-13.99,0.05
0.035,,,0.15,0.03,0.07,-4.4854,0.19982,0.9,0.7,4.3,0.19982,79.25,-14.47,0.05
0.035,,,0.05,0.03,0.07,-4.471,0.22167,0.9,0.7,4.3,0.22167,78.95,-15.042,0.05
0.035,,,0.3,0.27,0.1,-2.5162,2.4615,0.9,0.7,4.3,2.4615,96.2,-10.69,0.07
0.035,,,0.15,0.27,0.1,-3.7293,1.098,0.9,0.7,4.3,1.098,85.55,-7.7728,0.07
0.035,,,0.05,0.27,0.1,-3.5105,1.2014,0.9,0.7,4.3,1.2014,80.85,-9.4737,0.07
0.035,,,0.3,0.09,0.1,-2.8386,1.7931,0.9,0.7,4.3,1.7931,81.9,-12.171,0.07
0.035,,,0.15,0.09,0.1,-3.4723,1.1847,0.9,0.7,4.3,1.1847,79.8,-10.22,0.07
0.035,,,0.05,0.09,0.1,-3.5619,1.0936,0.9,0.7,4.3,1.0936,78.75,-10.502,0.07
0.035,,,0.3,0.03,0.1,-3.1821,1.4629,0.9,0.7,4.3,1.4629,80.0,-10.616,0.07
0.035,,,0.15,0.03,0.1,-3.424,1.2281,0.9,0.7,4.3,1.2281,79.05,-10.019,0.07
0.035,,,0.05,0.03,0.1,-3.4887,1.1657,0.9,0.7,4.3,1.1657,78.6,-10.027,0.07
0.035,,,0.3,0.27,0.14,-2.3428,2.7585,0.9,0.7,4.3,2.7585,100.75,-8.2221,0.09
0.035,,,0.15,0.27,0.14,-3.56,1.1889,0.9,0.7,4.3,1.1889,85.1,-6.0604,0.09
0.035,,,0.05,0.27,0.14,-3.2661,1.3922,0.9,0.7,4.3,1.3922,80.25,-7.2222,0.09
0.035,,,0.3,0.09,0.14,-2.4209,2.2034,0.9,0.7,4.3,2.2034,82.15,-9.6328,0.09
0.035,,,0.15,0.09,0.14,-3.1206,1.4917,0.9,0.7,4.3,1.4917,79.3,-7.761,0.09
0.035,,,0.05,0.09,0.14,-3.1901,1.4112,0.9,0.7,4.3,1.4112,78.0,-7.8729,0.09
0.035,,,0.3,0.03,0.14,-2.8147,1.7914,0.9,0.7,4.3,1.7914,79.95,-8.3564,0.09
0.035,,,0.15,0.03,0.14,-3.1168,1.4875,0.9,0.7,4.3,1.4875,78.65,-7.7217,0.09
0.035,,,0.05,0.03,0.14,-3.1587,1.4449,0.9,0.7,4.3,1.4449,78.1,-7.6632,0.09
0.035,,,0.3,0.27,0.07,-3.4762,1.6543,0.9,0.8,4.3,1.6543,89.35,-24.037,0.05
0.035,,,0.15,0.27,0.07,-4.0116,1.2313,0.9,0.8,4.3,1.2313,85.25,-12.821,0.05
0.035,,,0.05,0.27,0.07,-4.1759,0.982,0.9,0.8,4.3,0.982,80.9,-15.231,0.05
0.035,,,0.3,0.09,0.07,-3.8411,1.1887,0.9,0.8,4.3,1.1887,81.3,-21.973000000000006,0.05
0.035,,,0.15,0.09,0.07,-4.2346,0.8658600000000001,0.9,0.8,4.3,0.8658600000000001,80.05,-16.665,0.05
0.035,,,0.05,0.09,0.07,-4.3806,0.72746,0.9,0.8,4.3,0.72746,79.05,-17.27,0.05
0.035,,,0.3,0.03,0.07,-4.3239,0.74185,0.9,0.8,4.3,0.74185,79.5,-16.617,0.05
0.035,,,0.15,0.03,0.07,-4.4728,0.6194,0.9,0.8,4.3,0.6194,78.85,-16.79,0.05
0.035,,,0.05,0.03,0.07,-4.5365,0.5647300000000001,0.9,0.8,4.3,0.5647300000000001,78.55,-17.384,0.05
0.035,,,0.3,0.27,0.1,-2.2448,2.9013,0.9,0.8,4.3,2.9013,89.2,-24.599,0.07
0.035,,,0.15,0.27,0.1,-3.2951,1.911,0.9,0.8,4.3,1.911,84.3,-9.8699,0.07
0.035,,,0.05,0.27,0.1,-3.3785,1.7376,0.9,0.8,4.3,1.7376,80.15,-10.923,0.07
0.035,,,0.3,0.09,0.1,-2.7626,2.2496,0.9,0.8,4.3,2.2496,80.9,-15.664,0.07
0.035,,,0.15,0.09,0.1,-3.3745,1.6829,0.9,0.8,4.3,1.6829,79.25,-11.886,0.07
0.035,,,0.05,0.09,0.1,-3.5196,1.5415,0.9,0.8,4.3,1.5415,78.25,-11.932,0.07
0.035,,,0.3,0.03,0.1,-3.1189,1.917,0.9,0.8,4.3,1.917,79.35,-12.542,0.07
0.035,,,0.15,0.03,0.1,-3.3864,1.6687,0.9,0.8,4.3,1.6687,78.5,-11.485,0.07
0.035,,,0.05,0.03,0.1,-3.4331,1.6292,0.9,0.8,4.3,1.6292,78.15,-11.393,0.07
0.035,,,0.3,0.27,0.14,-1.6761,3.4878,0.9,0.8,4.3,3.4878,90.05,-15.384,0.09
0.035,,,0.15,0.27,0.14,-3.0567,2.0909,0.9,0.8,4.3,2.0909,83.65,-7.6849,0.09
0.035,,,0.05,0.27,0.14,-3.0906,1.9785,0.9,0.8,4.3,1.9785,79.5,-8.3184,0.09
0.035,,,0.3,0.09,0.14,-2.2163,2.7688,0.9,0.8,4.3,2.7688,80.9,-12.229,0.09
0.035,,,0.15,0.09,0.14,-2.9753,2.0534,0.9,0.8,4.3,2.0534,78.7,-8.9829,0.09
0.035,,,0.05,0.09,0.14,-3.1271,1.9011,0.9,0.8,4.3,1.9011,77.55,-8.8886,0.09
0.035,,,0.3,0.03,0.14,-2.6614,2.3464,0.9,0.8,4.3,2.3464,79.2,-9.8486,0.09
0.035,,,0.15,0.03,0.14,-2.9973,2.0276,0.9,0.8,4.3,2.0276,78.1,-8.8154,0.09
0.035,,,0.05,0.03,0.14,-3.0885,1.9396,0.9,0.8,4.3,1.9396,77.6,-8.6585,0.09
0.035,,,0.3,0.27,0.07,-4.3675,1.011,0.9,0.9,4.3,1.011,86.05,-11.505999999999998,0.05
0.035,,,0.15,0.27,0.07,-3.8328,1.7743,0.9,0.9,4.3,1.7743,84.1,-17.099,0.05
0.035,,,0.05,0.27,0.07,-4.1653,1.3695,0.9,0.9,4.3,1.3695,80.35,-18.314,0.05
0.035,,,0.3,0.09,0.07,-3.9715,1.4129,0.9,0.9,4.3,1.4129,80.6,-39.24,0.05
0.035,,,0.15,0.09,0.07,-4.2803,1.1885,0.9,0.9,4.3,1.1885,79.55,-20.294,0.05
0.035,,,0.05,0.09,0.07,-4.4099,1.0684,0.9,0.9,4.3,1.0684,78.7,-20.54,0.05
0.035,,,0.3,0.03,0.07,-4.3022,1.1285,0.9,0.9,4.3,1.1285,79.05,-20.102,0.05
0.035,,,0.15,0.03,0.07,-4.5061,0.95361,0.9,0.9,4.3,0.95361,78.5,-19.82,0.05
0.035,,,0.05,0.03,0.07,-4.5239,0.94594,0.9,0.9,4.3,0.94594,78.25,-20.459,0.05
0.035,,,0.3,0.27,0.1,-2.6798,2.7129,0.9,0.9,4.3,2.7129,85.65,-16.059,0.07
0.035,,,0.15,0.27,0.1,-3.0226,2.5434,0.9,0.9,4.3,2.5434,83.15,-12.577,0.07
0.035,,,0.05,0.27,0.1,-3.2992,2.1976,0.9,0.9,4.3,2.1976,79.55,-12.686,0.07
0.035,,,0.3,0.09,0.1,-2.7493,2.6094,0.9,0.9,4.3,2.6094,80.05,-20.878,0.07
0.035,,,0.15,0.09,0.1,-3.3034,2.1316,0.9,0.9,4.3,2.1316,78.75,-13.86,0.07
0.035,,,0.05,0.09,0.1,-3.464,1.9776,0.9,0.9,4.3,1.9776,77.85,-13.579,0.07
0.035,,,0.3,0.03,0.1,-3.0391,2.3638,0.9,0.9,4.3,2.3638,78.8,-14.886,0.07
0.035,,,0.15,0.03,0.1,-3.2956,2.1385,0.9,0.9,4.3,2.1385,78.1,-13.138,0.07
0.035,,,0.05,0.03,0.1,-3.3862,2.0567,0.9,0.9,4.3,2.0567,77.75,-12.882,0.07
0.035,,,0.3,0.27,0.14,-1.7632,3.6161,0.9,0.9,4.3,3.6161,85.75,-26.161,0.09
0.035,,,0.15,0.27,0.14,-2.7181,2.804,0.9,0.9,4.3,2.804,82.45,-9.6091,0.09
0.035,,,0.05,0.27,0.14,-2.9356,2.5153,0.9,0.9,4.3,2.5153,78.85,-9.5628,0.09
0.035,,,0.3,0.09,0.14,-2.1095,3.2221,0.9,0.9,4.3,3.2221,79.9,-15.67,0.09
0.035,,,0.15,0.09,0.14,-2.8305,2.5679,0.9,0.9,4.3,2.5679,78.2,-10.379,0.09
0.035,,,0.05,0.09,0.14,-3.0171,2.3836,0.9,0.9,4.3,2.3836,77.15,-10.022,0.09
0.035,,,0.3,0.03,0.14,-2.5311,2.8403,0.9,0.9,4.3,2.8403,78.55,-11.595,0.09
0.035,,,0.15,0.03,0.14,-2.8885,2.5061,0.9,0.9,4.3,2.5061,77.6,-10.015,0.09
0.035,,,0.05,0.03,0.14,-2.9777,2.4232,0.9,0.9,4.3,2.4232,77.15,-9.7228,0.09
0.035,,,0.3,0.27,0.07,-5.9638,-0.37209,0.9,1.0,4.3,-0.37209,83.75,-7.7308,0.05
0.035,,,0.15,0.27,0.07,-3.7349,2.1643,0.9,1.0,4.3,2.1643,83.1,-25.094,0.05
0.035,,,0.05,0.27,0.07,-4.1014,1.7576,0.9,1.0,4.3,1.7576,79.85,-22.799,0.05
0.035,,,0.3,0.09,0.07,-4.037,1.6684,0.9,1.0,4.3,1.6684,80.0,-25.983,0.05
0.035,,,0.15,0.09,0.07,-4.2426,1.5549,0.9,1.0,4.3,1.5549,79.15,-26.036,0.05
0.035,,,0.05,0.09,0.07,-4.4165,1.3926,0.9,1.0,4.3,1.3926,78.35,-25.368,0.05
0.035,,,0.3,0.03,0.07,-4.3626,1.3997,0.9,1.0,4.3,1.3997,78.7,-25.358,0.05
0.035,,,0.15,0.03,0.07,-4.4757,1.3171,0.9,1.0,4.3,1.3171,78.2,-24.043000000000006,0.05
0.035,,,0.05,0.03,0.07,-4.4828,1.3191,0.9,1.0,4.3,1.3191,77.95,-24.799,0.05
0.035,,,0.3,0.27,0.1,-3.5527,2.055,0.9,1.0,4.3,2.055,83.25,-9.5449,0.07
0.035,,,0.15,0.27,0.1,-2.8098,3.0449,0.9,1.0,4.3,3.0449,82.1,-16.414,0.07
0.035,,,0.05,0.27,0.1,-3.1564,2.6635,0.9,1.0,4.3,2.6635,79.0,-14.825,0.07
0.035,,,0.3,0.09,0.1,-2.8419,2.838,0.9,1.0,4.3,2.838,79.35,-33.069,0.07
0.035,,,0.15,0.09,0.1,-3.239,2.5249,0.9,1.0,4.3,2.5249,78.3,-16.3,0.07
0.035,,,0.05,0.09,0.1,-3.4271,2.3511,0.9,1.0,4.3,2.3511,77.5,-15.531,0.07
0.035,,,0.3,0.03,0.1,-3.004,2.7302,0.9,1.0,4.3,2.7302,78.3,-17.877,0.07
0.035,,,0.15,0.03,0.1,-3.2486,2.5195,0.9,1.0,4.3,2.5195,77.7,-15.138,0.07
0.035,,,0.05,0.03,0.1,-3.3375,2.4408,0.9,1.0,4.3,2.4408,77.35,-14.685,0.07
0.035,,,0.3,0.27,0.14,-2.2271,3.3584,0.9,1.0,4.3,3.3584,83.0,-12.262,0.09
0.035,,,0.15,0.27,0.14,-2.4139,3.3992,0.9,1.0,4.3,3.3992,81.45,-12.1,0.09
0.035,,,0.05,0.27,0.14,-2.7917,2.9909,0.9,1.0,4.3,2.9909,78.3,-11.001,0.09
0.035,,,0.3,0.09,0.14,-2.0631,3.5842,0.9,1.0,4.3,3.5842,79.05,-21.011,0.09
0.035,,,0.15,0.09,0.14,-2.7121,3.0177,0.9,1.0,4.3,3.0177,77.7,-12.008,0.09
0.035,,,0.05,0.09,0.14,-2.9293,2.8115,0.9,1.0,4.3,2.8115,76.75,-11.307,0.09
0.035,,,0.3,0.03,0.14,-2.3969,3.2996,0.9,1.0,4.3,3.2996,77.95,-13.694,0.09
0.035,,,0.15,0.03,0.14,-2.7646,2.9657,0.9,1.0,4.3,2.9657,77.15,-11.409,0.09
0.035,,,0.05,0.03,0.14,-2.8836,2.8576,0.9,1.0,4.3,2.8576,76.75,-10.96,0.09
0.035,,,0.3,0.27,0.07,-7.8732,-2.0854,0.9,1.1,4.3,-2.0854,82.0,-5.8901,0.05
0.035,,,0.15,0.27,0.07,-3.7842,2.4089,0.9,1.1,4.3,2.4089,82.25,-32.534,0.05
0.035,,,0.05,0.27,0.07,-4.1055,2.0566,0.9,1.1,4.3,2.0566,79.45,-31.725,0.05
0.035,,,0.3,0.09,0.07,-4.3247,1.6694,0.9,1.1,4.3,1.6694,79.5,-19.567,0.05
0.035,,,0.15,0.09,0.07,-4.2546,1.8415,0.9,1.1,4.3,1.8415,78.8,-43.859,0.05
0.035,,,0.05,0.09,0.07,-4.356,1.7561,0.9,1.1,4.3,1.7561,78.1,-35.815,0.05
0.035,,,0.3,0.03,0.07,-4.3983,1.6623,0.9,1.1,4.3,1.6623,78.4,-38.171,0.05
0.035,,,0.15,0.03,0.07,-4.4284,1.6663,0.9,1.1,4.3,1.6663,77.95,-31.841,0.05
0.035,,,0.05,0.03,0.07,-4.5183,1.5841,0.9,1.1,4.3,1.5841,77.7,-33.135,0.05
0.035,,,0.3,0.27,0.1,-4.9476,0.88281,0.9,1.1,4.3,0.88281,81.4,-6.5956,0.07
0.035,,,0.15,0.27,0.1,-2.7268,3.4282,0.9,1.1,4.3,3.4282,81.25,-23.202,0.07
0.035,,,0.05,0.27,0.1,-3.109,3.0168,0.9,1.1,4.3,3.0168,78.55,-17.581,0.07
0.035,,,0.3,0.09,0.1,-2.9208,3.0445,0.9,1.1,4.3,3.0445,78.75,-27.77,0.07
0.035,,,0.15,0.09,0.1,-3.1603,2.902,0.9,1.1,4.3,2.902,77.9,-19.522,0.07
0.035,,,0.05,0.09,0.1,-3.3492,2.7276,0.9,1.1,4.3,2.7276,77.15,-17.939,0.07
0.035,,,0.3,0.03,0.1,-2.9391,3.09,0.9,1.1,4.3,3.09,77.9,-22.196,0.07
0.035,,,0.15,0.03,0.1,-3.1868,2.8797,0.9,1.1,4.3,2.8797,77.35,-17.625,0.07
0.035,,,0.05,0.03,0.1,-3.2397,2.8385,0.9,1.1,4.3,2.8385,77.05,-16.872,0.07
0.035,,,0.3,0.27,0.14,-3.1988,2.6062,0.9,1.1,4.3,2.6062,80.95,-7.8106,0.09
0.035,,,0.15,0.27,0.14,-2.2224,3.8847,0.9,1.1,4.3,3.8847,80.55,-15.655,0.09
0.035,,,0.05,0.27,0.14,-2.6538,3.4362,0.9,1.1,4.3,3.4362,77.8,-12.719,0.09
0.035,,,0.3,0.09,0.14,-2.1044,3.824,0.9,1.1,4.3,3.824,78.3,-35.437,0.09
0.035,,,0.15,0.09,0.14,-2.6056,3.4307,0.9,1.1,4.3,3.4307,77.25,-13.976,0.09
0.035,,,0.05,0.09,0.14,-2.8417,3.2107,0.9,1.1,4.3,3.2107,76.4,-12.787,0.09
0.035,,,0.3,0.03,0.14,-2.3212,3.6738,0.9,1.1,4.3,3.6738,77.45,-16.422,0.09
0.035,,,0.15,0.03,0.14,-2.66,3.3794,0.9,1.1,4.3,3.3794,76.75,-13.028,0.09
0.035,,,0.05,0.03,0.14,-2.7833,3.269,0.9,1.1,4.3,3.269,76.4,-12.353,0.09
0.035,,,0.31667,0.285,0.07,-3.67,1.221,0.95,0.7,4.3,1.221,93.85,-12.69,0.05
0.035,,,0.15833,0.285,0.07,-4.6964,0.028903,0.95,0.7,4.3,0.028903,82.6,-9.254,0.05
0.035,,,0.052778,0.285,0.07,-4.4969,0.10567,0.95,0.7,4.3,0.10567,77.55,-12.729,0.05
0.035,,,0.31667,0.095,0.07,-3.9136,0.5865,0.95,0.7,4.3,0.5865,78.3,-15.153,0.05
0.035,,,0.15833,0.095,0.07,-4.4734,0.071684,0.95,0.7,4.3,0.071684,76.65,-13.449000000000002,0.05
0.035,,,0.052778,0.095,0.07,-4.5694,-0.024626,0.95,0.7,4.3,-0.024626,75.55,-14.401,0.05
0.035,,,0.31667,0.031667,0.07,-4.5982,-0.091059,0.95,0.7,4.3,-0.091059,75.85,-13.638,0.05
0.035,,,0.15833,0.031667,0.07,-4.7519,-0.22566,0.95,0.7,4.3,-0.22566,75.2,-14.533,0.05
0.035,,,0.052778,0.031667,0.07,-4.7392,-0.20658,0.95,0.7,4.3,-0.20658,74.9,-15.294,0.05
0.035,,,0.31667,0.285,0.1,-2.9659,2.009,0.95,0.7,4.3,2.009,95.7,-9.3721,0.07
0.035,,,0.15833,0.285,0.1,-4.027,0.64947,0.95,0.7,4.3,0.64947,81.75,-7.2351,0.07
0.035,,,0.052778,0.285,0.1,-3.6702,0.8853,0.95,0.7,4.3,0.8853,76.95,-9.2432,0.07
0.035,,,0.31667,0.095,0.1,-3.0095,1.475,0.95,0.7,4.3,1.475,78.05,-11.443,0.07
0.035,,,0.15833,0.095,0.1,-3.662,0.8370700000000001,0.95,0.7,4.3,0.8370700000000001,75.85,-10.018,0.07
0.035,,,0.052778,0.095,0.1,-3.7366,0.75981,0.95,0.7,4.3,0.75981,74.8,-10.479,0.07
0.035,,,0.31667,0.031667,0.1,-3.359,1.1289,0.95,0.7,4.3,1.1289,76.05,-10.238,0.07
0.035,,,0.15833,0.031667,0.1,-3.5933,0.89951,0.95,0.7,4.3,0.89951,75.05,-9.8624,0.07
0.035,,,0.052778,0.031667,0.1,-3.646,0.85,0.95,0.7,4.3,0.85,74.65,-9.9657,0.07
0.035,,,0.31667,0.285,0.14,-5.3058,1.8032,0.95,0.7,4.3,1.8032,110.0,-5.1505,0.09
0.035,,,0.15833,0.285,0.14,-4.2789,0.36982,0.95,0.7,4.3,0.36982,82.95,-5.0412,0.09
0.035,,,0.052778,0.285,0.14,-3.4707,1.045,0.95,0.7,4.3,1.045,76.75,-6.937,0.09
0.035,,,0.31667,0.095,0.14,-2.6081,1.8722,0.95,0.7,4.3,1.8722,78.4,-9.0553,0.09
0.035,,,0.15833,0.095,0.14,-3.3058,1.1505,0.95,0.7,4.3,1.1505,75.25,-7.619,0.09
0.035,,,0.052778,0.095,0.14,-3.3526,1.0945,0.95,0.7,4.3,1.0945,74.05,-7.8852,0.09
0.035,,,0.31667,0.031667,0.14,-2.9664,1.4901,0.95,0.7,4.3,1.4901,76.05,-8.0593,0.09
0.035,,,0.15833,0.031667,0.14,-3.2575,1.1944,0.95,0.7,4.3,1.1944,74.7,-7.5735,0.09
0.035,,,0.052778,0.031667,0.14,-3.2893,1.161,0.95,0.7,4.3,1.161,74.15,-7.5779999999999985,0.09
0.035,,,0.31667,0.285,0.07,-3.5858,1.4497,0.95,0.8,4.3,1.4497,86.55,-36.644,0.05
0.035,,,0.15833,0.285,0.07,-4.336,0.76118,0.95,0.8,4.3,0.76118,81.35,-11.852,0.05
0.035,,,0.052778,0.285,0.07,-4.4057,0.59545,0.95,0.8,4.3,0.59545,76.95,-14.959,0.05
0.035,,,0.31667,0.095,0.07,-3.9999,0.88174,0.95,0.8,4.3,0.88174,77.45,-20.323,0.05
0.035,,,0.15833,0.095,0.07,-4.4308,0.5149600000000001,0.95,0.8,4.3,0.5149600000000001,76.15,-15.919,0.05
0.035,,,0.052778,0.095,0.07,-4.5668,0.38535,0.95,0.8,4.3,0.38535,75.15,-16.695,0.05
0.035,,,0.31667,0.031667,0.07,-4.6322,0.27912,0.95,0.8,4.3,0.27912,75.45,-15.974,0.05
0.035,,,0.15833,0.031667,0.07,-4.7582,0.17607,0.95,0.8,4.3,0.17607,74.85,-16.706,0.05
0.035,,,0.052778,0.031667,0.07,-4.8213,0.12168,0.95,0.8,4.3,0.12168,74.55,-17.547,0.05
0.035,,,0.31667,0.285,0.1,-2.4474,2.6135,0.95,0.8,4.3,2.6135,86.6,-17.590999999999998,0.07
0.035,,,0.15833,0.285,0.1,-3.5878,1.4716,0.95,0.8,4.3,1.4716,80.45,-9.1477,0.07
0.035,,,0.052778,0.285,0.1,-3.5875,1.3795,0.95,0.8,4.3,1.3795,76.25,-10.655,0.07
0.035,,,0.31667,0.095,0.1,-2.9444,1.924,0.95,0.8,4.3,1.924,77.1,-14.514,0.07
0.035,,,0.15833,0.095,0.1,-3.5955,1.3126,0.95,0.8,4.3,1.3126,75.35,-11.553,0.07
0.035,,,0.052778,0.095,0.1,-3.7304,1.1794,0.95,0.8,4.3,1.1794,74.35,-11.819,0.07
0.035,,,0.31667,0.031667,0.1,-3.3222,1.5651,0.95,0.8,4.3,1.5651,75.45,-11.994000000000002,0.07
0.035,,,0.15833,0.031667,0.1,-3.5801,1.3247,0.95,0.8,4.3,1.3247,74.6,-11.223,0.07
0.035,,,0.052778,0.031667,0.1,-3.6277,1.2823,0.95,0.8,4.3,1.2823,74.2,-11.246,0.07
0.035,,,0.31667,0.285,0.14,-1.9309,3.1628,0.95,0.8,4.3,3.1628,87.9,-12.514,0.09
