permittivity,f_max,f_min,feed_depth,feed_gap_width,feed_width,substrate_height,patch_length,copper_height,patch_width,resonance,s11,realized_gain,l3vertical,l3horizontal
3.6,65,35,0.18125,0.09666699999999999,0.17424,0.0781,1.45,0.035,1.305,53.3,-9.1131,1.2218,1.2218,-4.1749
4.3,65,35,0.18125,0.09666699999999999,0.15374000000000002,0.0781,1.45,0.035,1.305,48.98,-9.8501,0.89371,0.89371,-4.226
5.0,65,35,0.18125,0.09666699999999999,0.1358,0.0781,1.45,0.035,1.305,45.56,-10.815,0.60144,0.60144,-4.2954
3.6,65,35,0.3625,0.29,0.14256,0.0639,1.45,0.035,1.45,56.39,-20.651,2.0768,2.0768,-3.7152
4.3,65,35,0.3625,0.29,0.12579,0.0639,1.45,0.035,1.45,51.74,-22.447,1.5055,1.5055,-4.002
5.0,65,35,0.3625,0.29,0.11110999999999999,0.0639,1.45,0.035,1.45,48.08,-24.844,1.0464,1.0464,-4.2096
3.6,65,35,0.18125,0.29,0.14256,0.0639,1.45,0.035,1.45,54.86,-12.353,1.5958,1.5958,-4.2374
4.3,65,35,0.18125,0.29,0.12579,0.0639,1.45,0.035,1.45,50.39,-13.558,1.1305,1.1305,-4.3962
5.0,65,35,0.18125,0.29,0.11110999999999999,0.0639,1.45,0.035,1.45,46.85,-15.145,0.70676,0.70676,-4.5574
3.6,65,35,0.3625,0.09666699999999999,0.14256,0.0639,1.45,0.035,1.45,54.02,-14.145,1.6263,1.6263,-4.1269
4.3,65,35,0.3625,0.09666699999999999,0.12579,0.0639,1.45,0.035,1.45,49.55,-15.257,1.0955,1.0955,-4.3468
5.0,65,35,0.3625,0.09666699999999999,0.11110999999999999,0.0639,1.45,0.035,1.45,46.01,-16.752,0.6320100000000001,0.6320100000000001,-4.5598
3.6,65,35,0.18125,0.09666699999999999,0.14256,0.0639,1.45,0.035,1.45,53.33,-12.648,1.3467,1.3467,-4.4336
4.3,65,35,0.18125,0.09666699999999999,0.12579,0.0639,1.45,0.035,1.45,49.01,-13.914000000000001,0.9061,0.9061,-4.5536
5.0,65,35,0.18125,0.09666699999999999,0.11110999999999999,0.0639,1.45,0.035,1.45,45.56,-15.722999999999999,0.45403999999999994,0.45403999999999994,-4.7481
3.6,65,35,0.3625,0.29,0.1584,0.071,1.45,0.035,1.45,56.33,-17.792,2.3765,2.3765,-3.4115
4.3,65,35,0.3625,0.29,0.13976,0.071,1.45,0.035,1.45,51.68,-18.892,1.8456,1.8456,-3.6589
5.0,65,35,0.3625,0.29,0.12345999999999999,0.071,1.45,0.035,1.45,48.02,-20.224,1.4254,1.4254,-3.8278
3.6,65,35,0.18125,0.29,0.1584,0.071,1.45,0.035,1.45,54.71,-11.142000000000001,1.804,1.804,-4.0154
4.3,65,35,0.18125,0.29,0.13976,0.071,1.45,0.035,1.45,50.27,-12.088,1.3654,1.3654,-4.1543
5.0,65,35,0.18125,0.29,0.12345999999999999,0.071,1.45,0.035,1.45,46.76,-13.296,0.97851,0.97851,-4.2823
3.6,65,35,0.3625,0.09666699999999999,0.1584,0.071,1.45,0.035,1.45,53.9,-12.725999999999999,1.8379,1.8379,-3.9088
4.3,65,35,0.3625,0.09666699999999999,0.13976,0.071,1.45,0.035,1.45,49.46,-13.571,1.3546,1.3546,-4.0829
5.0,65,35,0.3625,0.09666699999999999,0.12345999999999999,0.071,1.45,0.035,1.45,45.92,-14.677,0.88446,0.88446,-4.3043
3.6,65,35,0.18125,0.09666699999999999,0.1584,0.071,1.45,0.035,1.45,53.18,-11.462,1.5424,1.5424,-4.2263
4.3,65,35,0.18125,0.09666699999999999,0.13976,0.071,1.45,0.035,1.45,48.86,-12.48,1.0949,1.0949,-4.3568
5.0,65,35,0.18125,0.09666699999999999,0.12345999999999999,0.071,1.45,0.035,1.45,45.44,-13.884,0.69996,0.69996,-4.4982
3.6,65,35,0.3625,0.29,0.17424,0.0781,1.45,0.035,1.45,56.27,-16.232,2.6566,2.6566,-3.125
4.3,65,35,0.3625,0.29,0.15374000000000002,0.0781,1.45,0.035,1.45,51.65,-17.049,2.16,2.16,-3.3401
5.0,65,35,0.3625,0.29,0.1358,0.0781,1.45,0.035,1.45,47.99,-18.063,1.7677,1.7677,-3.4812
3.6,65,35,0.18125,0.29,0.17424,0.0781,1.45,0.035,1.45,54.65,-10.22,2.0161,2.0161,-3.7943
4.3,65,35,0.18125,0.29,0.15374000000000002,0.0781,1.45,0.035,1.45,50.21,-10.981,1.5993,1.5993,-3.9151
5.0,65,35,0.18125,0.29,0.1358,0.0781,1.45,0.035,1.45,46.7,-11.924000000000001,1.2473,1.2473,-4.0103
3.6,65,35,0.3625,0.09666699999999999,0.17424,0.0781,1.45,0.035,1.45,53.87,-11.767999999999999,2.0945,2.0945,-3.6471
4.3,65,35,0.3625,0.09666699999999999,0.15374000000000002,0.0781,1.45,0.035,1.45,49.43,-12.408,1.6316,1.6316,-3.8016
5.0,65,35,0.3625,0.09666699999999999,0.1358,0.0781,1.45,0.035,1.45,45.89,-13.238,1.1959,1.1959,-3.989
3.6,65,35,0.18125,0.09666699999999999,0.17424,0.0781,1.45,0.035,1.45,53.12,-10.362,1.7635,1.7635,-3.9951
4.3,65,35,0.18125,0.09666699999999999,0.15374000000000002,0.0781,1.45,0.035,1.45,48.8,-11.154000000000002,1.3362,1.3362,-4.1109
5.0,65,35,0.18125,0.09666699999999999,0.1358,0.0781,1.45,0.035,1.45,45.38,-12.209000000000001,0.9667399999999999,0.9667399999999999,-4.2285
3.6,65,35,0.3625,0.29,0.14256,0.0639,1.45,0.035,1.595,55.7,-46.358000000000004,2.3228,2.3228,-3.7451
4.3,65,35,0.3625,0.29,0.12579,0.0639,1.45,0.035,1.595,51.14,-36.205,1.7359,1.7359,-4.0424
5.0,65,35,0.3625,0.29,0.11110999999999999,0.0639,1.45,0.035,1.595,47.51,-30.983,1.2408,1.2408,-4.3005
3.6,65,35,0.18125,0.29,0.14256,0.0639,1.45,0.035,1.595,54.47,-14.894,2.0704,2.0704,-4.069
4.3,65,35,0.18125,0.29,0.12579,0.0639,1.45,0.035,1.595,50.06,-16.401,1.5462,1.5462,-4.2709
5.0,65,35,0.18125,0.29,0.11110999999999999,0.0639,1.45,0.035,1.595,46.55,-18.529,1.0607,1.0607,-4.4957
3.6,65,35,0.3625,0.09666699999999999,0.14256,0.0639,1.45,0.035,1.595,53.72,-17.018,2.0028,2.0028,-4.0514
4.3,65,35,0.3625,0.09666699999999999,0.12579,0.0639,1.45,0.035,1.595,49.31,-18.324,1.425,1.425,-4.3182
5.0,65,35,0.3625,0.09666699999999999,0.11110999999999999,0.0639,1.45,0.035,1.595,45.77,-20.252,0.8556,0.8556,-4.6274
3.6,65,35,0.18125,0.09666699999999999,0.14256,0.0639,1.45,0.035,1.595,53.12,-14.642999999999999,1.7993,1.7993,-4.2882
4.3,65,35,0.18125,0.09666699999999999,0.12579,0.0639,1.45,0.035,1.595,48.8,-16.127,1.2474,1.2474,-4.5142
5.0,65,35,0.18125,0.09666699999999999,0.11110999999999999,0.0639,1.45,0.035,1.595,45.38,-18.349,0.7451,0.7451,-4.749
3.6,65,35,0.3625,0.29,0.1584,0.071,1.45,0.035,1.595,55.61,-32.152,2.7041,2.7041,-3.3567
4.3,65,35,0.3625,0.29,0.13976,0.071,1.45,0.035,1.595,51.08,-36.992,2.1504,2.1504,-3.6237
5.0,65,35,0.3625,0.29,0.12345999999999999,0.071,1.45,0.035,1.595,47.45,-45.847,1.6513,1.6513,-3.8843
3.6,65,35,0.18125,0.29,0.1584,0.071,1.45,0.035,1.595,54.38,-13.24,2.3226,2.3226,-3.8086
4.3,65,35,0.18125,0.29,0.13976,0.071,1.45,0.035,1.595,49.97,-14.33,1.8435,1.8435,-3.9699
5.0,65,35,0.18125,0.29,0.12345999999999999,0.071,1.45,0.035,1.595,46.46,-15.753,1.3923,1.3923,-4.1588
3.6,65,35,0.3625,0.09666699999999999,0.1584,0.071,1.45,0.035,1.595,53.6,-15.187000000000001,2.2635,2.2635,-3.7825
