permittivity,f_max,f_min,feed_depth,feed_gap_width,feed_width,substrate_height,patch_length,copper_height,patch_width,resonance,s11,realized_gain,l3vertical,l3horizontal
4.3,30,10,0.8,0.21333000000000002,0.27,0.13716,3.2,0.035,3.2,22.44,-15.144,1.1917,1.1917,-4.211
5.0,30,10,0.8,0.21333000000000002,0.2385,0.13716,3.2,0.035,3.2,20.84,-16.394000000000002,0.65935,0.65935,-4.4938
3.6,30,10,0.4,0.21333000000000002,0.306,0.13716,3.2,0.035,3.2,24.14,-11.725,1.41,1.41,-4.3345
4.3,30,10,0.4,0.21333000000000002,0.27,0.13716,3.2,0.035,3.2,22.14,-12.924000000000001,0.872,0.872,-4.5396
5.0,30,10,0.4,0.21333000000000002,0.2385,0.13716,3.2,0.035,3.2,20.6,-14.390999999999998,0.43835,0.43835,-4.7202
3.6,30,10,0.8,0.64,0.34,0.1524,3.2,0.035,3.2,25.46,-19.309,2.4718,2.4718,-3.3141
4.3,30,10,0.8,0.64,0.3,0.1524,3.2,0.035,3.2,23.36,-20.820999999999998,1.8811,1.8811,-3.6018
5.0,30,10,0.8,0.64,0.265,0.1524,3.2,0.035,3.2,21.7,-22.612,1.4083,1.4083,-3.8186
3.6,30,10,0.4,0.64,0.34,0.1524,3.2,0.035,3.2,24.78,-10.623,1.8841,1.8841,-3.923
4.3,30,10,0.4,0.64,0.3,0.1524,3.2,0.035,3.2,22.74,-11.509,1.4173,1.4173,-4.0677
5.0,30,10,0.4,0.64,0.265,0.1524,3.2,0.035,3.2,21.14,-12.698,0.9872799999999999,0.9872799999999999,-4.2333
3.6,30,10,0.8,0.21333000000000002,0.34,0.1524,3.2,0.035,3.2,24.42,-12.732999999999999,1.9671,1.9671,-3.7529
4.3,30,10,0.8,0.21333000000000002,0.3,0.1524,3.2,0.035,3.2,22.4,-13.562999999999999,1.4332,1.4332,-3.9658
5.0,30,10,0.8,0.21333000000000002,0.265,0.1524,3.2,0.035,3.2,20.8,-14.543,0.9617399999999999,0.9617399999999999,-4.1873
3.6,30,10,0.4,0.21333000000000002,0.34,0.1524,3.2,0.035,3.2,24.08,-10.732999999999999,1.6030000000000002,1.6030000000000002,-4.1346
4.3,30,10,0.4,0.21333000000000002,0.3,0.1524,3.2,0.035,3.2,22.1,-11.724,1.1061,1.1061,-4.3025
5.0,30,10,0.4,0.21333000000000002,0.265,0.1524,3.2,0.035,3.2,20.54,-12.937999999999999,0.70121,0.70121,-4.4526
3.6,30,10,0.8,0.64,0.374,0.16764,3.2,0.035,3.2,25.44,-17.444000000000003,2.7411,2.7411,-3.0369
4.3,30,10,0.8,0.64,0.33,0.16764,3.2,0.035,3.2,23.34,-18.587,2.1943,2.1943,-3.2831
5.0,30,10,0.8,0.64,0.2915,0.16764,3.2,0.035,3.2,21.68,-19.962,1.7303,1.7303,-3.4908
3.6,30,10,0.4,0.64,0.374,0.16764,3.2,0.035,3.2,24.74,-9.8468,2.0765,2.0765,-3.7223
4.3,30,10,0.4,0.64,0.33,0.16764,3.2,0.035,3.2,22.7,-10.581,1.6119999999999999,1.6119999999999999,-3.8658
5.0,30,10,0.4,0.64,0.2915,0.16764,3.2,0.035,3.2,21.12,-11.597999999999999,1.2426,1.2426,-3.975
3.6,30,10,0.8,0.21333000000000002,0.374,0.16764,3.2,0.035,3.2,24.38,-11.735999999999999,2.1451,2.1451,-3.5679
4.3,30,10,0.8,0.21333000000000002,0.33,0.16764,3.2,0.035,3.2,22.36,-12.424000000000001,1.6341,1.6341,-3.76
5.0,30,10,0.8,0.21333000000000002,0.2915,0.16764,3.2,0.035,3.2,20.76,-13.231,1.2147,1.2147,-3.9299
3.6,30,10,0.4,0.21333000000000002,0.374,0.16764,3.2,0.035,3.2,24.02,-9.9858,1.7663,1.7663,-3.9639
4.3,30,10,0.4,0.21333000000000002,0.33,0.16764,3.2,0.035,3.2,22.04,-10.847999999999999,1.2879,1.2879,-4.1138
5.0,30,10,0.4,0.21333000000000002,0.2915,0.16764,3.2,0.035,3.2,20.5,-11.886,0.9316200000000001,0.9316200000000001,-4.2183
3.6,30,10,0.8,0.64,0.306,0.13716,3.2,0.035,3.52,25.18,-30.854,2.386,2.386,-3.6849
4.3,30,10,0.8,0.64,0.27,0.13716,3.2,0.035,3.52,23.12,-27.47,1.7326,1.7326,-4.0298
5.0,30,10,0.8,0.64,0.2385,0.13716,3.2,0.035,3.52,21.48,-25.25,1.2166,1.2166,-4.2957
3.6,30,10,0.4,0.64,0.306,0.13716,3.2,0.035,3.52,24.66,-13.998,2.1365,2.1365,-3.9802
4.3,30,10,0.4,0.64,0.27,0.13716,3.2,0.035,3.52,22.66,-15.375,1.5938,1.5938,-4.1868
5.0,30,10,0.4,0.64,0.2385,0.13716,3.2,0.035,3.52,21.04,-17.214000000000002,1.087,1.087,-4.4226
3.6,30,10,0.8,0.21333000000000002,0.306,0.13716,3.2,0.035,3.52,24.34,-17.088,2.151,2.151,-3.8761
4.3,30,10,0.8,0.21333000000000002,0.27,0.13716,3.2,0.035,3.52,22.32,-18.307000000000002,1.5413,1.5413,-4.1649
5.0,30,10,0.8,0.21333000000000002,0.2385,0.13716,3.2,0.035,3.52,20.72,-19.910999999999998,0.9899,0.9899,-4.4487
3.6,30,10,0.4,0.21333000000000002,0.306,0.13716,3.2,0.035,3.52,24.06,-13.479000000000001,1.8949,1.8949,-4.158
4.3,30,10,0.4,0.21333000000000002,0.27,0.13716,3.2,0.035,3.52,22.08,-14.764000000000001,1.3214,1.3214,-4.396
5.0,30,10,0.4,0.21333000000000002,0.2385,0.13716,3.2,0.035,3.52,20.52,-16.545,0.82688,0.82688,-4.6157
3.6,30,10,0.8,0.64,0.34,0.1524,3.2,0.035,3.52,25.14,-43.908,2.7439,2.7439,-3.3172
4.3,30,10,0.8,0.64,0.3,0.1524,3.2,0.035,3.52,23.08,-35.544000000000004,2.1455,2.1455,-3.6107
5.0,30,10,0.8,0.64,0.265,0.1524,3.2,0.035,3.52,21.44,-30.968000000000004,1.6032,1.6032,-3.9025
3.6,30,10,0.4,0.64,0.34,0.1524,3.2,0.035,3.52,24.62,-12.681,2.3930000000000002,2.3930000000000002,-3.7144
4.3,30,10,0.4,0.64,0.3,0.1524,3.2,0.035,3.52,22.62,-13.764000000000001,1.876,1.876,-3.9001
5.0,30,10,0.4,0.64,0.265,0.1524,3.2,0.035,3.52,21.02,-15.123,1.4402,1.4402,-4.0667
3.6,30,10,0.8,0.21333000000000002,0.34,0.1524,3.2,0.035,3.52,24.3,-15.415999999999999,2.419,2.419,-3.6011
4.3,30,10,0.8,0.21333000000000002,0.3,0.1524,3.2,0.035,3.52,22.28,-16.305999999999997,1.8421,1.8421,-3.8588
5.0,30,10,0.8,0.21333000000000002,0.265,0.1524,3.2,0.035,3.52,20.68,-17.437,1.2570000000000001,1.2570000000000001,-4.1763
3.6,30,10,0.4,0.21333000000000002,0.34,0.1524,3.2,0.035,3.52,24.0,-12.288,2.1304,2.1304,-3.9134
4.3,30,10,0.4,0.21333000000000002,0.3,0.1524,3.2,0.035,3.52,22.04,-13.331,1.5844,1.5844,-4.129
5.0,30,10,0.4,0.21333000000000002,0.265,0.1524,3.2,0.035,3.52,20.48,-14.73,1.0947,1.0947,-4.3442
3.6,30,10,0.8,0.64,0.374,0.16764,3.2,0.035,3.52,25.12,-31.104,3.0325,3.0325,-3.0180000000000002
4.3,30,10,0.8,0.64,0.33,0.16764,3.2,0.035,3.52,23.06,-35.099000000000004,2.4719,2.4719,-3.2771
5.0,30,10,0.8,0.64,0.2915,0.16764,3.2,0.035,3.52,21.42,-40.878,1.9318,1.9318,-3.5666
3.6,30,10,0.4,0.64,0.374,0.16764,3.2,0.035,3.52,24.58,-11.689,2.5848,2.5848,-3.5125
4.3,30,10,0.4,0.64,0.33,0.16764,3.2,0.035,3.52,22.56,-12.584000000000001,2.09,2.09,-3.6802
5.0,30,10,0.4,0.64,0.2915,0.16764,3.2,0.035,3.52,20.98,-13.693,1.6737,1.6737,-3.8295
3.6,30,10,0.8,0.21333000000000002,0.374,0.16764,3.2,0.035,3.52,24.28,-14.350999999999999,2.6991,2.6991,-3.3134
4.3,30,10,0.8,0.21333000000000002,0.33,0.16764,3.2,0.035,3.52,22.26,-15.042,2.1508,2.1508,-3.5453
5.0,30,10,0.8,0.21333000000000002,0.2915,0.16764,3.2,0.035,3.52,20.66,-15.921,1.5802,1.5802,-3.8483
3.6,30,10,0.4,0.21333000000000002,0.374,0.16764,3.2,0.035,3.52,23.96,-11.255999999999998,2.3214,2.3214,-3.7141
4.3,30,10,0.4,0.21333000000000002,0.33,0.16764,3.2,0.035,3.52,22.0,-12.093,1.8441,1.8441,-3.8658
5.0,30,10,0.4,0.21333000000000002,0.2915,0.16764,3.2,0.035,3.52,20.44,-13.175999999999998,1.3368,1.3368,-4.0991
3.6,30,10,0.725,0.58,0.306,0.13716,2.9,0.035,2.61,28.52,-13.137,2.029,2.029,-3.4703
4.3,30,10,0.725,0.58,0.27,0.13716,2.9,0.035,2.61,26.16,-14.035,1.4977,1.4977,-3.6885
5.0,30,10,0.725,0.58,0.2385,0.13716,2.9,0.035,2.61,24.28,-15.365,1.126,1.126,-3.8317
3.6,30,10,0.3625,0.58,0.306,0.13716,2.9,0.035,2.61,27.52,-9.0135,1.2778,1.2778,-4.194
4.3,30,10,0.3625,0.58,0.27,0.13716,2.9,0.035,2.61,25.3,-9.8139,0.88976,0.88976,-4.2799
5.0,30,10,0.3625,0.58,0.2385,0.13716,2.9,0.035,2.61,23.52,-10.843,0.60647,0.60647,-4.333
3.6,30,10,0.725,0.19333,0.306,0.13716,2.9,0.035,2.61,27.1,-10.715,1.4469999999999998,1.4469999999999998,-3.9334
4.3,30,10,0.725,0.19333,0.27,0.13716,2.9,0.035,2.61,24.86,-11.465,0.9819399999999999,0.9819399999999999,-4.1033
5.0,30,10,0.725,0.19333,0.2385,0.13716,2.9,0.035,2.61,23.08,-12.515,0.61356,0.61356,-4.2567
3.6,30,10,0.3625,0.19333,0.306,0.13716,2.9,0.035,2.61,26.66,-9.4619,1.0437,1.0437,-4.3389
4.3,30,10,0.3625,0.19333,0.27,0.13716,2.9,0.035,2.61,24.5,-10.329,0.6855100000000001,0.6855100000000001,-4.4064
5.0,30,10,0.3625,0.19333,0.2385,0.13716,2.9,0.035,2.61,22.78,-11.415,0.35715,0.35715,-4.5175
3.6,30,10,0.725,0.58,0.34,0.1524,2.9,0.035,2.61,28.5,-12.068,2.2989,2.2989,-3.1965
4.3,30,10,0.725,0.58,0.3,0.1524,2.9,0.035,2.61,26.14,-12.833,1.7877,1.7877,-3.3933
5.0,30,10,0.725,0.58,0.265,0.1524,2.9,0.035,2.61,24.26,-13.947000000000001,1.4537,1.4537,-3.4978
3.6,30,10,0.3625,0.58,0.34,0.1524,2.9,0.035,2.61,27.48,-8.3078,1.4681,1.4681,-3.9968
4.3,30,10,0.3625,0.58,0.3,0.1524,2.9,0.035,2.61,25.26,-8.9898,1.1145,1.1145,-4.0504
5.0,30,10,0.3625,0.58,0.265,0.1524,2.9,0.035,2.61,23.48,-9.8729,0.8452,0.8452,-4.0882
3.6,30,10,0.725,0.19333,0.34,0.1524,2.9,0.035,2.61,27.06,-9.8418,1.6364,1.6364,-3.7364
4.3,30,10,0.725,0.19333,0.3,0.1524,2.9,0.035,2.61,24.82,-10.48,1.1943,1.1943,-3.886
5.0,30,10,0.725,0.19333,0.265,0.1524,2.9,0.035,2.61,23.04,-11.378,0.85841,0.85841,-4.0057
3.6,30,10,0.3625,0.19333,0.34,0.1524,2.9,0.035,2.61,26.58,-8.7642,1.1903,1.1903,-4.1795
4.3,30,10,0.3625,0.19333,0.3,0.1524,2.9,0.035,2.61,24.42,-9.5261,0.81983,0.81983,-4.265
5.0,30,10,0.3625,0.19333,0.265,0.1524,2.9,0.035,2.61,22.72,-10.470999999999998,0.5519,0.5519,-4.3157
3.6,30,10,0.725,0.58,0.374,0.16764,2.9,0.035,2.61,28.48,-11.122,2.4792,2.4792,-3.0108
4.3,30,10,0.725,0.58,0.33,0.16764,2.9,0.035,2.61,26.12,-11.767000000000001,1.9955,1.9955,-3.1804
5.0,30,10,0.725,0.58,0.2915,0.16764,2.9,0.035,2.61,24.24,-12.732000000000001,1.6825,1.6825,-3.2627
3.6,30,10,0.3625,0.58,0.374,0.16764,2.9,0.035,2.61,27.42,-7.7861,1.5935,1.5935,-3.8623
4.3,30,10,0.3625,0.58,0.33,0.16764,2.9,0.035,2.61,25.2,-8.3982,1.2529,1.2529,-3.9051
5.0,30,10,0.3625,0.58,0.2915,0.16764,2.9,0.035,2.61,23.44,-9.1876,1.0142,1.0142,-3.9126
3.6,30,10,0.725,0.19333,0.374,0.16764,2.9,0.035,2.61,27.04,-9.2706,1.8404,1.8404,-3.5245
4.3,30,10,0.725,0.19333,0.33,0.16764,2.9,0.035,2.61,24.8,-9.8274,1.4223,1.4223,-3.6538
5.0,30,10,0.725,0.19333,0.2915,0.16764,2.9,0.035,2.61,23.04,-10.623,1.119,1.119,-3.7402
3.6,30,10,0.3625,0.19333,0.374,0.16764,2.9,0.035,2.61,26.54,-8.1209,1.3651,1.3651,-3.998
4.3,30,10,0.3625,0.19333,0.33,0.16764,2.9,0.035,2.61,24.4,-8.7805,1.0222,1.0222,-4.0595
5.0,30,10,0.3625,0.19333,0.2915,0.16764,2.9,0.035,2.61,22.7,-9.6029,0.77457,0.77457,-4.0882
3.6,30,10,0.725,0.58,0.306,0.13716,2.9,0.035,2.9,28.1,-19.284000000000002,2.4363,2.4363,-3.3579
4.3,30,10,0.725,0.58,0.27,0.13716,2.9,0.035,2.9,25.8,-20.714000000000002,1.8825,1.8825,-3.6093
5.0,30,10,0.725,0.58,0.2385,0.13716,2.9,0.035,2.9,23.96,-23.287,1.4216,1.4216,-3.8117
3.6,30,10,0.3625,0.58,0.306,0.13716,2.9,0.035,2.9,27.34,-10.702,1.8465,1.8465,-3.9694
4.3,30,10,0.3625,0.58,0.27,0.13716,2.9,0.035,2.9,25.12,-11.623,1.3809,1.3809,-4.1155
5.0,30,10,0.3625,0.58,0.2385,0.13716,2.9,0.035,2.9,23.36,-12.845,1.0027,1.0027,-4.2263
3.6,30,10,0.725,0.19333,0.306,0.13716,2.9,0.035,2.9,26.94,-12.775,1.9428,1.9428,-3.7853
4.3,30,10,0.725,0.19333,0.27,0.13716,2.9,0.035,2.9,24.72,-13.578,1.4265,1.4265,-3.9818
5.0,30,10,0.725,0.19333,0.2385,0.13716,2.9,0.035,2.9,22.96,-14.790999999999999,0.9809899999999999,0.9809899999999999,-4.1753
3.6,30,10,0.3625,0.19333,0.306,0.13716,2.9,0.035,2.9,26.58,-10.802999999999999,1.5819,1.5819,-4.1649
4.3,30,10,0.3625,0.19333,0.27,0.13716,2.9,0.035,2.9,24.4,-11.749,1.0986,1.0986,-4.3205
5.0,30,10,0.3625,0.19333,0.2385,0.13716,2.9,0.035,2.9,22.7,-12.972999999999999,0.72415,0.72415,-4.4382
3.6,30,10,0.725,0.58,0.34,0.1524,2.9,0.035,2.9,28.06,-17.203,2.7474,2.7474,-3.0381
4.3,30,10,0.725,0.58,0.3,0.1524,2.9,0.035,2.9,25.76,-18.250999999999998,2.2359999999999998,2.2359999999999998,-3.2509
5.0,30,10,0.725,0.58,0.265,0.1524,2.9,0.035,2.9,23.92,-20.035,1.7582,1.7582,-3.4691
3.6,30,10,0.3625,0.58,0.34,0.1524,2.9,0.035,2.9,27.28,-9.8258,2.0592,2.0592,-3.7459
4.3,30,10,0.3625,0.58,0.3,0.1524,2.9,0.035,2.9,25.08,-10.589,1.625,1.625,-3.865
5.0,30,10,0.3625,0.58,0.265,0.1524,2.9,0.035,2.9,23.32,-11.605,1.2785,1.2785,-3.9464
3.6,30,10,0.725,0.19333,0.34,0.1524,2.9,0.035,2.9,26.9,-11.674000000000001,2.1448,2.1448,-3.5763
4.3,30,10,0.725,0.19333,0.3,0.1524,2.9,0.035,2.9,24.68,-12.322000000000001,1.6402,1.6402,-3.7635
5.0,30,10,0.725,0.19333,0.265,0.1524,2.9,0.035,2.9,22.92,-13.307,1.2165,1.2165,-3.9352
3.6,30,10,0.3625,0.19333,0.34,0.1524,2.9,0.035,2.9,26.5,-9.9642,1.7632,1.7632,-3.975
4.3,30,10,0.3625,0.19333,0.3,0.1524,2.9,0.035,2.9,24.34,-10.78,1.2930000000000001,1.2930000000000001,-4.1193
5.0,30,10,0.3625,0.19333,0.265,0.1524,2.9,0.035,2.9,22.64,-11.812000000000001,0.9220200000000001,0.9220200000000001,-4.2355
3.6,30,10,0.725,0.58,0.374,0.16764,2.9,0.035,2.9,28.04,-15.508,2.9798,2.9798,-2.7971
4.3,30,10,0.725,0.58,0.33,0.16764,2.9,0.035,2.9,25.72,-16.283,2.4621,2.4621,-3.0181
5.0,30,10,0.725,0.58,0.2915,0.16764,2.9,0.035,2.9,23.88,-17.635,2.0199,2.0199,-3.201
3.6,30,10,0.3625,0.58,0.374,0.16764,2.9,0.035,2.9,27.24,-9.1831,2.2229,2.2229,-3.5709
4.3,30,10,0.3625,0.58,0.33,0.16764,2.9,0.035,2.9,25.02,-9.8524,1.8074,1.8074,-3.6735
5.0,30,10,0.3625,0.58,0.2915,0.16764,2.9,0.035,2.9,23.26,-10.74,1.4923,1.4923,-3.727
3.6,30,10,0.725,0.19333,0.374,0.16764,2.9,0.035,2.9,26.88,-10.985999999999999,2.3665,2.3665,-3.3483
4.3,30,10,0.725,0.19333,0.33,0.16764,2.9,0.035,2.9,24.66,-11.533,1.8817,1.8817,-3.5175
5.0,30,10,0.725,0.19333,0.2915,0.16764,2.9,0.035,2.9,22.9,-12.377,1.4854,1.4854,-3.6614
3.6,30,10,0.3625,0.19333,0.374,0.16764,2.9,0.035,2.9,26.46,-9.228,1.9302,1.9302,-3.8
4.3,30,10,0.3625,0.19333,0.33,0.16764,2.9,0.035,2.9,24.3,-9.9199,1.5090000000000001,1.5090000000000001,-3.8968
5.0,30,10,0.3625,0.19333,0.2915,0.16764,2.9,0.035,2.9,22.6,-10.802999999999999,1.1582,1.1582,-3.9951
3.6,30,10,0.725,0.58,0.306,0.13716,2.9,0.035,3.19,27.74,-39.449,2.7841,2.7841,-3.2895
4.3,30,10,0.725,0.58,0.27,0.13716,2.9,0.035,3.19,25.48,-37.725,2.1592,2.1592,-3.6003
5.0,30,10,0.725,0.58,0.2385,0.13716,2.9,0.035,3.19,23.68,-30.211,1.5961,1.5961,-3.9162
3.6,30,10,0.3625,0.58,0.306,0.13716,2.9,0.035,3.19,27.18,-12.864,2.3890000000000002,2.3890000000000002,-3.7314
4.3,30,10,0.3625,0.58,0.27,0.13716,2.9,0.035,3.19,24.96,-13.841,1.8585,1.8585,-3.9228
5.0,30,10,0.3625,0.58,0.2385,0.13716,2.9,0.035,3.19,23.2,-15.312999999999999,1.4034,1.4034,-4.1106
3.6,30,10,0.725,0.19333,0.306,0.13716,2.9,0.035,3.19,26.82,-15.677999999999999,2.405,2.405,-3.6267
4.3,30,10,0.725,0.19333,0.27,0.13716,2.9,0.035,3.19,24.6,-16.266,1.7802,1.7802,-3.926
5.0,30,10,0.725,0.19333,0.2385,0.13716,2.9,0.035,3.19,22.84,-17.718,1.2615,1.2615,-4.1807
3.6,30,10,0.3625,0.19333,0.306,0.13716,2.9,0.035,3.19,26.5,-12.380999999999998,2.1093,2.1093,-3.9477
4.3,30,10,0.3625,0.19333,0.27,0.13716,2.9,0.035,3.19,24.32,-13.443,1.5322,1.5322,-4.1868
5.0,30,10,0.3625,0.19333,0.2385,0.13716,2.9,0.035,3.19,22.6,-14.831,1.0408,1.0408,-4.4053
3.6,30,10,0.725,0.58,0.34,0.1524,2.9,0.035,3.19,27.7,-31.204,3.0738,3.0738,-2.9876
4.3,30,10,0.725,0.58,0.3,0.1524,2.9,0.035,3.19,25.44,-32.053000000000004,2.4742,2.4742,-3.278
5.0,30,10,0.725,0.58,0.265,0.1524,2.9,0.035,3.19,23.64,-41.918,1.959,1.959,-3.5462
3.6,30,10,0.3625,0.58,0.34,0.1524,2.9,0.035,3.19,27.12,-11.744000000000002,2.5892,2.5892,-3.5195
4.3,30,10,0.3625,0.58,0.3,0.1524,2.9,0.035,3.19,24.9,-12.514000000000001,2.0742,2.0742,-3.7013
5.0,30,10,0.3625,0.58,0.265,0.1524,2.9,0.035,3.19,23.14,-13.686,1.6436,1.6436,-3.8652
3.6,30,10,0.725,0.19333,0.34,0.1524,2.9,0.035,3.19,26.78,-14.404000000000002,2.7029,2.7029,-3.3199
4.3,30,10,0.725,0.19333,0.3,0.1524,2.9,0.035,3.19,24.56,-14.818,2.1066,2.1066,-3.5944
5.0,30,10,0.725,0.19333,0.265,0.1524,2.9,0.035,3.19,22.82,-15.911,1.6262,1.6262,-3.8109
3.6,30,10,0.3625,0.19333,0.34,0.1524,2.9,0.035,3.19,26.44,-11.249,2.3134,2.3134,-3.7334
4.3,30,10,0.3625,0.19333,0.3,0.1524,2.9,0.035,3.19,24.26,-12.054,1.8109,1.8109,-3.9037
5.0,30,10,0.3625,0.19333,0.265,0.1524,2.9,0.035,3.19,22.56,-13.135,1.3554,1.3554,-4.0883
3.6,30,10,0.725,0.58,0.374,0.16764,2.9,0.035,3.19,27.66,-24.778000000000002,3.3171,3.3171,-2.7309
4.3,30,10,0.725,0.58,0.33,0.16764,2.9,0.035,3.19,25.4,-25.026,2.7388,2.7388,-3.0051
5.0,30,10,0.725,0.58,0.2915,0.16764,2.9,0.035,3.19,23.6,-28.096,2.2653,2.2653,-3.2321
3.6,30,10,0.3625,0.58,0.374,0.16764,2.9,0.035,3.19,27.06,-10.913,2.7582,2.7582,-3.3379
4.3,30,10,0.3625,0.58,0.33,0.16764,2.9,0.035,3.19,24.84,-11.554,2.2599,2.2599,-3.5094
