permittivity,f_max,f_min,feed_depth,feed_gap_width,feed_width,substrate_height,patch_length,copper_height,patch_width,resonance,s11,realized_gain,l3vertical,l3horizontal
4.3,105,55,0.25,0.2,0.15374000000000002,0.0781,1.0,0.035,1.1,73.65,-15.607000000000001,3.3182,3.3182,-2.4227
5.0,105,55,0.25,0.2,0.1358,0.0781,1.0,0.035,1.1,68.35,-16.33,2.905,2.905,-2.6111
3.6,105,55,0.125,0.2,0.17424,0.0781,1.0,0.035,1.1,78.05,-9.3599,3.0852,3.0852,-2.9763
4.3,105,55,0.125,0.2,0.15374000000000002,0.0781,1.0,0.035,1.1,71.75,-9.8081,2.6451,2.6451,-3.1394
5.0,105,55,0.125,0.2,0.1358,0.0781,1.0,0.035,1.1,66.7,-10.477,2.3001,2.3001,-3.2430000000000003
3.6,105,55,0.25,0.06666699999999999,0.17424,0.0781,1.0,0.035,1.1,77.3,-10.652000000000001,3.1905,3.1905,-2.8154
4.3,105,55,0.25,0.06666699999999999,0.15374000000000002,0.0781,1.0,0.035,1.1,70.9,-10.917,2.6929,2.6929,-3.0334
5.0,105,55,0.25,0.06666699999999999,0.1358,0.0781,1.0,0.035,1.1,65.8,-11.49,2.2902,2.2902,-3.1837
3.6,105,55,0.125,0.06666699999999999,0.17424,0.0781,1.0,0.035,1.1,76.1,-9.1134,2.8006,2.8006,-3.2304
4.3,105,55,0.125,0.06666699999999999,0.15374000000000002,0.0781,1.0,0.035,1.1,69.9,-9.5832,2.3576,2.3576,-3.387
5.0,105,55,0.125,0.06666699999999999,0.1358,0.0781,1.0,0.035,1.1,65.05,-10.215,2.0118,2.0118,-3.4760000000000004
