speed of light,permittivity,patch_length,patch_width,substrate_height,feed_depth,feed_gap_width,resonance,s11,realized_gain,l3vertical,l3horizontal
299792458000.0,4.3,0.85,1.0,0.05,0.047222,0.255,84150000000.0,-24.674,2.1563,2.1563,-3.8777
299792458000.0,4.3,0.85,1.0,0.05,0.28333,0.085,84250000000.0,-23.203000000000007,1.915,1.915,-3.9585
299792458000.0,4.3,0.85,1.0,0.05,0.14167000000000002,0.085,83400000000.0,-29.276,1.8851,1.8851,-4.0841
299792458000.0,4.3,0.85,1.0,0.05,0.047222,0.085,82650000000.0,-27.552,1.7723,1.7723,-4.2123
299792458000.0,4.3,0.85,1.0,0.05,0.28333,0.028333,83100000000.0,-28.211,1.9122,1.9122,-4.026
299792458000.0,4.3,0.85,1.0,0.05,0.14167000000000002,0.028333,82600000000.0,-24.835,1.7846,1.7846,-4.1856
299792458000.0,4.3,0.85,1.0,0.05,0.047222,0.028333,82300000000.0,-25.008000000000006,1.744,1.744,-4.2359
299792458000.0,4.3,0.85,1.0,0.07,0.28333,0.255,86850000000.0,-8.0473,1.9417,1.9417,-3.79
299792458000.0,4.3,0.85,1.0,0.07,0.14167000000000002,0.255,86200000000.0,-18.867,3.4178,3.4178,-2.6006
299792458000.0,4.3,0.85,1.0,0.07,0.047222,0.255,83200000000.0,-15.724,3.0108,3.0108,-2.9859
299792458000.0,4.3,0.85,1.0,0.07,0.28333,0.085,83500000000.0,-49.11,3.136,3.136,-2.7067
299792458000.0,4.3,0.85,1.0,0.07,0.14167000000000002,0.085,82450000000.0,-17.336,2.8661,2.8661,-3.0699
299792458000.0,4.3,0.85,1.0,0.07,0.047222,0.085,81650000000.0,-16.206,2.7024,2.7024,-3.2486
299792458000.0,4.3,0.85,1.0,0.07,0.28333,0.028333,82550000000.0,-19.501,3.1175,3.1175,-2.7868
299792458000.0,4.3,0.85,1.0,0.07,0.14167000000000002,0.028333,81950000000.0,-15.877,2.9362,2.9362,-3.0066
299792458000.0,4.3,0.85,1.0,0.07,0.047222,0.028333,81650000000.0,-15.19,2.8367,2.8367,-3.1186
299792458000.0,4.3,0.85,1.0,0.09,0.28333,0.255,86450000000.0,-9.9703,3.2125,3.2125,-2.4825
299792458000.0,4.3,0.85,1.0,0.09,0.14167000000000002,0.255,85450000000.0,-13.549,3.7815,3.7815,-2.1862
299792458000.0,4.3,0.85,1.0,0.09,0.047222,0.255,82400000000.0,-11.617,3.3424,3.3424,-2.6058
299792458000.0,4.3,0.85,1.0,0.09,0.28333,0.085,83050000000.0,-25.097,3.8894,3.8894,-1.9136
299792458000.0,4.3,0.85,1.0,0.09,0.14167000000000002,0.085,81850000000.0,-12.748,3.3879,3.3879,-2.5089
299792458000.0,4.3,0.85,1.0,0.09,0.047222,0.085,80900000000.0,-11.745,3.1741,3.1741,-2.7374
299792458000.0,4.3,0.85,1.0,0.09,0.28333,0.028333,82100000000.0,-14.747,3.6462,3.6462,-2.2141
299792458000.0,4.3,0.85,1.0,0.09,0.14167000000000002,0.028333,81300000000.0,-11.973,3.3146,3.3146,-2.5836
299792458000.0,4.3,0.85,1.0,0.09,0.047222,0.028333,80900000000.0,-11.389,3.2165,3.2165,-2.6943
299792458000.0,4.3,0.85,1.1,0.05,0.28333,0.255,85800000000.0,-5.2305,-2.887,-2.887,-8.803
299792458000.0,4.3,0.85,1.1,0.05,0.14167000000000002,0.255,86400000000.0,-24.328000000000007,2.7432,2.7432,-3.6408
299792458000.0,4.3,0.85,1.1,0.05,0.047222,0.255,83750000000.0,-39.598,2.4817,2.4817,-3.8773
299792458000.0,4.3,0.85,1.1,0.05,0.28333,0.085,83750000000.0,-18.042,2.0171,2.0171,-4.1681
299792458000.0,4.3,0.85,1.1,0.05,0.14167000000000002,0.085,83050000000.0,-39.209,2.2378,2.2378,-4.0539
299792458000.0,4.3,0.85,1.1,0.05,0.047222,0.085,82350000000.0,-50.99800000000001,2.0862,2.0862,-4.2179
299792458000.0,4.3,0.85,1.1,0.05,0.28333,0.028333,82750000000.0,-45.576,2.1583,2.1583,-4.0997
299792458000.0,4.3,0.85,1.1,0.05,0.14167000000000002,0.028333,82300000000.0,-34.954,2.102,2.102,-4.1875
299792458000.0,4.3,0.85,1.1,0.05,0.047222,0.028333,82050000000.0,-34.736999999999995,2.1116,2.1116,-4.1868
299792458000.0,4.3,0.85,1.1,0.07,0.28333,0.255,85050000000.0,-5.6456,0.60104,0.60104,-5.3756
299792458000.0,4.3,0.85,1.1,0.07,0.14167000000000002,0.255,85300000000.0,-31.034,3.7753,3.7753,-2.5632
299792458000.0,4.3,0.85,1.1,0.07,0.047222,0.255,82700000000.0,-19.054,3.3953,3.3953,-2.9283
299792458000.0,4.3,0.85,1.1,0.07,0.28333,0.085,82850000000.0,-23.407,3.3423,3.3423,-2.8109
299792458000.0,4.3,0.85,1.1,0.07,0.14167000000000002,0.085,82050000000.0,-21.282,3.2583,3.2583,-2.9999
299792458000.0,4.3,0.85,1.1,0.07,0.047222,0.085,81300000000.0,-19.005,3.0663,3.0663,-3.2079
299792458000.0,4.3,0.85,1.1,0.07,0.28333,0.028333,82100000000.0,-25.505,3.4811,3.4811,-2.7411
299792458000.0,4.3,0.85,1.1,0.07,0.14167000000000002,0.028333,81550000000.0,-18.82,3.279,3.279,-2.9843
299792458000.0,4.3,0.85,1.1,0.07,0.047222,0.028333,81250000000.0,-17.688,3.2136,3.2136,-3.0636
299792458000.0,4.3,0.85,1.1,0.09,0.28333,0.255,84400000000.0,-6.4693,2.2214,2.2214,-3.7182
299792458000.0,4.3,0.85,1.1,0.09,0.14167000000000002,0.255,84500000000.0,-18.345,4.2427,4.2427,-2.034
299792458000.0,4.3,0.85,1.1,0.09,0.047222,0.255,81850000000.0,-13.622,3.7972,3.7972,-2.4897
299792458000.0,4.3,0.85,1.1,0.09,0.28333,0.085,82300000000.0,-33.695,4.1156,4.1156,-1.9871
299792458000.0,4.3,0.85,1.1,0.09,0.14167000000000002,0.085,81350000000.0,-15.092,3.7888,3.7888,-2.437
299792458000.0,4.3,0.85,1.1,0.09,0.047222,0.085,80500000000.0,-13.429,3.571,3.571,-2.6737
299792458000.0,4.3,0.85,1.1,0.09,0.28333,0.028333,81550000000.0,-18.14,4.0288,4.0288,-2.1509
299792458000.0,4.3,0.85,1.1,0.09,0.14167000000000002,0.028333,80900000000.0,-13.852,3.7576,3.7576,-2.4735
299792458000.0,4.3,0.85,1.1,0.09,0.047222,0.028333,80550000000.0,-12.975,3.6334,3.6334,-2.6135
299792458000.0,4.3,0.9,0.7,0.05,0.3,0.27,95250000000.0,-14.874,1.6782,1.6782,-3.254
299792458000.0,4.3,0.9,0.7,0.05,0.15,0.27,86550000000.0,-9.8603,0.52317,0.52317,-4.3584
299792458000.0,4.3,0.9,0.7,0.05,0.05,0.27,81600000000.0,-12.844,0.50245,0.50245,-4.2633
299792458000.0,4.3,0.9,0.7,0.05,0.3,0.09,82150000000.0,-16.026,0.8860600000000001,0.8860600000000001,-3.7665
299792458000.0,4.3,0.9,0.7,0.05,0.15,0.09,80550000000.0,-13.954,0.38239,0.38239,-4.3182
299792458000.0,4.3,0.9,0.7,0.05,0.05,0.09,79500000000.0,-14.777,0.29189,0.29189,-4.4102
299792458000.0,4.3,0.9,0.7,0.05,0.3,0.03,79950000000.0,-13.99,0.37174,0.37174,-4.294
299792458000.0,4.3,0.9,0.7,0.05,0.15,0.03,79250000000.0,-14.47,0.19982,0.19982,-4.4854
299792458000.0,4.3,0.9,0.7,0.05,0.05,0.03,78950000000.0,-15.042,0.22167,0.22167,-4.471
299792458000.0,4.3,0.9,0.7,0.07,0.3,0.27,96200000000.0,-10.69,2.4615,2.4615,-2.5162
299792458000.0,4.3,0.9,0.7,0.07,0.15,0.27,85550000000.0,-7.7728,1.098,1.098,-3.7293
299792458000.0,4.3,0.9,0.7,0.07,0.05,0.27,80850000000.0,-9.4737,1.2014,1.2014,-3.5105
299792458000.0,4.3,0.9,0.7,0.07,0.3,0.09,81900000000.0,-12.171,1.7931,1.7931,-2.8386
299792458000.0,4.3,0.9,0.7,0.07,0.15,0.09,79800000000.0,-10.22,1.1847,1.1847,-3.4723
299792458000.0,4.3,0.9,0.7,0.07,0.05,0.09,78750000000.0,-10.502,1.0936,1.0936,-3.5619
299792458000.0,4.3,0.9,0.7,0.07,0.3,0.03,80000000000.0,-10.616,1.4629,1.4629,-3.1821
299792458000.0,4.3,0.9,0.7,0.07,0.15,0.03,79050000000.0,-10.019,1.2281,1.2281,-3.424
299792458000.0,4.3,0.9,0.7,0.07,0.05,0.03,78600000000.0,-10.027,1.1657,1.1657,-3.4887
299792458000.0,4.3,0.9,0.7,0.09,0.3,0.27,100750000000.0,-8.2221,2.7585,2.7585,-2.3428
299792458000.0,4.3,0.9,0.7,0.09,0.15,0.27,85100000000.0,-6.0604,1.1889,1.1889,-3.56
299792458000.0,4.3,0.9,0.7,0.09,0.05,0.27,80250000000.0,-7.2222,1.3922,1.3922,-3.2661
299792458000.0,4.3,0.9,0.7,0.09,0.3,0.09,82150000000.0,-9.6328,2.2034,2.2034,-2.4209
299792458000.0,4.3,0.9,0.7,0.09,0.15,0.09,79300000000.0,-7.761,1.4917,1.4917,-3.1206
299792458000.0,4.3,0.9,0.7,0.09,0.05,0.09,78000000000.0,-7.8729,1.4112,1.4112,-3.1901
299792458000.0,4.3,0.9,0.7,0.09,0.3,0.03,79950000000.0,-8.3564,1.7914,1.7914,-2.8147
299792458000.0,4.3,0.9,0.7,0.09,0.15,0.03,78650000000.0,-7.7217,1.4875,1.4875,-3.1168
299792458000.0,4.3,0.9,0.7,0.09,0.05,0.03,78100000000.0,-7.6632,1.4449,1.4449,-3.1587
299792458000.0,4.3,0.9,0.8,0.05,0.3,0.27,89350000000.0,-24.037,1.6543,1.6543,-3.4762
299792458000.0,4.3,0.9,0.8,0.05,0.15,0.27,85250000000.0,-12.821,1.2313,1.2313,-4.0116
299792458000.0,4.3,0.9,0.8,0.05,0.05,0.27,80900000000.0,-15.231,0.982,0.982,-4.1759
299792458000.0,4.3,0.9,0.8,0.05,0.3,0.09,81300000000.0,-21.973000000000006,1.1887,1.1887,-3.8411
299792458000.0,4.3,0.9,0.8,0.05,0.15,0.09,80050000000.0,-16.665,0.8658600000000001,0.8658600000000001,-4.2346
299792458000.0,4.3,0.9,0.8,0.05,0.05,0.09,79050000000.0,-17.27,0.72746,0.72746,-4.3806
299792458000.0,4.3,0.9,0.8,0.05,0.3,0.03,79500000000.0,-16.617,0.74185,0.74185,-4.3239
299792458000.0,4.3,0.9,0.8,0.05,0.15,0.03,78850000000.0,-16.79,0.6194,0.6194,-4.4728
299792458000.0,4.3,0.9,0.8,0.05,0.05,0.03,78550000000.0,-17.384,0.5647300000000001,0.5647300000000001,-4.5365
299792458000.0,4.3,0.9,0.8,0.07,0.3,0.27,89200000000.0,-24.599,2.9013,2.9013,-2.2448
299792458000.0,4.3,0.9,0.8,0.07,0.15,0.27,84300000000.0,-9.8699,1.911,1.911,-3.2951
299792458000.0,4.3,0.9,0.8,0.07,0.05,0.27,80150000000.0,-10.923,1.7376,1.7376,-3.3785
299792458000.0,4.3,0.9,0.8,0.07,0.3,0.09,80900000000.0,-15.664,2.2496,2.2496,-2.7626
299792458000.0,4.3,0.9,0.8,0.07,0.15,0.09,79250000000.0,-11.886,1.6829,1.6829,-3.3745
299792458000.0,4.3,0.9,0.8,0.07,0.05,0.09,78250000000.0,-11.932,1.5415,1.5415,-3.5196
299792458000.0,4.3,0.9,0.8,0.07,0.3,0.03,79350000000.0,-12.542,1.917,1.917,-3.1189
299792458000.0,4.3,0.9,0.8,0.07,0.15,0.03,78500000000.0,-11.485,1.6687,1.6687,-3.3864
299792458000.0,4.3,0.9,0.8,0.07,0.05,0.03,78150000000.0,-11.393,1.6292,1.6292,-3.4331
299792458000.0,4.3,0.9,0.8,0.09,0.3,0.27,90050000000.0,-15.384,3.4878,3.4878,-1.6761
299792458000.0,4.3,0.9,0.8,0.09,0.15,0.27,83650000000.0,-7.6849,2.0909,2.0909,-3.0567
299792458000.0,4.3,0.9,0.8,0.09,0.05,0.27,79500000000.0,-8.3184,1.9785,1.9785,-3.0906
299792458000.0,4.3,0.9,0.8,0.09,0.3,0.09,80900000000.0,-12.229,2.7688,2.7688,-2.2163
299792458000.0,4.3,0.9,0.8,0.09,0.15,0.09,78700000000.0,-8.9829,2.0534,2.0534,-2.9753
299792458000.0,4.3,0.9,0.8,0.09,0.05,0.09,77550000000.0,-8.8886,1.9011,1.9011,-3.1271
299792458000.0,4.3,0.9,0.8,0.09,0.3,0.03,79200000000.0,-9.8486,2.3464,2.3464,-2.6614
299792458000.0,4.3,0.9,0.8,0.09,0.15,0.03,78100000000.0,-8.8154,2.0276,2.0276,-2.9973
299792458000.0,4.3,0.9,0.8,0.09,0.05,0.03,77600000000.0,-8.6585,1.9396,1.9396,-3.0885
299792458000.0,4.3,0.9,0.9,0.05,0.3,0.27,86050000000.0,-11.505999999999998,1.011,1.011,-4.3675
299792458000.0,4.3,0.9,0.9,0.05,0.15,0.27,84100000000.0,-17.099,1.7743,1.7743,-3.8328
299792458000.0,4.3,0.9,0.9,0.05,0.05,0.27,80350000000.0,-18.314,1.3695,1.3695,-4.1653
299792458000.0,4.3,0.9,0.9,0.05,0.3,0.09,80600000000.0,-39.24,1.4129,1.4129,-3.9715
299792458000.0,4.3,0.9,0.9,0.05,0.15,0.09,79550000000.0,-20.294,1.1885,1.1885,-4.2803
299792458000.0,4.3,0.9,0.9,0.05,0.05,0.09,78700000000.0,-20.54,1.0684,1.0684,-4.4099
299792458000.0,4.3,0.9,0.9,0.05,0.3,0.03,79050000000.0,-20.102,1.1285,1.1285,-4.3022
299792458000.0,4.3,0.9,0.9,0.05,0.15,0.03,78500000000.0,-19.82,0.95361,0.95361,-4.5061
299792458000.0,4.3,0.9,0.9,0.05,0.05,0.03,78250000000.0,-20.459,0.94594,0.94594,-4.5239
299792458000.0,4.3,0.9,0.9,0.07,0.3,0.27,85650000000.0,-16.059,2.7129,2.7129,-2.6798
299792458000.0,4.3,0.9,0.9,0.07,0.15,0.27,83150000000.0,-12.577,2.5434,2.5434,-3.0226
299792458000.0,4.3,0.9,0.9,0.07,0.05,0.27,79550000000.0,-12.686,2.1976,2.1976,-3.2992
299792458000.0,4.3,0.9,0.9,0.07,0.3,0.09,80050000000.0,-20.878,2.6094,2.6094,-2.7493
299792458000.0,4.3,0.9,0.9,0.07,0.15,0.09,78750000000.0,-13.86,2.1316,2.1316,-3.3034
299792458000.0,4.3,0.9,0.9,0.07,0.05,0.09,77850000000.0,-13.579,1.9776,1.9776,-3.464
299792458000.0,4.3,0.9,0.9,0.07,0.3,0.03,78800000000.0,-14.886,2.3638,2.3638,-3.0391
299792458000.0,4.3,0.9,0.9,0.07,0.15,0.03,78100000000.0,-13.138,2.1385,2.1385,-3.2956
299792458000.0,4.3,0.9,0.9,0.07,0.05,0.03,77750000000.0,-12.882,2.0567,2.0567,-3.3862
299792458000.0,4.3,0.9,0.9,0.09,0.3,0.27,85750000000.0,-26.161,3.6161,3.6161,-1.7632
299792458000.0,4.3,0.9,0.9,0.09,0.15,0.27,82450000000.0,-9.6091,2.804,2.804,-2.7181
299792458000.0,4.3,0.9,0.9,0.09,0.05,0.27,78850000000.0,-9.5628,2.5153,2.5153,-2.9356
299792458000.0,4.3,0.9,0.9,0.09,0.3,0.09,79900000000.0,-15.67,3.2221,3.2221,-2.1095
299792458000.0,4.3,0.9,0.9,0.09,0.15,0.09,78200000000.0,-10.379,2.5679,2.5679,-2.8305
299792458000.0,4.3,0.9,0.9,0.09,0.05,0.09,77150000000.0,-10.022,2.3836,2.3836,-3.0171
299792458000.0,4.3,0.9,0.9,0.09,0.3,0.03,78550000000.0,-11.595,2.8403,2.8403,-2.5311
299792458000.0,4.3,0.9,0.9,0.09,0.15,0.03,77600000000.0,-10.015,2.5061,2.5061,-2.8885
299792458000.0,4.3,0.9,0.9,0.09,0.05,0.03,77150000000.0,-9.7228,2.4232,2.4232,-2.9777
299792458000.0,4.3,0.9,1.0,0.05,0.3,0.27,83750000000.0,-7.7308,-0.37209,-0.37209,-5.9638
299792458000.0,4.3,0.9,1.0,0.05,0.15,0.27,83100000000.0,-25.094,2.1643,2.1643,-3.7349
299792458000.0,4.3,0.9,1.0,0.05,0.05,0.27,79850000000.0,-22.799,1.7576,1.7576,-4.1014
299792458000.0,4.3,0.9,1.0,0.05,0.3,0.09,80000000000.0,-25.983,1.6684,1.6684,-4.037
299792458000.0,4.3,0.9,1.0,0.05,0.15,0.09,79150000000.0,-26.036,1.5549,1.5549,-4.2426
299792458000.0,4.3,0.9,1.0,0.05,0.05,0.09,78350000000.0,-25.368,1.3926,1.3926,-4.4165
299792458000.0,4.3,0.9,1.0,0.05,0.3,0.03,78700000000.0,-25.358,1.3997,1.3997,-4.3626
299792458000.0,4.3,0.9,1.0,0.05,0.15,0.03,78200000000.0,-24.043000000000006,1.3171,1.3171,-4.4757
299792458000.0,4.3,0.9,1.0,0.05,0.05,0.03,77950000000.0,-24.799,1.3191,1.3191,-4.4828
299792458000.0,4.3,0.9,1.0,0.07,0.3,0.27,83250000000.0,-9.5449,2.055,2.055,-3.5527
299792458000.0,4.3,0.9,1.0,0.07,0.15,0.27,82100000000.0,-16.414,3.0449,3.0449,-2.8098
299792458000.0,4.3,0.9,1.0,0.07,0.05,0.27,79000000000.0,-14.825,2.6635,2.6635,-3.1564
299792458000.0,4.3,0.9,1.0,0.07,0.3,0.09,79350000000.0,-33.069,2.838,2.838,-2.8419
299792458000.0,4.3,0.9,1.0,0.07,0.15,0.09,78300000000.0,-16.3,2.5249,2.5249,-3.239
299792458000.0,4.3,0.9,1.0,0.07,0.05,0.09,77500000000.0,-15.531,2.3511,2.3511,-3.4271
299792458000.0,4.3,0.9,1.0,0.07,0.3,0.03,78300000000.0,-17.877,2.7302,2.7302,-3.004
299792458000.0,4.3,0.9,1.0,0.07,0.15,0.03,77700000000.0,-15.138,2.5195,2.5195,-3.2486
299792458000.0,4.3,0.9,1.0,0.07,0.05,0.03,77350000000.0,-14.685,2.4408,2.4408,-3.3375
299792458000.0,4.3,0.9,1.0,0.09,0.3,0.27,83000000000.0,-12.262,3.3584,3.3584,-2.2271
299792458000.0,4.3,0.9,1.0,0.09,0.15,0.27,81450000000.0,-12.1,3.3992,3.3992,-2.4139
299792458000.0,4.3,0.9,1.0,0.09,0.05,0.27,78300000000.0,-11.001,2.9909,2.9909,-2.7917
299792458000.0,4.3,0.9,1.0,0.09,0.3,0.09,79050000000.0,-21.011,3.5842,3.5842,-2.0631
299792458000.0,4.3,0.9,1.0,0.09,0.15,0.09,77700000000.0,-12.008,3.0177,3.0177,-2.7121
299792458000.0,4.3,0.9,1.0,0.09,0.05,0.09,76750000000.0,-11.307,2.8115,2.8115,-2.9293
299792458000.0,4.3,0.9,1.0,0.09,0.3,0.03,77950000000.0,-13.694,3.2996,3.2996,-2.3969
299792458000.0,4.3,0.9,1.0,0.09,0.15,0.03,77150000000.0,-11.409,2.9657,2.9657,-2.7646
299792458000.0,4.3,0.9,1.0,0.09,0.05,0.03,76750000000.0,-10.96,2.8576,2.8576,-2.8836
299792458000.0,4.3,0.9,1.1,0.05,0.3,0.27,82000000000.0,-5.8901,-2.0854,-2.0854,-7.8732
299792458000.0,4.3,0.9,1.1,0.05,0.15,0.27,82250000000.0,-32.534,2.4089,2.4089,-3.7842
299792458000.0,4.3,0.9,1.1,0.05,0.05,0.27,79450000000.0,-31.725,2.0566,2.0566,-4.1055
299792458000.0,4.3,0.9,1.1,0.05,0.3,0.09,79500000000.0,-19.567,1.6694,1.6694,-4.3247
299792458000.0,4.3,0.9,1.1,0.05,0.15,0.09,78800000000.0,-43.859,1.8415,1.8415,-4.2546
299792458000.0,4.3,0.9,1.1,0.05,0.05,0.09,78100000000.0,-35.815,1.7561,1.7561,-4.356
299792458000.0,4.3,0.9,1.1,0.05,0.3,0.03,78400000000.0,-38.171,1.6623,1.6623,-4.3983
299792458000.0,4.3,0.9,1.1,0.05,0.15,0.03,77950000000.0,-31.841,1.6663,1.6663,-4.4284
299792458000.0,4.3,0.9,1.1,0.05,0.05,0.03,77700000000.0,-33.135,1.5841,1.5841,-4.5183
299792458000.0,4.3,0.9,1.1,0.07,0.3,0.27,81400000000.0,-6.5956,0.88281,0.88281,-4.9476
299792458000.0,4.3,0.9,1.1,0.07,0.15,0.27,81250000000.0,-23.202,3.4282,3.4282,-2.7268
299792458000.0,4.3,0.9,1.1,0.07,0.05,0.27,78550000000.0,-17.581,3.0168,3.0168,-3.109
299792458000.0,4.3,0.9,1.1,0.07,0.3,0.09,78750000000.0,-27.77,3.0445,3.0445,-2.9208
299792458000.0,4.3,0.9,1.1,0.07,0.15,0.09,77900000000.0,-19.522,2.902,2.902,-3.1603
299792458000.0,4.3,0.9,1.1,0.07,0.05,0.09,77150000000.0,-17.939,2.7276,2.7276,-3.3492
299792458000.0,4.3,0.9,1.1,0.07,0.3,0.03,77900000000.0,-22.196,3.09,3.09,-2.9391
299792458000.0,4.3,0.9,1.1,0.07,0.15,0.03,77350000000.0,-17.625,2.8797,2.8797,-3.1868
299792458000.0,4.3,0.9,1.1,0.07,0.05,0.03,77050000000.0,-16.872,2.8385,2.8385,-3.2397
299792458000.0,4.3,0.9,1.1,0.09,0.3,0.27,80950000000.0,-7.8106,2.6062,2.6062,-3.1988
299792458000.0,4.3,0.9,1.1,0.09,0.15,0.27,80550000000.0,-15.655,3.8847,3.8847,-2.2224
299792458000.0,4.3,0.9,1.1,0.09,0.05,0.27,77800000000.0,-12.719,3.4362,3.4362,-2.6538
299792458000.0,4.3,0.9,1.1,0.09,0.3,0.09,78300000000.0,-35.437,3.824,3.824,-2.1044
299792458000.0,4.3,0.9,1.1,0.09,0.15,0.09,77250000000.0,-13.976,3.4307,3.4307,-2.6056
299792458000.0,4.3,0.9,1.1,0.09,0.05,0.09,76400000000.0,-12.787,3.2107,3.2107,-2.8417
299792458000.0,4.3,0.9,1.1,0.09,0.3,0.03,77450000000.0,-16.422,3.6738,3.6738,-2.3212
299792458000.0,4.3,0.9,1.1,0.09,0.15,0.03,76750000000.0,-13.028,3.3794,3.3794,-2.66
299792458000.0,4.3,0.9,1.1,0.09,0.05,0.03,76400000000.0,-12.353,3.269,3.269,-2.7833
299792458000.0,4.3,0.95,0.7,0.05,0.31667,0.285,93850000000.0,-12.69,1.221,1.221,-3.67
299792458000.0,4.3,0.95,0.7,0.05,0.15833,0.285,82600000000.0,-9.254,0.028903,0.028903,-4.6964
299792458000.0,4.3,0.95,0.7,0.05,0.052778,0.285,77550000000.0,-12.729,0.10567,0.10567,-4.4969
299792458000.0,4.3,0.95,0.7,0.05,0.31667,0.095,78300000000.0,-15.153,0.5865,0.5865,-3.9136
299792458000.0,4.3,0.95,0.7,0.05,0.15833,0.095,76650000000.0,-13.449000000000002,0.071684,0.071684,-4.4734
299792458000.0,4.3,0.95,0.7,0.05,0.052778,0.095,75550000000.0,-14.401,-0.024626,-0.024626,-4.5694
299792458000.0,4.3,0.95,0.7,0.05,0.31667,0.031667,75850000000.0,-13.638,-0.091059,-0.091059,-4.5982
299792458000.0,4.3,0.95,0.7,0.05,0.15833,0.031667,75200000000.0,-14.533,-0.22566,-0.22566,-4.7519
299792458000.0,4.3,0.95,0.7,0.05,0.052778,0.031667,74900000000.0,-15.294,-0.20658,-0.20658,-4.7392
299792458000.0,4.3,0.95,0.7,0.07,0.31667,0.285,95700000000.0,-9.3721,2.009,2.009,-2.9659
299792458000.0,4.3,0.95,0.7,0.07,0.15833,0.285,81750000000.0,-7.2351,0.64947,0.64947,-4.027
299792458000.0,4.3,0.95,0.7,0.07,0.052778,0.285,76950000000.0,-9.2432,0.8853,0.8853,-3.6702
299792458000.0,4.3,0.95,0.7,0.07,0.31667,0.095,78050000000.0,-11.443,1.475,1.475,-3.0095
299792458000.0,4.3,0.95,0.7,0.07,0.15833,0.095,75850000000.0,-10.018,0.8370700000000001,0.8370700000000001,-3.662
299792458000.0,4.3,0.95,0.7,0.07,0.052778,0.095,74800000000.0,-10.479,0.75981,0.75981,-3.7366
299792458000.0,4.3,0.95,0.7,0.07,0.31667,0.031667,76050000000.0,-10.238,1.1289,1.1289,-3.359
299792458000.0,4.3,0.95,0.7,0.07,0.15833,0.031667,75050000000.0,-9.8624,0.89951,0.89951,-3.5933
299792458000.0,4.3,0.95,0.7,0.07,0.052778,0.031667,74650000000.0,-9.9657,0.85,0.85,-3.646
299792458000.0,4.3,0.95,0.7,0.09,0.31667,0.285,110000000000.0,-5.1505,1.8032,1.8032,-5.3058
299792458000.0,4.3,0.95,0.7,0.09,0.15833,0.285,82950000000.0,-5.0412,0.36982,0.36982,-4.2789
299792458000.0,4.3,0.95,0.7,0.09,0.052778,0.285,76750000000.0,-6.937,1.045,1.045,-3.4707
299792458000.0,4.3,0.95,0.7,0.09,0.31667,0.095,78400000000.0,-9.0553,1.8722,1.8722,-2.6081
299792458000.0,4.3,0.95,0.7,0.09,0.15833,0.095,75250000000.0,-7.619,1.1505,1.1505,-3.3058
299792458000.0,4.3,0.95,0.7,0.09,0.052778,0.095,74050000000.0,-7.8852,1.0945,1.0945,-3.3526
299792458000.0,4.3,0.95,0.7,0.09,0.31667,0.031667,76050000000.0,-8.0593,1.4901,1.4901,-2.9664
299792458000.0,4.3,0.95,0.7,0.09,0.15833,0.031667,74700000000.0,-7.5735,1.1944,1.1944,-3.2575
299792458000.0,4.3,0.95,0.7,0.09,0.052778,0.031667,74150000000.0,-7.5779999999999985,1.161,1.161,-3.2893
299792458000.0,4.3,0.95,0.8,0.05,0.31667,0.285,86550000000.0,-36.644,1.4497,1.4497,-3.5858
299792458000.0,4.3,0.95,0.8,0.05,0.15833,0.285,81350000000.0,-11.852,0.76118,0.76118,-4.336
299792458000.0,4.3,0.95,0.8,0.05,0.052778,0.285,76950000000.0,-14.959,0.59545,0.59545,-4.4057
299792458000.0,4.3,0.95,0.8,0.05,0.31667,0.095,77450000000.0,-20.323,0.88174,0.88174,-3.9999
299792458000.0,4.3,0.95,0.8,0.05,0.15833,0.095,76150000000.0,-15.919,0.5149600000000001,0.5149600000000001,-4.4308
299792458000.0,4.3,0.95,0.8,0.05,0.052778,0.095,75150000000.0,-16.695,0.38535,0.38535,-4.5668
299792458000.0,4.3,0.95,0.8,0.05,0.31667,0.031667,75450000000.0,-15.974,0.27912,0.27912,-4.6322
299792458000.0,4.3,0.95,0.8,0.05,0.15833,0.031667,74850000000.0,-16.706,0.17607,0.17607,-4.7582
299792458000.0,4.3,0.95,0.8,0.05,0.052778,0.031667,74550000000.0,-17.547,0.12168,0.12168,-4.8213
299792458000.0,4.3,0.95,0.8,0.07,0.31667,0.285,86600000000.0,-17.590999999999998,2.6135,2.6135,-2.4474
299792458000.0,4.3,0.95,0.8,0.07,0.15833,0.285,80450000000.0,-9.1477,1.4716,1.4716,-3.5878
299792458000.0,4.3,0.95,0.8,0.07,0.052778,0.285,76250000000.0,-10.655,1.3795,1.3795,-3.5875
299792458000.0,4.3,0.95,0.8,0.07,0.31667,0.095,77100000000.0,-14.514,1.924,1.924,-2.9444
299792458000.0,4.3,0.95,0.8,0.07,0.15833,0.095,75350000000.0,-11.553,1.3126,1.3126,-3.5955
299792458000.0,4.3,0.95,0.8,0.07,0.052778,0.095,74350000000.0,-11.819,1.1794,1.1794,-3.7304
299792458000.0,4.3,0.95,0.8,0.07,0.31667,0.031667,75450000000.0,-11.994000000000002,1.5651,1.5651,-3.3222
299792458000.0,4.3,0.95,0.8,0.07,0.15833,0.031667,74600000000.0,-11.223,1.3247,1.3247,-3.5801
